domain,application,version,users,MAU,HYAU,posts
soc.noob.quest,akkoma,3.10.4,12,5,8,6801
buff.tomboyfan.club,akkoma,3.9.0,12,7,8,6157
strelizia.net,akkoma,3.10.3-1548-gf4ba20fa-akkoma,12,5,9,120511
akko.chir.rs,akkoma,3.10.3,12,6,7,10733
fedi.reimu.info,akkoma,3.10.3-212-g6cc523bd-develop,12,7,8,9610
s.awoo.dev,akkoma,3.11.0-0-ga03f3a9,12,7,8,1021
chirpr.terrenly.com,akkoma,3.10.4-1-gebfb617b,12,1,11,60
nyan.network,akkoma,3.10.3-202-g1b838627-1-CI-COMMIT-TAG---,11,6,8,4434
transwo.men,akkoma,3.11.0,11,8,9,103
fedi.bapril.pl,akkoma,3.11.0,11,7,10,2460
fedi.skladka.net,akkoma,3.5.0-0-gd9508474b,11,null,null,1821
pl.comofas.org,akkoma,3.9.3-2-gfb8081e1-develop,11,2,5,69
breakdown.moe,akkoma,3.9.3-0-g9d7c877,11,1,5,50
agda.club,akkoma,3.10.4-0-gebfb617,11,5,7,164
a.jerl.zone,akkoma,3.7.1-0-gfef4bae,11,null,null,132
meow.church,akkoma,3.10.3-0-g43c5fd5,10,5,11,270
fedi.criminallycute.fi,akkoma,3.11.0-294-g889b57df-develop,10,6,10,7050
pl.catboyindustries.co,akkoma,3.11.0-294-g889b57df-develop,10,3,3,509
antani.pm,akkoma,3.11.0-294-g889b57df-develop,10,3,6,5554
3v.is,akkoma,3.10.2,10,5,9,347
social.rjp.is,akkoma,3.10.3-229-ge97d08ee-develop,10,8,8,33166
is.slonk.ing,akkoma,3.10.4-1-gebfb617b,10,4,11,58
fyrfli.social,akkoma,3.10.4-1-gebfb617b,9,5,6,858
snack.social,akkoma,3.3.1,9,null,null,12635
blimey.social,akkoma,3.10.4-0-gebfb617,9,3,4,1753
akko.gay-garden.no,akkoma,3.11.0,9,10,10,251
awoo.st,akkoma,3.10.4-1-gebfb617b,9,9,9,92
akkoma.meows.gay,akkoma,3.10.4,9,8,8,3135
ak.zweitekassabitte.jetzt,akkoma,3.10.4-2-g5d8ea16c-zkb,9,5,7,4483
idealists.su,akkoma,3.10.4-1-gebfb617b,9,5,8,99
um.lugarzinho.top,akkoma,3.10.4,9,3,3,1026
mastodon.nove.team,akkoma,3.11.0,9,5,10,1186
relay.blimey.social,akkoma,3.10.4-0-gebfb617,9,3,4,1759
fedi.worf.win,akkoma,3.10.4-1-gebfb617b,8,2,3,389
free.gaycatgirl.sex,akkoma,3.9.3-28-g9d7c877d,8,4,7,4040
social.nauk.io,akkoma,3.11.0-0-ga03f3a9,8,3,3,1171
trans.enby.town,akkoma,3.10.2-158-g59af68c6-develop,8,5,5,34017
local.abtmtr.link,akkoma,3.10.4-0-gebfb617,8,8,11,1882
miku.place,akkoma,3.11.0-0-ga03f3a9,8,6,8,1309
club.ctrlist.org,akkoma,3.10.4,8,5,7,307
hasthebig.gay,akkoma,3.11.0,8,4,5,90
telex.disinfo.zone,akkoma,3.10.4,8,3,4,402
satania.social,akkoma,3.11.0-295-g8080331c-develop,8,5,7,542
p.girlc.at,akkoma,3.10.4-1-gebfb617b,8,4,7,8807
kitsunes.church,akkoma,3.11.0,8,7,7,46
nerdfight.online,akkoma,3.9.3-0-g9d7c877,8,6,6,6421
ack.nerdfight.online,akkoma,3.9.3-0-g9d7c877,8,6,6,6421
introvert.social,akkoma,3.11.0-0-ga03f3a9,7,1,2,932
cofe.rocks,akkoma,3.10.3-197-g98f0820c-sn0w+PE,7,5,5,4240
turtleisland.rocks,akkoma,3.10.4-0-gebfb617,7,5,6,19
inoot.net,akkoma,3.10.4-1-gebfb617b,7,3,6,209
amble.quest,akkoma,3.10.4,7,3,6,1193
idiomdrottning.org,akkoma,3.11.0-1-g3ef3bb45,7,3,3,16110
fedi.kemonomimi.gay,akkoma,3.11.0,7,4,8,2418
social.wedistribute.org,akkoma,3.8.0,7,6,6,792
brotka.st,akkoma,3.11.0-0-ga03f3a9,7,7,7,50013
wiir.libtar.de,akkoma,3.11.0,7,3,4,6131
femdom.solutions,akkoma,3.10.4,7,5,5,3577
raccoon.cafe,akkoma,3.11.0-0-ga03f3a9,7,3,4,1138
bcn.fedi.cat,akkoma,3.10.4-0-gebfb617,7,6,6,2409
neuro.cooking,akkoma,3.5.0-0-g63f2d1cbe,7,null,null,426
akko.cuddlegirls.cafe,akkoma,3.10.4-3-gd5d6e14f,7,4,8,7467
curiouscabbit.social,akkoma,3.11.0,7,2,4,125
otlab.dev,akkoma,3.11.0,7,5,6,408
fedi.tilde.green,akkoma,3.11.0,7,4,4,116
social.goatzone.net,akkoma,3.11.0,7,6,7,133
zy.gy,akkoma,3.10.4-3-g06971423-yf,6,2,5,5068
people.unfoo.net,akkoma,3.11.0,6,1,2,60
akkoma.nl,akkoma,3.10.4-0-gebfb617,6,2,4,69
our-town.social,akkoma,3.10.4,6,1,3,302
snake.cool,akkoma,3.9.3-28-g9d7c877d,6,1,5,56
akkoma.flyerdonut.net,akkoma,3.10.4-1-gebfb617b,6,6,7,23626
life.starly.blue,akkoma,3.11.0-0-ga03f3a9,6,4,5,763
a.lufimianet.jp,akkoma,3.5.0-0-g20a652841-hostdon-akkoma-latest,6,null,null,2124
kayii.goe.land,akkoma,3.10.3,6,1,1,926
phantomthieves.net,akkoma,3.9.3-28-g9d7c877d,6,4,5,1166
snipetteville.in,akkoma,3.7.1-0-gfef4bae,6,null,null,411
fops.cloud,akkoma,3.11.0-0-ga03f3a9,6,6,6,6179
ak.kyaruc.moe,akkoma,3.4.0-0-gf91b89673,6,null,null,68254
social.raccoon.college,akkoma,3.9.3-0-g9d7c877,6,2,3,102
raki.club,akkoma,3.11.0-0-ga03f3a9,6,1,3,471
soc.hyena.network,akkoma,3.8.0,6,1,1,177
pl.salushnes.solutions,akkoma,3.9.3,6,4,8,2815
akko.lea.moe,akkoma,3.10.4,6,1,2,11
oopsall.gay,akkoma,3.11.0,6,4,5,1252
a.tela.moe,akkoma,3.9.3-28-g9d7c877d,6,3,5,15563
ikbenpiraat.nl,akkoma,3.10.4-0-gebfb617,6,1,6,86
lottia.net,akkoma,3.10.3,6,6,8,3453
rail.siberia.work,akkoma,3.5.0-0-g20a652841-hostdon-akkoma-latest,6,null,null,5043
fedi.joeydrew.studio,akkoma,3.10.4-0-gebfb617,6,0,5,767
brettvormkopf.de,akkoma,3.10.4,6,2,3,280
santadog.social,akkoma,3.9.3-0-g9d7c877,6,4,4,166
social.busterboys.net,akkoma,3.10.2,6,5,5,26
social.anthropi.st,akkoma,3.11.0,5,4,4,141
nerdcore.social,akkoma,3.11.0,5,1,1,9
pleroma.neuromante.net,akkoma,3.11.0,5,1,2,7005
social.baradoz.cloud,akkoma,3.10.4,5,2,4,1236
pleroma.otter.sh,akkoma,3.5.0-12-g63f2d1cb,5,null,null,57092
akkoma.ascyltos.social,akkoma,3.10.4,5,4,4,77
social.techn1k.de,akkoma,3.11.0-0-ga03f3a9,5,5,5,121
sns.minovsky.space,akkoma,3.10.2-158-g59af68c6-develop,5,3,4,11585
slimegirl.social,akkoma,3.10.4-1-gebfb617b,5,5,5,2261
final.town,akkoma,3.10.4-0-g0af8e93,5,4,5,3707
p.umbriel.fr,akkoma,3.11.0,5,1,1,70481
pythonplayer123.xyz,akkoma,3.9.3-28-g9d7c877d,5,1,3,48
kitty.haus,akkoma,3.11.0,5,3,5,8123
fedi.fourhappylions.com,akkoma,3.10.4,5,2,3,719
tirnanog.space,akkoma,3.10.4,5,5,5,6390
vyos.social,akkoma,3.10.4,5,3,5,1188
akkoma.tbqdrn.de,akkoma,3.11.0,5,2,4,247
bart.tobskep.com,akkoma,3.10.4-1-gebfb617b,5,3,6,2767
akkoma-test.hiwaga.tech,akkoma,3.5.0-0-gd9508474b,5,null,null,67
cocaine.moe,akkoma,2.5.2-0-gf91903566-develop,5,null,null,5509
meowing.online,akkoma,3.3.1-0-gc6043c9ee-main,5,null,null,430
beep.flawbee.net,akkoma,3.10.3-197-g98f0820c-develop,5,4,5,577
social.alemi.dev,akkoma,3.11.0,5,3,4,505
xmitter.cc,akkoma,3.10.4,5,2,5,5
awawa.club,akkoma,3.10.4-1-gebfb617b,4,2,3,1352
social.unitoo.it,akkoma,3.11.0,4,2,2,740
ostfrie.se,akkoma,3.10.2-0-gba1ed37,4,3,4,888
akkoma.sandhill.social,akkoma,3.7.1-0-gfef4bae,4,null,null,603
muuzikku.produkti.se,akkoma,3.10.4,4,1,3,1377
typhy.club,akkoma,3.10.2-0-gba1ed37,4,2,4,275
pl.inu.is,akkoma,3.9.3-28-g9d7c877d,4,2,3,76
pleroma.chaoswit.ch,akkoma,3.10.4,4,4,4,3005
pleroma.elinvention.ovh,akkoma,3.11.0,4,3,5,1842
spooky.social,akkoma,3.5.0-14-gd9508474,4,null,null,128
universe.feliver.se,akkoma,3.10.2,4,3,3,4504
hi.nighten.fr,akkoma,3.11.0-0-ga03f3a9,4,3,4,333
hazymaze.club,akkoma,3.11.0,4,3,3,30
gay.lesaoras.xyz,akkoma,3.10.4,4,3,3,5247
social.rhumbs.fr,akkoma,3.8.0,4,4,4,834
aposimz.net,akkoma,3.10.4-0-gebfb617,4,0,2,0
galaxians.garden,akkoma,3.10.4-1-gebfb617b,4,1,4,829
dlvn.cc,akkoma,3.11.0,4,4,5,150
kneel.before.dog,akkoma,3.10.4,4,2,2,1055
social.nihil.gay,akkoma,3.10.4-1-gebfb617b,4,4,4,1581
lausitz.social,akkoma,3.8.0-0-gccae7ef,4,2,2,0
ak.cute.rest,akkoma,3.11.0,4,3,4,133
va-11-hall-a.cafe,akkoma,3.11.0,4,2,3,15308
social.chaos.koeln,akkoma,3.10.4-606-g1063b7da-develop,4,1,1,120
zia.io,akkoma,3.10.3-212-g6cc523bd-develop,4,1,1,240
social.vlhl.dev,akkoma,3.11.0-0-ga03f3a9,4,2,4,5791
taffytavern.com,akkoma,3.10.4-1-gebfb617b,4,4,5,24
akkoma.miaowi.ng,akkoma,3.10.2-0-gba1ed37,4,3,4,632
social.bakdos.de,akkoma,3.9.3,4,3,4,54
bemrose.social,akkoma,3.10.4-1-gebfb617b,4,3,3,89
deepspace.cafe,akkoma,3.11.0-0-ga03f3a9,4,2,3,42
turbotime.turboteam.xyz,akkoma,3.10.3,4,1,2,388
fediverse.lavcorps.xyz,akkoma,3.10.4,4,1,4,8
fediverse.elbehnon.de,akkoma,3.10.4-1-gebfb617b,4,3,4,11
rat.social,akkoma,3.10.4-1-gebfb617b,4,1,4,0
f.openbdsm.org,akkoma,3.11.0-294-g889b57df-develop,4,2,4,6
social.ragol.org,akkoma,3.10.4-0-gebfb617,4,3,3,361
yap.bls.ooo,akkoma,3.9.3-0-g9d7c877,4,2,3,209
akkoma.bat-pike.ts.net,akkoma,3.11.0,4,4,4,3
pl.dira.cc,akkoma,3.9.3-0-g7e45343-develop,4,1,2,3822
ak.angelstrapped.com,akkoma,3.11.0-1-ge7d641a0-angelstrapped,4,4,4,9229
akkoma.thesandbox.net,akkoma,3.11.0-develop,3,3,3,827
akkos.fritu.re,akkoma,3.10.4-5-gebfb617b,3,1,1,1880
ak.lavenderfield.xyz,akkoma,3.10.4-1-gebfb617b,3,2,4,554
t.hermine.in,akkoma,3.11.0-0-ga03f3a9,3,1,2,529
akm.longyap.name.my,akkoma,3.6.0,3,null,null,6221
social.minbash.de,akkoma,3.10.4,3,1,2,33
fuzzyroots.net,akkoma,3.9.3-0-g9d7c877,3,2,3,717
fedi.system64.dev,akkoma,3.11.0-0-ga03f3a9,3,3,3,1112
stroud.social,akkoma,3.10.4-1-gebfb617b,3,3,3,59
social.violetmillie.me,akkoma,3.10.4,3,3,3,573
t.joeldebruijn.nl,akkoma,3.10.3-0-g43c5fd5,3,2,2,770
social.zell-mbc.com,akkoma,3.10.4,3,1,1,160
castoranxieux.ca,akkoma,3.11.0,3,1,1,139
remolino.town,akkoma,3.11.0-0-ga03f3a9,3,3,3,172
fedi.u2p.net,akkoma,3.10.4,3,2,3,1
social.ventora.net,akkoma,3.11.0-0-ga03f3a9,3,2,4,180
sapphic.engineer,akkoma,3.10.4,3,2,5,4282
tinylad.social,akkoma,3.9.3-0-g9d7c877,3,3,3,253
hollypop.xyz,akkoma,3.10.4-1-gebfb617b,3,2,4,838
toot.j3b.in,akkoma,3.9.3-0-g9d7c877,3,0,2,73
notes.whatthefuck.computer,akkoma,3.10.4,3,3,3,3118
a.farook.org,akkoma,3.9.3-0-g9d7c877,3,2,2,1583
social.wuatek.is,akkoma,3.11.0,3,2,2,1044
akkoma.xn--pikabl-0xa.se,akkoma,3.11.0,3,2,2,279
distraction.party,akkoma,3.11.0-307-gfcc60094,3,1,1,2578
social.matchu.dev,akkoma,3.9.3-0-g9d7c877,3,1,1,1086
soc.kouett.net.eu.org,akkoma,3.11.0-0-ga03f3a9,3,3,3,15924
a.soopy.moe,akkoma,3.10.4,3,1,1,62
couch.beerriot.com,akkoma,3.10.4-1-ga4c15863-no-fetch-with-local-limit-3-10-4,3,2,2,630
akko.eepy.zone,akkoma,3.11.0,3,4,4,429
ambrosia.cafe,akkoma,3.9.3-0-g9d7c877,3,2,2,739
nolineage.com,akkoma,3.9.3-0-g9d7c877,3,1,1,3187
silvernight.social,akkoma,3.10.4-1-gebfb617b,3,1,1,5721
bronyfurry.com,akkoma,3.10.4-1-gebfb617b,3,3,3,48
social.metakaos.space,akkoma,3.3.1-0-gaf90a4e51,3,null,null,323
ak.gensokyo.shop,akkoma,3.10.4-1-gebfb617b,3,3,4,1141
fedi.timstrutzi.at,akkoma,3.9.3-28-g9d7c877d,3,3,3,0
rebel.iero.org,akkoma,3.10.4-0-gebfb617,3,2,3,212
demons.social,akkoma,3.10.4-0-gebfb617,3,2,3,17
unstable.solutions,akkoma,3.11.0,3,3,3,2138
outmo.de,akkoma,3.11.0,3,2,2,391
pouet.quebec,akkoma,3.10.4,3,1,1,7
akko.lightnovel-dungeon.de,akkoma,3.11.0,3,2,4,1353
princess.wedding,akkoma,3.11.0-0-ga03f3a9,3,3,3,602
ple.rorea.moe,akkoma,3.3.1,3,null,null,0
fedi.splatoon3.ink,akkoma,3.7.1,3,null,null,9356
fedi.quiet.horse,akkoma,3.10.4-1-gebfb617b,3,2,4,2965
fedi.aria.dog,akkoma,3.10.3-0-g43c5fd5,3,2,3,5897
akko.erincandescent.net,akkoma,3.11.0-0-g02b4164-snaccoma,3,3,3,521
yap.nishy.fr,akkoma,3.10.4-1-gebfb617b,3,0,2,2
transient.garden,akkoma,3.3.1-0-gc0eecb55b-develop,3,null,null,3
akm.worldc.one,akkoma,3.10.4-1-gebfb617b,3,2,2,189
akkoma.chez.chat,akkoma,3.5.0-26-g54fdf3a5,3,null,null,486
soc.haj.gay,akkoma,3.9.2-0-g39a878f,3,3,3,375
social.blipdrifter.com,akkoma,3.9.3-28-g9d7c877d,3,1,2,312
forcefemm.ing,akkoma,3.10.4-1-gebfb617b,3,2,2,17
social.notandy.de,akkoma,3.11.0-0-ga03f3a9,3,2,2,0
stoner.cafe,akkoma,3.11.0-0-ga03f3a9,3,5,5,1
fedi.girlth.ing,akkoma,3.10.4,3,3,3,11
lotor.network,akkoma,3.8.0,3,2,2,5611
ak-002.lab.void.lgbt,akkoma,3.11.0,3,3,3,2
ak.kazuma.family,akkoma,3.11.0,2,2,2,366
soc.7thmagic.net,akkoma,3.11.0-294-g889b57df-develop,2,2,2,2039
akko.spla.tech,akkoma,3.11.0,2,1,1,2
tuxz.one,akkoma,3.10.3,2,0,1,981
fedi.nlpagan.net,akkoma,3.10.4-1-gebfb617b,2,1,2,3301
trapped.genoq.org,akkoma,3.10.4,2,1,2,112
pars.ee,akkoma,3.10.3-212-g6cc523bd-develop,2,2,2,5388
opayq.social,akkoma,3.8.0,2,1,2,60
post.nuro.lol,akkoma,3.10.4-1-gebfb617b,2,2,3,28
avery.garden,akkoma,3.10.4,2,2,2,1847
akkoma.becutewith.me,akkoma,3.10.4-1-gebfb617b,2,2,2,59
poly.cybre.city,akkoma,3.10.3-221-g6fb91d79-develop,2,1,1,8900
ak.kabukimono.top,akkoma,3.10.4-1-gebfb617b,2,1,2,514
pleroma.frickalou.com,akkoma,3.10.4-1-gebfb617b,2,1,1,21
elezen.club,akkoma,3.9.3-0-g9d7c877,2,1,1,53
rapidsloth.xyz,akkoma,3.11.0-294-g889b57df-develop,2,1,2,1
nocte.0am.jp,akkoma,3.10.4-0-gebfb617,2,1,2,734
akm.hora.win,akkoma,3.11.0,2,2,2,1025
toepi.moe,akkoma,3.10.2,2,1,1,1352
social.khromatic-myst.com,akkoma,3.9.3-28-g9d7c877d,2,1,1,404
kyou.social,akkoma,3.5.0-0-gd9508474b,2,null,null,12432
ak.suzu-ya.info,akkoma,3.10.2-0-gba1ed37,2,1,2,10667
fedi.owo.justdied.com,akkoma,3.11.0-0-g889b57d,2,2,2,6415
soc.feditime.com,akkoma,3.10.4,2,1,2,505
bunnyanarchy.org,akkoma,3.10.4,2,2,2,3990
fedi.konsolenknecht.de,akkoma,3.11.0-0-ga03f3a9,2,2,2,0
void.0x0a.de,akkoma,3.11.0,2,2,2,285
omemoji.net,akkoma,3.10.4-0-gebfb617,2,1,2,170
enby.army,akkoma,3.11.0,2,1,3,11
tyt.maanebedotten.no,akkoma,3.9.3-0-g9d7c877,2,1,1,474
social.thetransagenda.gay,akkoma,3.10.4-0-gebfb617,2,2,2,1986
micro.shitpost.blog,akkoma,3.4.0-0-gf91b89673,2,null,null,302
fedi.lamer-ethos.site,akkoma,3.9.3-0-g9d7c877,2,1,2,1273
thepage.house,akkoma,3.10.4-0-gebfb617,2,1,2,1792
dlx.pink,akkoma,3.10.4-1-gebfb617b,2,2,2,58
meta.jorun.dev,akkoma,3.10.4-1-gebfb617b,2,1,2,739
lug.sh,akkoma,3.10.4,2,2,2,3
fedi.circuitlocution.com,akkoma,3.10.4,2,1,1,683
isnot.online,akkoma,3.9.2,2,1,1,179
teslam.in,akkoma,3.11.0,2,1,1,2060
social.tnhh.org,akkoma,3.11.0,2,2,2,860
pleroma.oook.fr,akkoma,3.10.4-1-gebfb617b,2,1,1,1305
atomicpoet.org,akkoma,3.11.0-0-ga03f3a9,2,4,4,6050
akkoma.riley-tech.net,akkoma,3.9.3-0-g9d7c877,2,1,2,128
fedi.triodug.com,akkoma,3.9.3-0-g9d7c877,2,1,1,3488
social.shadowfacts.net,akkoma,3.10.2,2,2,2,16895
pavlik.top,akkoma,3.11.0,2,1,2,580
fedi.itepechi.me,akkoma,3.11.0+bnakkoma,2,1,2,62
akkoma.simulacrum-emporium.eu,akkoma,3.10.4,2,1,2,399
a.sinigr.space,akkoma,3.9.3-0-g9d7c877,2,1,2,1081
pleroma.stuebinm.eu,akkoma,3.10.4,2,2,2,1671
fedi.redsky.monster,akkoma,3.11.0,2,2,2,194
spacelion.me,akkoma,3.10.4-1-gebfb617b,2,2,2,308
akkoma.dogphilosophy.net,akkoma,3.11.0-0-ga03f3a9,2,2,2,226
akkoma.yae.gay,akkoma,3.10.4-1-gebfb617b,2,1,3,83
f.aznas.eu.org,akkoma,3.10.4-1-gebfb617b,2,2,2,115
social.gerwitz.com,akkoma,3.10.4,2,0,2,997
fennec.town,akkoma,3.11.0-0-ga03f3a9,2,1,1,337
microbe.vital.org.nz,akkoma,3.11.0-0-ga03f3a9,2,1,1,2738
loves.reisen,akkoma,3.10.3-212-g6cc523bd-develop,2,1,1,114
social.alster.space,akkoma,3.11.0-0-ga03f3a9,2,2,2,4583
solitary.social,akkoma,3.11.0,2,2,2,611
cb.janusworx.com,akkoma,3.10.4-0-g0af8e93,2,0,1,400
deep13.social,akkoma,3.10.4-0-gebfb617,2,1,2,78
fedi.inclementaviary.uk,akkoma,3.11.0-0-ga03f3a9,2,1,2,158
p.changeme.fr.eu.org,akkoma,3.11.0,2,1,1,148
a.doskel.net,akkoma,3.10.4-1-gebfb617b,2,0,2,285
yourwalls.today,akkoma,3.11.0,2,2,2,2427
madr.it,akkoma,3.8.0,2,1,1,35
social.polynom.me,akkoma,3.10.4,2,1,2,44
sleepless.cafe,akkoma,3.10.4-1-gebfb617b,2,1,2,30
moonlit.city,akkoma,3.10.4-1-gebfb617b,2,2,2,106
ciql.net,akkoma,3.11.0-0-ga03f3a9,2,2,2,8
awawa.cat,akkoma,3.10.4,2,2,2,878
bunny.family,akkoma,3.5.0-0-gd9508474b,2,null,null,70
pouet.yazae.eu.org,akkoma,3.11.0,2,1,2,42
pl.fanyx.xyz,akkoma,3.9.3-heads-v3-9-3,2,1,1,531
fediverse.omaramin.me,akkoma,3.10.4,2,1,1,767
