domain,application,version,users,MAU,HYAU,posts
india.goonj.xyz,mastodon,4.0.2,248,109,135,19806
cville.online,mastodon,4.2.8,247,39,118,31763
mstdn.glorificatio.org,mastodon,4.2.8,246,11,14,24006
freesocial.co,mastodon,4.1.9,245,31,58,3128
edumasto.org,mastodon,4.2.7,243,19,57,7707
mastodon.africa,mastodon,4.2.7,242,68,99,22254
pipou.academy,mastodon,4.3.0-alpha.3+glitch,241,82,101,641970
forall.social,mastodon,4.2.8,241,34,77,39787
wp-social.net,mastodon,4.2.8,241,22,32,12801
social.mindplex.ai,mastodon,4.1.1,241,46,109,1006
gomastodon.cz,mastodon,4.2.7,240,3,17,552
social.sndevs.com,mastodon,4.2.8,239,20,90,2065
mstdn.uec.tokyo,mastodon,3.1.4,239,1,10,11732
frikiverse.zone,mastodon,4.2.8,237,87,171,48520
utopia.cool,mastodon,4.2.8,237,168,228,293805
tiny.tilde.website,mastodon,4.3.0-nightly.2024-02-17-security+glitch,237,46,61,153989
mst3k.interlinked.me,mastodon,4.3.0-alpha.3+glitch,237,11,20,345736
fivem.social,mastodon,4.2.8,237,157,243,586
nemushee.net,mastodon,4.2.8,236,58,96,126617
julialang.social,mastodon,4.2.8,236,45,97,11208
norrebro.space,mastodon,4.1.13,236,57,96,45079
woof.tech,mastodon,4.1.15-3-woof,235,105,177,24775
wank.social,mastodon,4.2.7,235,182,377,54701
m.g3l.org,mastodon,4.1.15,234,37,53,182794
unnerv.jp,mastodon,3.4.6,234,235,235,1375296
paktodon.asia,mastodon,4.2.8,234,33,106,5618
gaybdsm.group,mastodon,4.0.13,234,35,98,6564
fpl.social,mastodon,4.2.7,233,45,141,13155
bagarrosphere.fr,mastodon,4.2.8,231,90,163,23604
kpop.social,mastodon,4.2.7,230,67,138,124500
mastodon.iow.social,mastodon,4.3.0-alpha.3+glitch,229,25,25,5281
gochisou.photo,mastodon,4.2.8,229,40,58,83793
minohdon.jp,mastodon,4.3.0-alpha.0+glitch,229,21,45,103767
tzcafe.com,mastodon,4.2.8,228,40,63,26776
heislandmine.work,mastodon,4.1.15,227,54,77,1383584
toot.lgbt,mastodon,4.2.7,226,66,66,91237
dataplatform.social,mastodon,4.2.8,226,47,89,9218
w3c.social,mastodon,4.2.7,224,65,158,9968
mastodon.pnpde.social,mastodon,4.2.8,224,124,185,70807
frankfurt.social,mastodon,4.2.8,223,76,127,18750
dragonchat.org,mastodon,4.2.8,223,84,145,46975
mastodon.sg,mastodon,4.2.8,222,52,125,8482
mastodon.teia.art,mastodon,4.2.8,221,30,35,15726
gainer.cloud,mastodon,4.2.7,221,44,84,2474
sn.angry.im,mastodon,4.1.13~angry,220,18,22,26537
helvede.net,mastodon,4.2.8,220,105,153,90121
bookstodon.thestorygraph.com,mastodon,4.2.6,219,25,50,3359
mastdn.social,mastodon,4.2.8,217,50,89,30168
floofy.tech,mastodon,4.3.0-alpha.3+glitch.floofy-redis-sentinel,217,63,122,30359
toot.re,mastodon,4.2.8,217,54,192,13234
towns.gay,mastodon,4.1.1,217,49,79,44138
k8s.social,mastodon,4.2.8,217,41,120,4836
kotlin.social,mastodon,4.2.7,215,25,46,696
sjtu.closed.social,mastodon,3.4.5+cs,215,7,26,674
masto.bg,mastodon,4.2.7,214,30,60,2668
musician.social,mastodon,4.2.8,214,113,209,19355
zhub.link,mastodon,4.2.7,213,43,73,98810
stage.moztodon.nonprod.webservices.mozgcp.net,mastodon,4.2.8,213,22,160,794
thepit.social,mastodon,4.2.8,212,71,109,40518
persadon.com,mastodon,4.2.8,210,30,50,103578
gamepad.club,mastodon,4.2.8,210,119,170,88905
songbird.cloud,mastodon,4.3.0-alpha.3+glitch,209,104,104,239381
cathode.church,mastodon,4.3.0-alpha.1+glitch.cathode,209,108,144,118851
forfuture.social,mastodon,4.2.5,207,28,40,5390
planetearth.social,mastodon,4.2.8,207,61,383,6133
cultur.social,mastodon,4.2.8,207,56,96,6869
mstdn.schoolidol.club,mastodon,4.2.7,205,23,25,12999
nuked.social,mastodon,3.5.10,205,5,18,626
soc.ua-fediland.de,mastodon,4.3.0-nightly.2024-02-22+glitch,204,44,66,17164
leftist.network,mastodon,4.2.7,204,27,200,45081
aana.site,mastodon,4.2.8,204,29,41,43216
clj.social,mastodon,4.2.7,203,27,113,3383
x0r.be,mastodon,4.1.13,203,44,80,35778
blackrock.city,mastodon,4.2.8,203,8,29,2536
hyan.ink,mastodon,3.4.1,203,42,69,22706
23.social,mastodon,4.2.8,202,157,210,5380
furry.energy,mastodon,4.3.0-alpha.3+glitch,201,69,139,11672
social.rebellion.global,mastodon,4.2.7,201,43,54,47209
mastodon.roflcopter.fr,mastodon,4.2.8,201,23,29,3535
cityofchicago.live,mastodon,4.2.8,200,36,60,15480
unvernunft.social,mastodon,4.2.7,200,50,101,4563
social.sunet.se,mastodon,4.2.7,197,29,71,1073
climatejustice.global,mastodon,4.2.8-stable+ff1,197,77,116,64662
foojay.social,mastodon,4.2.8,197,66,100,9611
synapse.cafe,mastodon,4.1.0+glitch,197,45,124,4574
mastodon.escepticos.es,mastodon,4.2.6,197,42,85,5439
sawakai.space,mastodon,3.4.10,197,4,7,1408
raphus.social,mastodon,4.2.8,196,53,100,14604
piipitin.fi,mastodon,4.2.7,196,61,90,63842
kabedon.space,mastodon,4.1.16,196,121,158,62976
skastodon.com,mastodon,4.2.8,195,23,85,7326
mofu.kemo.no,mastodon,4.2.8,195,31,59,21763
duk.space,mastodon,4.2.8,194,57,114,23401
penfount.social,mastodon,4.2.8,194,61,119,13742
nanobyte.cafe,mastodon,4.2.7,194,7,10,739
fursuits.online,mastodon,4.2.8,193,73,107,22249
plustodon.net,mastodon,4.2.8,193,23,41,111642
muensterland.social,mastodon,4.3.0-alpha.1+glitch,193,11,26,3367
smutlandia.com,mastodon,4.1.13,192,43,79,30094
silversword.online,mastodon,4.2.8,192,21,61,5835
mastodon.kitchen,mastodon,4.1.16,192,54,76,49363
onewilshire.la,mastodon,4.2.3,192,12,56,21312
shrike.club,mastodon,3.5.17,191,143,167,1121456
androidbook2020.keiji.io,mastodon,3.1.2,190,1,2,498
social.nofftopia.com,mastodon,4.3.0-alpha.3,189,8,38,10992
super-gay.co,mastodon,4.2.8,189,76,155,41585
unbound.social,mastodon,4.2.8,189,22,44,14593
snaggletooth.life,mastodon,4.2.8,189,43,66,221404
creators.social,mastodon,4.1.4,188,26,50,5406
mstdn.moe,mastodon,3.5.19,187,34,55,59160
stars.eroaward.com,mastodon,4.2.8,187,2,9,380
blueadair.net,mastodon,4.2.8,187,52,107,5751
mastodon.matrix.org,mastodon,4.2.8,186,9,12,8510
nicuverse.org,mastodon,4.2.8,185,35,98,2327
masto.social,mastodon,4.2.8,185,19,38,3544
mastodon.fosslife.org,mastodon,3.1.5,185,9,17,2516
social.spejset.org,mastodon,4.2.7,184,89,132,47905
denden.world,mastodon,4.3.0-alpha.2+glitch,183,112,195,28338
episcodon.net,mastodon,4.2.8,183,32,65,3215
cloudisland.nz,mastodon,4.2.7,183,131,152,260693
homoo.social,mastodon,4.1.15,179,47,69,579479
mastodon.bsd.cafe,mastodon,4.2.8,179,92,158,21132
vrcjp.hostdon.ne.jp,mastodon,4.2.8,178,31,88,4752
earpnation.social,mastodon,4.2.7,178,6,29,7412
hoosier.social,mastodon,4.2.8,177,53,105,31944
sparrow.cs.uni-magdeburg.de,mastodon,3.5.2,177,17,172,214
mastodon.slg-aachen.de,mastodon,3.5.2,177,36,76,532
no-pony.farm,mastodon,4.2.8,177,2,5,14531
wikis.world,mastodon,4.2.8,176,98,135,41581
okla.social,mastodon,4.2.8,176,24,71,6107
t.chadole.com,mastodon,4.2.8,175,32,87,47927
mstdn.superspeed-fall.com,mastodon,4.1.15,174,16,18,84695
bots.krohsnest.com,mastodon,4.2.7,174,175,175,41042
mastd.racing,mastodon,4.2.8,174,14,24,49896
nomanssky.social,mastodon,4.2.5,172,32,66,17216
eigenmagic.net,mastodon,4.2.8,172,61,77,87457
toot.bldrweb.org,mastodon,4.3.0-alpha.3+glitch,171,35,62,19022
code4lib.social,mastodon,4.2.7,171,39,61,36995
procursus.social,mastodon,4.3.0-alpha.3+glitch,171,58,197,1733
koreadon.com,mastodon,4.2.8,170,2,6,224631
mastodon.codingfield.com,mastodon,4.2.7,170,1,1,3993
mastodon.in.ua,mastodon,4.2.7,170,41,72,6871
s.ourneu.space,mastodon,4.1.2+glitch+closedsocial,170,19,53,2047
machikadon.online,mastodon,4.2.8,169,37,54,158754
medievalist.masto.host,mastodon,4.2.8,169,26,42,14718
fairmove.net,mastodon,4.2.7,169,28,73,13869
sotl.social,mastodon,4.2.8,167,18,31,2455
gamelinks007.net,mastodon,4.3.0-alpha.3+f416c62ec28e30553a180c4c7382b0496f13e336,167,31,44,293728
spojnik.works,mastodon,4.1.13,167,28,73,416
umas.social,mastodon,4.2.8,167,4,7,470
umbracocommunity.social,mastodon,4.2.8,166,100,161,7666
webperf.social,mastodon,4.2.8,166,42,78,5935
lehrerzimmer.social,mastodon,3.5.3,166,63,92,23079
darkfriend.social,mastodon,4.2.8,165,37,60,25672
comunidad.nvda.es,mastodon,4.2.8,163,81,87,30633
mastodon.floe.earth,mastodon,4.2.7,163,42,72,33267
m.lanciano.it,mastodon,4.1.15,163,24,47,7029
meta.masto.host,mastodon,4.2.8,162,20,40,56573
babyfurs.social,mastodon,4.2.7+orcas2,162,40,92,7253
zenzone.social,mastodon,4.2.8,162,46,130,837
hsnl.social,mastodon,4.3.0-alpha.3+glitch,161,69,98,11177
fim.social,mastodon,4.2.7,161,38,64,12499
hydrate.space,mastodon,4.2.7,161,19,56,674
c18.masto.host,mastodon,4.2.8,160,32,69,26463
social.bitwig.community,mastodon,4.2.8,159,33,51,12300
poliversity.it,mastodon,4.2.8,158,51,60,8628
mastoxiv.page,mastodon,4.2.8,158,150,151,854211
23.illuminati.org,mastodon,4.2.7,158,15,39,1581
quakers.social,mastodon,4.2.7,157,59,105,8464
beach.city,mastodon,4.2.7,157,40,61,274862
tacobelllabs.net,mastodon,4.2.8,155,93,117,94325
c7.io,mastodon,4.2.8,154,75,127,6814
mastodon.twictee.org,mastodon,4.2.8,154,72,150,4567
ifrit.gaia.ff14-mstdn.xyz,mastodon,4.1.4,153,7,14,13338
mcr.wtf,mastodon,4.2.8,153,25,76,15216
eggplant.social,mastodon,4.2.7,153,28,77,3083
mast.eu.org,mastodon,4.2.8,152,27,36,120671
balkan.fedive.rs,mastodon,4.0.5,152,29,57,4666
iu.social,mastodon,4.2.5,152,32,50,283
cmdr.social,mastodon,4.2.7,150,29,44,7080
cosocial.ca,mastodon,4.2.8,150,104,139,63661
verkehrswende.social,mastodon,4.2.8,150,76,107,15926
mastodon.near.social,mastodon,3.4.6,150,0,0,630
indiehackers.social,mastodon,4.2.8,149,15,39,5334
brandenburg.social,mastodon,4.2.8,148,66,101,12548
blahaj.social,mastodon,4.3.0-alpha.3,148,60,92,40434
weird.autos,mastodon,4.2.7,148,43,73,61697
wikimedia.social,mastodon,4.2.8,148,7,18,244
weirdo.network,mastodon,4.2.8,148,36,57,19042
guild.pmdcollab.org,mastodon,4.2.7,148,31,65,9935
idf.social,mastodon,4.2.8,148,26,44,18378
saptodon.org,mastodon,4.2.8,147,56,88,2281
law.builders,mastodon,4.0.7,147,36,62,184659
bzh.social,mastodon,4.2.8,146,51,100,5227
raru.re,mastodon,4.2.8,146,84,104,371584
dariox.club,mastodon,4.3.0-alpha.3+glitch,146,8,34,3769
mastodon.rpicloud.de,mastodon,4.2.7,146,22,51,768
tusk.schoollibraries.net,mastodon,4.2.8,146,3,6,2312
lsbt.me,mastodon,4.2.8,145,46,80,22765
mastodon.ktachibana.party,mastodon,4.2.7,145,37,53,52148
kinktroet.social,mastodon,4.2.8,145,23,52,3471
schleuss.online,mastodon,4.2.7,143,12,16,479262
tha.closed.social,mastodon,4.1.2+glitch+closedsocial,143,12,23,931
xn--baw-joa.social,mastodon,4.2.7,142,104,115,26468
booktoot.club,mastodon,4.2.8,142,17,25,9341
alaskan.social,mastodon,4.2.7,141,79,119,29080
musicdn.jp,mastodon,4.2.8,141,12,20,8151
rap.social,mastodon,4.1.4,141,41,112,13369
appdot.net,mastodon,4.2.8,141,74,88,199911
social.bund.de,mastodon,4.2.8,141,105,116,39594
feedbeat.me,mastodon,4.1.16,141,16,22,2557
agilealliance.social,mastodon,4.2.8,141,23,57,7207
fluttercommunity.social,mastodon,4.0.2,141,33,60,5719
fedilove.cyou,mastodon,4.2.8,140,47,66,19679
independent-media.co.uk,mastodon,4.2.8,140,25,41,13300
mastodon.cemea.org,mastodon,4.2.7,140,13,17,6105
sw-development-is.social,mastodon,4.2.7,139,30,60,7053
gamedev.lgbt,mastodon,4.2.8,139,56,83,24645
openedtech.social,mastodon,4.2.8,138,24,56,1835
rva.fyi,mastodon,4.2.8,138,26,63,4412
costodon.social,mastodon,4.2.8+costodon,137,44,84,2490
bantu.social,mastodon,4.3.0-nightly.2024-02-17+glitch,137,46,60,144905
wx.social,mastodon,4.2.7,136,20,44,12053
kurage.cc,mastodon,4.3.0-alpha.3,136,11,26,32854
fr.osm.social,mastodon,4.1.15,136,8,11,2066
m-i.im,mastodon,4.3.0-alpha.3,136,46,67,105868
wue.social,mastodon,4.2.8,136,61,90,24296
frenfiverse.net,mastodon,4.2.8,136,23,52,4863
obufalus.jp,mastodon,4.2.8,135,84,127,46447
nagoyadon.jp,mastodon,4.2.8,135,26,28,207635
monads.online,mastodon,4.3.0-alpha.1+glitch,135,83,94,3933218
yellowmustard.club,mastodon,4.2.8,134,29,48,6376
mastodon.wssmagazine.com,mastodon,4.2.8,134,29,58,6530
open3dlab.social,mastodon,4.2.8,133,16,93,1868
techpolicy.social,mastodon,4.2.8,133,37,66,16636
ibite.lol,mastodon,4.2.7,133,23,58,2369
v2br.social,mastodon,4.2.8,133,17,34,5996
nfdi.social,mastodon,4.1.16,133,65,102,6400
social.troll.academy,mastodon,4.2.8,132,14,18,20198
folksocial.org,mastodon,4.1.4,132,38,68,9511
bakedbean.xyz,mastodon,4.3.0-alpha.3+qdon.glitch,132,40,78,115766
wpbuilds.social,mastodon,4.2.8,132,24,35,5112
radiosocial.de,mastodon,4.2.8,130,62,79,25292
mstdn.mini4wd-engineer.com,mastodon,3.4.6,130,17,22,136557
indg.club,mastodon,4.1.1,130,21,39,6429
aipub.social,mastodon,4.2.7,129,33,85,6393
systemli.social,mastodon,4.2.8,129,82,115,20742
mastodon.hr,mastodon,4.3.0-alpha.0+bar,129,18,33,36896
mstdn.lalafell.org,mastodon,4.1.15,128,16,33,14427
sonomu.club,mastodon,4.2.8,128,76,97,73891
conversafiada.net,mastodon,4.2.8,128,28,48,12177
hedgehog.pub,mastodon,3.2.0,128,71,3727,3657
mstdn.lalafell.org.,mastodon,4.1.15,128,12,33,14447
mstdn.ro,mastodon,4.3.0-alpha.3+glitch,127,21,49,2987
kommunismus.social,mastodon,4.2.8,127,26,74,26284
nahe.social,mastodon,4.2.8,127,33,48,18078
oceanplayground.social,mastodon,4.3.0-alpha.3+glitch,126,26,43,47462
gaminginthe.cloud,mastodon,4.2.8,126,15,31,11892
doll.social,mastodon,4.1.0,126,8,14,19612
popindustry.org,mastodon,4.2.8,126,39,125,549253
mstdn.tamag.org,mastodon,4.0.2,125,50,62,725444
burningboard.net,mastodon,4.2.8,124,58,83,5828
craftodon.social,mastodon,4.2.8,124,28,47,7894
3dp.chat,mastodon,4.2.8,123,30,57,7328
tchafia.be,mastodon,4.2.8,123,38,60,7133
mastodon.ph,mastodon,4.2.8,123,27,46,2678
a11y.info,mastodon,4.2.8,122,33,43,11481
tu.social,mastodon,4.2.7,122,36,94,3381
fault.stsecurity.moe,mastodon,4.1.2,122,3,12,548
gamerr.cyou,mastodon,4.2.7,122,25,35,15887
pdx.sh,mastodon,4.2.7,121,15,43,3523
growers.social,mastodon,4.2.8,121,21,69,8171
maratang.life,mastodon,4.3.0-alpha.3+glitch,121,25,44,6093
swiss-chaos.social,mastodon,4.2.8,121,17,35,2229
genealogie.social,mastodon,4.2.7,121,59,135,2035
syringa.social,mastodon,4.2.7,120,31,60,19651
social.taker.fr,mastodon,4.2.8,120,10,19,12541
lbry.world,mastodon,4.1.4,120,5,10,3954
don.blognot.co,mastodon,4.2.7,120,23,43,799
verified.coop,mastodon,4.0.2,120,13,36,735
shadowverdon.info,mastodon,3.5.3,120,17,18,109058
bonequest.net,mastodon,4.2.7,119,15,34,10863
uddannelse.social,mastodon,4.2.8,119,20,30,7483
kitty.town,mastodon,4.2.8,119,24,31,123097
mcyt.cc,mastodon,4.3.0-alpha.3+glitch,119,19,41,1207
d-64.social,mastodon,4.2.8,118,49,83,16837
tty0.social,mastodon,4.2.3,118,69,85,13558
lajna.si,mastodon,4.2.8,118,26,57,2485
tiggi.es,mastodon,4.2.8,118,70,89,79754
fluffs.au,mastodon,4.1.14,118,30,68,9611
clube.social,mastodon,4.2.1,118,19,29,1569
autonomous.zone,mastodon,4.2.8,117,57,79,16735
solarpunk.moe,mastodon,4.3.0-alpha.3+glitch,117,50,81,146793
toots.nu,mastodon,4.0.2,117,48,117,8030
social.ataxya.net,mastodon,4.1.4,117,15,33,16133
mastodon.stuttgart.international,mastodon,4.1.15,117,28,75,3566
notacult.social,mastodon,4.2.7,116,30,43,26521
autistics.life,mastodon,4.2.8,115,60,91,49373
berserker.town,mastodon,4.3.0-alpha.3+glitch,115,39,70,67270
livers.jp,mastodon,4.2.8,115,3,5,2896
bytetower.social,mastodon,4.2.8,115,21,36,10634
mastodon.irex.aretex.ca,mastodon,3.3.0,115,7,33,462
xeri.irex.aretex.ca,mastodon,3.3.0,115,7,33,462
verified.mastodonmedia.xyz,mastodon,4.2.7,114,5,14,3533
mstdn.hostdon.jp,mastodon,4.2.7,114,8,10,875
mastodon.underworld.fr,mastodon,4.2.7,114,16,28,10950
gamemaking.social,mastodon,4.2.8,114,19,32,26951
cartersville.social,mastodon,4.2.0,114,18,63,610
topspicy.social,mastodon,4.2.8,113,62,77,91009
pfalz.social,mastodon,4.2.7,113,55,74,40646
die-partei.social,mastodon,4.2.8,113,42,60,133674
chillout.chat,mastodon,3.5.10+chillout.1,113,21,42,114947
red.fox.yt,mastodon,4.2.7,113,3,3,9000
muso.social,mastodon,4.1.4,113,13,29,889
mastodon.wellperns.com,mastodon,4.2.3,112,29,52,8626
unfufadoo.net,mastodon,4.3.0-alpha.3+glitch,112,91,114,39250
nbaden.club,mastodon,3.5.3,112,2,7,160
f.cz,mastodon,4.2.8,112,47,69,11035
crosstalk.tech,mastodon,4.2.7,111,54,79,7852
graeber.social,mastodon,4.2.8,111,30,64,5039
waha.work,mastodon,4.1.15,111,46,64,761412
inari.opencocon.org,mastodon,4.2.8,111,5,7,29400
august-don.site,mastodon,4.2.8,111,3,10,1062
uwu.town,mastodon,4.0.6,111,1,5,1424
klog.tw,mastodon,4.2.8,110,55,84,19033
religion.masto.host,mastodon,4.2.8,110,17,37,4784
urtier.corvi.schule,mastodon,4.2.8,110,7,18,208
elonsucks.org,mastodon,4.1.5,109,14,32,8273
mstdn.sublimer.me,mastodon,4.2.8,109,31,51,89531
social.bim.land,mastodon,4.2.7,109,26,34,14708
natter.wtf,mastodon,4.2.8,109,25,44,507686
swecyb.com,mastodon,4.2.8,108,45,125,2350
energiewende.social,mastodon,4.2.8,108,37,74,6001
avgeek.social,mastodon,4.2.8,108,23,46,5238
mstdn-jp.site,mastodon,4.2.8,108,5,5,10917
okapi.website,mastodon,3.1.3,108,438,2654,493
comics.town,mastodon,4.2.8,107,28,39,13731
mstdn.hokkaido.jp,mastodon,4.1.0,107,39,49,77296
xantronix.social,mastodon,4.2.8,107,24,63,7363
pr0mised.life,mastodon,3.1.3,107,37,51,23149
whitelakeisland.hostdon.ne.jp,mastodon,4.2.8,107,46,46,301
cosmedn.net,mastodon,4.2.8,106,26,51,2212
home.speakfree.social,mastodon,4.2.5,106,27,88,892
mistodon.cloud,mastodon,4.2.8,106,51,71,325223
sportsfeed.me,mastodon,4.2.0,106,63,67,209762
fribygda.no,mastodon,4.2.8,106,54,70,47074
du.capricom.info,mastodon,4.2.8,106,18,32,6898
lust4love.eu.org,mastodon,3.5.3,106,33,58,4907
ondergrond.org,mastodon,3.5.19,105,13,15,63526
astral.camp,mastodon,4.2.8,105,43,55,8197
bertha.social,mastodon,4.2.8,105,34,58,19452
mstdn.res.ac,mastodon,4.2.7,105,8,9,135839
fashionsocial.host,mastodon,4.2.8,105,11,31,15901
ayom.media,mastodon,4.2.7,105,44,68,23966
toot.krinetzki.de,mastodon,4.2.7,105,5,13,18964
torguard.social,mastodon,4.2.5,105,18,88,888
fediphilosophy.org,mastodon,4.1.4,104,27,56,9432
m.quaoar.xyz,mastodon,3.5.3~hello,104,31,60,21393
mastodon.bot,mastodon,4.1.11,104,49,81,197219
douban.city,mastodon,4.2.8+alphatown,104,30,35,11531
xno.social,mastodon,4.3.0-alpha.3,104,17,42,863
mastodon.mg,mastodon,4.2.8,103,53,61,11971
mastodon.chotto.moe,mastodon,4.3.0-alpha.3,103,6,6,697104
opensimsocial.com,mastodon,4.2.7,103,34,70,2579
nightcord.de,mastodon,4.2.5,103,27,53,8292
cyberpunk.lol,mastodon,4.3.0-alpha.3+glitch,103,84,114,13660
socialclub.nyc,mastodon,4.2.8,103,9,18,4420
narikiri.hostdon.ne.jp,mastodon,4.2.8,103,34,56,9124
gdcm.space,mastodon,4.2.8,103,91,106,187554
pao.moe,mastodon,4.2.8,102,6,6,31555
girldick.gay,mastodon,4.3.0-alpha.3+glitch+cat+1.0.0+nya-1.2.2,102,42,69,38025
mastodon.scop.coop,mastodon,4.2.7,102,23,37,602
blooming-land.icu,mastodon,3.5.5,102,41,65,35344
fedisabled.social,mastodon,4.2.8,101,31,46,46555
krigskunst.social,mastodon,4.2.8,101,27,60,15353
teal.social,mastodon,4.2.8,101,39,56,6176
itabashi.0j0.jp,mastodon,3.1.4,100,52,175,143389
gervtuber.de,mastodon,4.1.4,100,30,46,7318
weatherishappening.network,mastodon,4.1.4,100,25,35,84479
wptoots.social,mastodon,4.2.7,100,33,54,9284
social.masto.host,mastodon,4.2.8,100,8,11,40513
thelife.boats,mastodon,4.1.4,100,19,36,7684
masto.hitorino.tv,mastodon,4.2.8,100,6,16,385
social.y-gallery.net,mastodon,4.1.6,100,16,39,678
transportation.social,mastodon,3.5.3,99,20,46,7777
eliitin-some.fi,mastodon,4.2.8,99,57,82,169146
mastodon.fedi.bzh,mastodon,4.2.8,99,33,52,19482
magpie-1.explainablereasoning.net,mastodon,4.0.2,99,2,5,1694
infosec.space,mastodon,4.3.0-alpha.3+glitch,98,59,104,20422
aachen.social,mastodon,4.2.7,98,7,7,7641
skyhook.monster,mastodon,4.2.8,98,60,108,126190
xn--j5r817a.com,mastodon,4.2.7,97,22,55,2685
mastodon.adtension.com,mastodon,4.2.8,97,97,97,97013122
mastodon.boston,mastodon,4.2.7,97,13,30,8507
links.potsda.mn,mastodon,4.2.8,97,33,47,9269
camp.smolnet.org,mastodon,4.2.8,96,28,44,36511
frontrange.co,mastodon,4.2.7,96,28,47,69158
swingset.social,mastodon,4.2.8,96,17,30,17808
md.ilyamikcoder.com,mastodon,4.3.0-alpha.3+chuckya,96,29,51,40339
rhabarberbarbara.bar,mastodon,3.5.19,96,41,52,112018
subculture.chat,mastodon,4.3.0-alpha.0,96,17,23,1825
press.coop,mastodon,4.0.2,95,0,1,27885
insoumis.social,mastodon,4.2.7,95,6,6,4753
squawk.social,mastodon,4.2.7,95,37,60,26874
vacatureforum.nl,mastodon,4.2.8,95,81,95,1234
vapers.jp,mastodon,4.2.7,94,30,30,298070
social.apreslanu.it,mastodon,4.2.7,94,8,11,15180
noods.fun,mastodon,4.2.7,94,27,55,10728
theexpan.se,mastodon,4.2.8,94,7,15,758
msdyn365bc.social,mastodon,4.2.8,94,17,34,614
social.moment.at,mastodon,4.2.8,94,12,40,1396
supernatural.fans,mastodon,4.2.7,93,17,35,17542
b612.me,mastodon,4.3.0-alpha.3+~b612+glitch,93,27,41,73344
0x3c.pl,mastodon,4.0.15,93,9,9,2865
mastodon.mx,mastodon,4.2.8,93,16,38,1698
gayfr.social,mastodon,4.2.8,93,43,73,39707
don.linxx.net,mastodon,4.2.8,93,43,73,46616
b612.icu,mastodon,4.3.0-alpha.3+~b612+glitch,93,27,40,73387
nutmeg.social,mastodon,4.1.4,92,17,33,30304
electroverse.tech,mastodon,4.1.9,92,48,64,11313
rheinhessen.social,mastodon,4.2.8,92,36,73,23407
meow.lgbt,mastodon,4.1.4+glitch+cat+1.0.0,92,31,55,6348
eattherich.club,mastodon,4.2.8,92,27,41,16934
trekkies.social,mastodon,4.2.8,92,25,36,10672
leipzig.town,mastodon,4.2.8,92,31,44,4857
m6n.io,mastodon,4.2.8,92,12,21,11709
tweetrex.co.uk,mastodon,3.3.0,92,3,13,1654
wokka.be,mastodon,4.2.8,92,10,18,7591
social.kharkiv.dcomm.net.ua,mastodon,4.2.8,92,20,38,6194
nso.group,mastodon,4.2.8,91,32,64,2695
pgh.social,mastodon,4.2.8,91,30,45,12440
syndicat.solidaires.org,mastodon,4.1.13,91,34,51,16771
blacksun.social,mastodon,4.2.1,91,8,27,18125
airpollution.science,mastodon,4.2.8,91,5,20,1592
mstdn.penguinhub.org,mastodon,4.2.8,91,33,78,3016
furries.init.engineer,mastodon,4.2.7,91,13,24,888
homeless.group,mastodon,3.0.1,91,3,151,225
a11y.social,mastodon,4.1.4,90,18,37,2160
enshittification.social,mastodon,4.2.5,90,33,98,555
netzkms.de,mastodon,4.1.13,90,32,49,13089
mastodon.medica.im,mastodon,4.1.15,90,18,31,2627
ellis.social,mastodon,4.1.5,90,16,16,2367
wspanialy.eu,mastodon,4.2.8,90,53,92,17091
iaccessibility.social,mastodon,4.2.8,90,32,56,12580
toot.shoes,mastodon,4.2.7,90,3,11,361
recsys.social,mastodon,4.2.8,89,11,24,10534
samenet.social,mastodon,4.1.0,88,19,45,12321
drizzle-damp.net,mastodon,4.2.8,88,61,68,336574
handmade.social,mastodon,4.2.8,88,37,49,3637
squabble.org,mastodon,4.1.7,88,24,38,3556
mstdn.nijist.info,mastodon,4.1.5,88,36,73,4450
restraint.social,mastodon,4.2.8,88,16,35,1620
apotheke.social,mastodon,4.1.13,88,5,37,27484
river.group.lt,mastodon,4.2.8,87,39,57,26065
systerserver.town,mastodon,4.2.7,87,41,41,19556
roleplayers.bub.org,mastodon,4.2.7,87,6,11,24096
mastodon.thirring.org,mastodon,4.2.7,87,44,61,65769
gorone.xyz,mastodon,4.2.8,87,38,44,410211
squeak.social,mastodon,4.2.7,87,17,48,1300
liberal.lgbt,mastodon,4.2.8,87,10,17,5689
retrochat.online,mastodon,4.2.8,86,29,47,16879
krpgpub.net,mastodon,4.3.0-alpha.0+glitch,86,26,36,21025
waag.social,mastodon,4.2.8,86,29,38,13578
screencastsonline.social,mastodon,4.2.8,86,25,46,906
kamu.social,mastodon,4.2.8,85,27,48,16751
social.ds106.us,mastodon,4.2.7,85,53,67,21523
blobfox.coffee,mastodon,4.3.0-alpha.3+glitch+blobfox,85,41,63,19027
mastodon.earth,mastodon,4.2.8,85,12,17,5438
appellate.social,mastodon,4.2.8,85,5,24,1753
soc.gsg.live,mastodon,4.2.7,85,21,40,13655
music-social.com,mastodon,4.2.8,85,85,85,2407
modalnode.club,mastodon,3.5.3,85,1,1,694
mstdn.hokkaidosm.net,mastodon,4.1.4,85,73,75,406488
mas.whippy.kr,mastodon,4.2.1+whippyEdition,85,35,139,14161
voi.social,mastodon,4.2.7,84,15,25,5048
cutie.city,mastodon,4.1.3+glitch+cutiecity,84,48,76,92367
