domain,application,version,users,MAU,HYAU,posts
relay-new.activitypub.ca,activityrelay,0.0.1,1,null,null,0
blob.cat,akkoma,3.10.4-0-gf5134be53-blob,1839,146,296,587546
pleroma.noellabo.jp,akkoma,3.10.4-607-g88021a96-noeroma,1580,47,87,26161
fe.disroot.org,akkoma,3.10.4-0-gebfb617,1572,330,785,27553
fedi.absturztau.be,akkoma,3.10.3-212-g6cc523bd-develop,1373,102,222,854698
genserver.social,akkoma,3.10.3-0-gc887dd4,987,119,333,5943
cdrom.tokyo,akkoma,3.9.3-28-g9d7c877d,952,120,309,120635
outerheaven.club,akkoma,3.10.3-0-g43c5fd5,788,97,167,461638
miraiverse.xyz,akkoma,3.10.4-0-gebfb617,736,139,333,47614
akkoma.mercurywork.shop,akkoma,3.10.4-0-gebfb617,393,31,133,2436
nixnet.social,akkoma,3.10.2-0-gba1ed37,330,59,121,30227
pl.nudie.social,akkoma,3.10.3-194-g43c5fd5d,321,42,82,1844
pleroma.envs.net,akkoma,3.10.4-0-g0af8e93,235,50,97,23236
detroitriotcity.com,akkoma,3.10.4-0-gebfb617,225,52,145,71156
freespeech.group,akkoma,3.10.4-0-gebfb617,202,5,7,36085
seafoam.space,akkoma,3.10.4-0-gebfb617,164,51,83,35417
mycrowd.ca,akkoma,3.10.4-1-gebfb617b,150,23,49,77158
akko.disqordia.space,akkoma,3.9.3,146,36,74,180603
headpat.cafe,akkoma,3.10.4-0-g0af8e93,129,20,52,902
akko.wtf,akkoma,3.10.3-261-g52be6665-akko-wtf,114,65,88,133005
froth.zone,akkoma,3.10.2-2212-g0d59cb6c-froth-akkoma,113,6,11,109890
oddballs.online,akkoma,3.10.4-0-gebfb617,108,90,124,8715
ak.vern.cc,akkoma,3.9.3,102,9,18,5126
landofkittens.social,akkoma,3.10.3-200-g5c164028-develop,97,11,22,58692
decept.org,akkoma,3.9.3-0-g9d7c877,93,19,30,13758
bdx.town,akkoma,3.9.3-0-g80519fe,87,38,82,20339
donotsta.re,akkoma,3.10.4-0-gebfb617,80,30,46,12432
monk.ey.business,akkoma,3.10.4-1-gebfb617b,75,43,80,22477
bunbers.org,akkoma,3.9.3-28-g9d7c877d-akkoma,71,8,23,849
social.kernel.org,akkoma,3.10.3,70,47,53,10528
ihatebeinga.live,akkoma,3.10.3-250-g6be84235-develop,69,14,21,289997
moth.zone,akkoma,3.10.2-0-gba1ed37,67,32,46,41703
crimew.gay,akkoma,3.10.3-200-g5c164028-develop,58,36,49,75310
shota.house,akkoma,3.10.3,54,18,28,145954
brain.worm.pink,akkoma,3.10.4-3-g8660dcae,53,24,41,16848
0w0.is,akkoma,3.10.4-1-gebfb617b,51,41,53,225514
social.translunar.academy,akkoma,3.9.3-0-g9d7c877,51,41,55,96405
akko.unix.dog,akkoma,3.10.4,49,17,30,11640
awoo.fai.st,akkoma,3.10.4-0-gebfb617,48,14,20,16555
labyrinth.zone,akkoma,3.10.4-1-gebfb617b,45,41,43,17764
kowelenz.social,akkoma,3.9.3-0-g9d7c877,45,9,13,8950
foxy.social,akkoma,3.9.3-0-g30b9e626f-main,42,7,19,221
ak.kawen.space,akkoma,3.10.3-0-g98f0820-develop,39,21,27,56599
woem.space,akkoma,3.10.4-0-gebfb617,39,29,37,79082
pl.m0e.space,akkoma,3.10.4-1-gebfb617b,37,12,18,4869
gosuslugi.social,akkoma,3.8.0,36,6,10,202
suya.place,akkoma,3.10.4-4-g74f94627-suyaplace,35,25,33,25948
nya.house,akkoma,3.10.4-2-g47aab34e-nya,33,3,4,851
otp.akkoma.dev,akkoma,3.10.4-0-g0af8e93,32,1,4,169
iscute.moe,akkoma,3.10.4,31,9,10,140856
lit.tlespace.xyz,akkoma,3.10.4-1-gebfb617b,29,26,30,7252
breastmilk.club,akkoma,3.7.1-205-g82c1b7d4-akroma,28,14,20,84914
norwoodzero.net,akkoma,3.10.2-0-gba1ed37,27,19,22,18688
pinksheep.org,akkoma,3.10.4-0-gebfb617,27,4,8,480
uchu-teien.com,akkoma,3.10.4,27,15,23,8558
chai.kibbutz.gay,akkoma,3.10.4-0-gebfb617,26,20,34,7198
pr.shc.kanagawa.jp,akkoma,3.10.4-6-g534841dd-heads-v3-10-4,26,3,6,2439
void.lgbt,akkoma,3.10.3-0-g43c5fd5,26,23,26,15695
aa.nikola.love,akkoma,3.10.4-1-gebfb617b,25,9,28,2229
pleroma.chillout.chat,akkoma,3.7.1,23,null,null,385
tailswish.industries,akkoma,3.10.4-2-gde9afa1f-tailswish,23,11,13,14071
uoh.cx,akkoma,3.10.4-1-gebfb617b,23,5,5,1348
blobfox.es,akkoma,3.10.4-1658-gfddc90ec-fox,22,5,12,1183
ng.cathoderay.tube,akkoma,3.10.4-0-gebfb617,22,13,15,4315
netzsphaere.xyz,akkoma,3.10.3-0-gc887dd4,21,5,7,107954
sweet.succubi.services,akkoma,3.10.4,21,0,3,972
social.milhousfamily.com,akkoma,3.8.0,21,9,12,90
pleroma.viridianpatriots.com,akkoma,3.10.3-0-g98f0820-develop,21,5,8,13036
myfriendsare.gay,akkoma,3.9.3,20,3,8,6269
kongwoo.icu,akkoma,3.9.3-0-g9d7c877,20,4,8,7185
fedi.nano.lgbt,akkoma,3.10.4-1-gebfb617b,20,18,22,12228
haxe.social,akkoma,3.8.0,20,2,5,27
is.badat.dev,akkoma,3.10.3-212-g6cc523bd-develop,19,6,6,40144
midnight.delivery,akkoma,3.7.1-0-gfef4bae,19,null,null,878
fedi.skladka.net,akkoma,3.5.0-0-gd9508474b,19,null,null,1797
xyzzy.link,akkoma,3.10.3-201-gc8e08e9c-develop,19,8,12,27980
akkoma.cryptoschizo.club,akkoma,3.10.4-0-gebfb617,19,6,22,1993
fedi.friendzone.lol,akkoma,3.10.4-1-gebfb617b,19,6,23,3633
flyingbattery.zone,akkoma,3.10.4-1-gebfb617b,19,15,15,358
infinitychuu.xyz,akkoma,3.10.4-0-gebfb617,19,18,18,603
neet.social,akkoma,3.10.4,18,6,23,860
cofe.rocks,akkoma,3.10.3-197-g98f0820c-sn0w+PE,18,4,5,4236
larkspur.one,akkoma,3.10.3-221-g6fb91d79-develop,16,7,9,3096
toot.hackrc.dev,akkoma,3.10.3-203-gd1af78ab-develop,16,2,3,943
shrine.moe,akkoma,3.10.4,15,11,16,9494
ilja.space,akkoma,3.10.4,15,7,7,15326
magic.win,akkoma,3.7.1-0-gfef4bae,15,null,null,80
novo-atlantis.null.media,akkoma,3.9.3,15,5,11,1657
social.qunn.eu,akkoma,3.10.4-0-gebfb617,14,6,8,674
fedi.getimiskon.xyz,akkoma,3.10.3-221-g6fb91d79-develop,13,9,10,17855
fedi.astrid.tech,akkoma,3.8.0,13,7,9,47741
social.owotel.com,akkoma,3.9.3,13,4,7,146
cockandballtortu.re,akkoma,3.9.3+dev,13,2,5,373
fedi.seriousbusiness.international,akkoma,3.9.3-0-g9d7c877,13,7,10,5307
allies.rocks,akkoma,3.10.4-0-gebfb617,13,6,11,530
wenxi.link,akkoma,3.10.4-0-gebfb617,13,2,11,27
buff.tomboyfan.club,akkoma,3.10.4-1-gebfb617b,12,7,9,5742
soc.noob.quest,akkoma,3.10.4,12,7,10,5502
bv.umbrellix.org,akkoma,3.4.0-117-gde1bbc02,12,null,null,10944
strelizia.net,akkoma,3.10.3-1547-g0ee880a1-akkoma,12,6,9,118123
akko.chir.rs,akkoma,3.10.3,12,6,7,10586
fedi.reimu.info,akkoma,3.10.3-212-g6cc523bd-develop,12,8,8,8770
s.awoo.dev,akkoma,3.10.4-0-gebfb617,12,3,8,1010
mar.archipielago.uno,akkoma,3.10.4,12,10,11,1266
akko.elysium.gay,akkoma,3.10.4-0-gebfb617,12,11,12,511
nyan.network,akkoma,3.10.3-202-g1b838627-1-CI-COMMIT-TAG---,11,6,8,4225
pl.comofas.org,akkoma,3.9.3-2-gfb8081e1-develop,11,2,5,68
a.jerl.zone,akkoma,3.7.1-0-gfef4bae,11,null,null,132
breakdown.moe,akkoma,3.9.3-0-g9d7c877,11,1,6,50
agda.club,akkoma,3.10.4-0-gebfb617,11,5,7,142
meow.church,akkoma,3.10.3-0-g43c5fd5,10,7,11,231
fedi.criminallycute.fi,akkoma,3.10.3-257-g755c75d8-develop,10,8,11,6809
fedi.bapril.pl,akkoma,3.10.4,10,8,9,2208
is.slonk.ing,akkoma,3.10.4-1-gebfb617b,10,7,11,47
antani.pm,akkoma,3.10.3-221-g6fb91d79-develop,10,6,7,4367
social.rjp.is,akkoma,3.10.3-229-ge97d08ee-develop,10,7,8,32550
wired.icu,akkoma,3.10.4-0-gebfb617,10,8,10,67
fyrfli.social,akkoma,3.10.4-1-gebfb617b,9,5,8,1040
brotka.st,akkoma,3.10.4-0-gebfb617,9,6,6,48061
snack.social,akkoma,3.3.1,9,null,null,12526
3v.is,akkoma,3.10.2,9,5,8,344
blimey.social,akkoma,3.10.4-0-gebfb617,9,3,8,1772
ak.zweitekassabitte.jetzt,akkoma,3.10.4-2-g5d8ea16c-zkb,9,3,8,4443
mastodon.nove.team,akkoma,3.10.4-1-gebfb617b,9,7,12,1094
um.lugarzinho.top,akkoma,3.10.4,9,3,3,998
relay.blimey.social,akkoma,3.10.4-0-gebfb617,9,3,4,1766
fedi.worf.win,akkoma,3.10.4-1-gebfb617b,8,2,4,372
free.gaycatgirl.sex,akkoma,3.9.3-28-g9d7c877d,8,6,7,4034
social.nauk.io,akkoma,3.10.4-0-g0af8e93,8,3,3,1146
trans.enby.town,akkoma,3.10.2-158-g59af68c6-develop,8,4,8,33801
nerdfight.online,akkoma,3.9.3-0-g9d7c877,8,6,6,5999
hasthebig.gay,akkoma,3.10.4-1-gebfb617b,8,3,5,90
p.girlc.at,akkoma,3.10.4-1-gebfb617b,8,6,7,7615
ack.nerdfight.online,akkoma,3.9.3-0-g9d7c877,8,6,6,6007
club.ctrlist.org,akkoma,3.10.4,8,7,7,251
telex.disinfo.zone,akkoma,3.10.4,8,2,4,400
satania.social,akkoma,3.10.3-250-ge8e48b2b-develop,8,6,7,519
transwo.men,akkoma,3.10.4-1-gebfb617b,8,6,6,86
miku.place,akkoma,3.10.4-0-gebfb617,7,6,7,921
introvert.social,akkoma,3.10.4-0-gebfb617,7,1,2,899
local.abtmtr.link,akkoma,3.10.4-0-gebfb617,7,6,8,1215
turtleisland.rocks,akkoma,3.10.4-0-gebfb617,7,2,6,19
rail.siberia.work,akkoma,3.5.0-0-g20a652841-hostdon-akkoma-latest,7,null,null,4295
amble.quest,akkoma,3.10.4,7,5,7,1184
akkoremaji.club,akkoma,3.10.4-0-gebfb617,7,4,7,3454
fedi.kemonomimi.gay,akkoma,3.10.4,7,5,10,2236
wiir.libtar.de,akkoma,3.10.4,7,3,4,5480
gamerfort.social,akkoma,3.10.4-0-gebfb617,7,2,2,303
fedi.sernik.tech,akkoma,3.10.4-1-gebfb617b,7,2,7,1381
raccoon.cafe,akkoma,3.10.4-0-gebfb617,7,3,4,1225
bcn.fedi.cat,akkoma,3.10.4-0-gebfb617,7,6,6,2251
neuro.cooking,akkoma,3.5.0-0-g63f2d1cbe,7,null,null,421
curiouscabbit.social,akkoma,3.10.4,7,2,7,85
fedi.tilde.green,akkoma,3.10.4,7,3,4,103
otlab.dev,akkoma,3.9.3,7,6,6,406
inoot.net,akkoma,3.10.4-1-gebfb617b,7,3,6,208
social.goatzone.net,akkoma,3.10.2,7,1,7,132
akko.cuddlegirls.cafe,akkoma,3.10.4-3-gd5d6e14f,7,5,8,7849
idealists.su,akkoma,3.10.4-1-gebfb617b,7,4,6,80
zy.gy,akkoma,3.10.4-3-g06971423-yf,6,3,5,4787
people.unfoo.net,akkoma,3.10.4,6,1,2,54
akkoma.nl,akkoma,3.10.4-0-gebfb617,6,4,4,69
asphodel.rip,akkoma,3.10.4,6,4,6,1133
computering.pro,akkoma,3.10.4-0-gebfb617,6,1,3,169
our-town.social,akkoma,3.10.4,6,2,3,302
snake.cool,akkoma,3.9.3-28-g9d7c877d,6,1,5,56
a.lufimianet.jp,akkoma,3.5.0-0-g20a652841-hostdon-akkoma-latest,6,null,null,1995
kayii.goe.land,akkoma,3.10.3,6,1,1,1087
snipetteville.in,akkoma,3.7.1-0-gfef4bae,6,null,null,406
idiomdrottning.org,akkoma,3.10.4-1-gebfb617b,6,3,3,15750
ak.kyaruc.moe,akkoma,3.4.0-0-gf91b89673,6,null,null,65083
social.raccoon.college,akkoma,3.9.3-0-g9d7c877,6,2,3,101
raki.club,akkoma,3.10.4-0-gebfb617,6,1,3,460
soc.hyena.network,akkoma,3.8.0,6,1,1,173
akkoma.flyerdonut.net,akkoma,3.10.4-1-gebfb617b,6,6,7,19418
fops.cloud,akkoma,3.10.4-0-gebfb617,6,6,6,5742
akk2.eniehack.net,akkoma,3.10.4-0-gebfb617,6,5,6,410
spinny.city,akkoma,3.10.4-1-gebfb617b,6,4,8,1507
femdom.solutions,akkoma,3.10.4,6,4,4,2420
oopsall.gay,akkoma,3.10.4-1-gebfb617b,6,4,5,1207
a.tela.moe,akkoma,3.9.3-28-g9d7c877d,6,3,5,14118
ikbenpiraat.nl,akkoma,3.10.4-0-gebfb617,6,2,6,82
social.busterboys.net,akkoma,3.10.2,6,2,4,26
brettvormkopf.de,akkoma,3.10.4,6,2,3,253
lottia.net,akkoma,3.10.3,6,6,8,2766
fedi.joeydrew.studio,akkoma,3.10.4-0-gebfb617,6,2,5,767
akko.lea.moe,akkoma,3.10.4,6,2,3,11
santadog.social,akkoma,3.9.3-0-g9d7c877,6,4,4,162
social.wedistribute.org,akkoma,3.8.0,6,5,5,248
nerdcore.social,akkoma,3.10.4,5,1,1,9
final.town,akkoma,3.10.4-0-g0af8e93,5,4,5,3217
social.baradoz.cloud,akkoma,3.10.4,5,2,4,1236
pleroma.otter.sh,akkoma,3.5.0-12-g63f2d1cb,5,null,null,57092
akkoma.ascyltos.social,akkoma,3.10.4,5,4,4,65
social.techn1k.de,akkoma,3.10.4-0-gebfb617,5,3,5,141
tirnanog.space,akkoma,3.10.4,5,5,5,5710
life.starly.blue,akkoma,3.10.3-0-g43c5fd5,5,3,5,685
sns.minovsky.space,akkoma,3.10.2-158-g59af68c6-develop,5,3,5,10549
pleroma.neuromante.net,akkoma,3.10.4-1-gebfb617b,5,1,2,6967
p.umbriel.fr,akkoma,3.10.4-1-gebfb617b,5,1,1,70357
pythonplayer123.xyz,akkoma,3.9.3-28-g9d7c877d,5,1,3,47
akko.remorse.us,akkoma,3.5.0-14-gd9508474,5,null,null,175
vyos.social,akkoma,3.10.4,5,3,4,1186
phantomthieves.net,akkoma,3.9.3-28-g9d7c877d,5,3,5,961
fedi.fourhappylions.com,akkoma,3.10.4,5,2,3,642
akkoma-test.hiwaga.tech,akkoma,3.5.0-0-gd9508474b,5,null,null,61
beep.flawbee.net,akkoma,3.10.3-197-g98f0820c-develop,5,4,5,553
social.alemi.dev,akkoma,3.10.4-1-gebfb617b,5,3,4,469
meowing.online,akkoma,3.3.1-0-gc6043c9ee-main,5,null,null,430
akkoma.tbqdrn.de,akkoma,3.10.3,5,2,4,225
cocaine.moe,akkoma,2.5.2-0-gf91903566-develop,5,null,null,5508
r.oblox.gay,akkoma,3.9.3-28-g9d7c877d,5,1,2,264
akko.floofy.city,akkoma,3.10.4-1-gebfb617b,5,5,5,108
social.anthropi.st,akkoma,3.10.4-1-gebfb617b,5,6,6,1366
social.unitoo.it,akkoma,3.10.4-1-gebfb617b,4,2,2,726
ostfrie.se,akkoma,3.10.2-0-gba1ed37,4,3,4,849
kneel.before.dog,akkoma,3.10.4,4,2,2,997
akkoma.sandhill.social,akkoma,3.7.1-0-gfef4bae,4,null,null,603
pl.inu.is,akkoma,3.9.3-28-g9d7c877d,4,2,3,76
pleroma.chaoswit.ch,akkoma,3.10.4,4,4,4,2974
social.vlhl.dev,akkoma,3.9.3-0-g9d7c877,4,2,4,5539
gay.lesaoras.xyz,akkoma,3.10.4,4,3,3,4846
social.rhumbs.fr,akkoma,3.8.0,4,4,4,780
aposimz.net,akkoma,3.10.4-0-gebfb617,4,0,2,0
galaxians.garden,akkoma,3.10.4-1-gebfb617b,4,2,4,784
akkoma.flitpix.net,akkoma,3.10.4-1-gebfb617b,4,2,4,554
pl.dira.cc,akkoma,3.9.3-0-g7e45343-develop,4,1,2,3822
social.chaos.koeln,akkoma,3.10.4-606-g1063b7da-develop,4,1,1,119
va-11-hall-a.cafe,akkoma,3.10.3,4,3,3,15297
pleroma.elinvention.ovh,akkoma,3.10.4,4,4,5,1830
akkoma.miaowi.ng,akkoma,3.10.2-0-gba1ed37,4,3,4,615
universe.feliver.se,akkoma,3.10.2,4,3,3,4397
social.bakdos.de,akkoma,3.9.3,4,2,4,49
zia.io,akkoma,3.10.3-212-g6cc523bd-develop,4,1,1,235
ak.cute.rest,akkoma,3.10.4,4,3,4,132
turbotime.turboteam.xyz,akkoma,3.10.3,4,1,2,372
akkoma.social.raku.party,akkoma,3.9.3-0-g9d7c877,4,2,2,20
typhy.club,akkoma,3.10.2-0-gba1ed37,4,2,4,247
deepspace.cafe,akkoma,3.10.4-0-gebfb617,4,3,3,45
hi.nighten.fr,akkoma,3.10.4-0-gebfb617,4,3,4,282
fediverse.lavcorps.xyz,akkoma,3.10.4-1-gebfb617b,4,1,4,7
social.nihil.gay,akkoma,3.10.4-1-gebfb617b,4,4,4,1341
f.openbdsm.org,akkoma,3.10.3-221-g6fb91d79-develop,4,3,4,6
rat.social,akkoma,3.10.4-1-gebfb617b,4,2,4,0
taffytavern.com,akkoma,3.10.4-1-gebfb617b,4,5,5,23
fediverse.elbehnon.de,akkoma,3.10.4-1-gebfb617b,4,3,3,11
yap.bls.ooo,akkoma,3.9.3-0-g9d7c877,4,2,3,200
social.ragol.org,akkoma,3.10.4-0-gebfb617,4,3,3,242
slimegirl.social,akkoma,3.10.4-1-gebfb617b,3,3,3,1779
awawa.club,akkoma,3.10.4-1-gebfb617b,3,3,3,427
akkoma.thesandbox.net,akkoma,3.9.3,3,2,2,869
ak.lavenderfield.xyz,akkoma,3.10.4-1-gebfb617b,3,3,4,394
social.minbash.de,akkoma,3.10.4,3,1,2,31
akkos.fritu.re,akkoma,3.10.4-5-gebfb617b,3,1,1,1946
fuzzyroots.net,akkoma,3.9.3-0-g9d7c877,3,2,4,684
social.violetmillie.me,akkoma,3.10.4,3,3,3,480
t.joeldebruijn.nl,akkoma,3.10.3-0-g43c5fd5,3,2,2,751
social.zell-mbc.com,akkoma,3.10.4,3,1,1,158
castoranxieux.ca,akkoma,3.10.3,3,1,1,137
remolino.town,akkoma,3.10.4-0-gebfb617,3,2,3,174
fedi.u2p.net,akkoma,3.10.4,3,2,3,1
social.ventora.net,akkoma,3.10.4-0-gebfb617,3,2,4,173
sapphic.engineer,akkoma,3.10.4,3,2,5,3990
akko.lightnovel-dungeon.de,akkoma,3.10.4-1-gebfb617b,3,2,5,1541
tinylad.social,akkoma,3.9.3-0-g9d7c877,3,1,2,245
fedi.aap.my.id,akkoma,3.10.5+spirit,3,1,3,43
akm.longyap.name.my,akkoma,3.6.0,3,null,null,5928
toot.j3b.in,akkoma,3.9.3-0-g9d7c877,3,0,2,73
akkoma.xn--pikabl-0xa.se,akkoma,3.10.4,3,2,2,252
unstable.solutions,akkoma,3.10.4-1-gebfb617b,3,3,3,1735
notes.whatthefuck.computer,akkoma,3.10.4,3,3,3,2970
a.farook.org,akkoma,3.9.3-0-g9d7c877,3,2,2,1577
distraction.party,akkoma,3.10.4-170-gf5d0c4c0,3,1,1,2396
cerulean.ink,akkoma,3.10.4-1-gebfb617b,3,3,3,679
couch.beerriot.com,akkoma,3.10.4-1-ga4c15863-no-fetch-with-local-limit-3-10-4,3,2,2,540
t.hermine.in,akkoma,3.10.4-0-gebfb617,3,1,2,503
lausitz.social,akkoma,3.8.0-0-gccae7ef,3,1,1,0
nolineage.com,akkoma,3.9.3-0-g9d7c877,3,1,1,3184
silvernight.social,akkoma,3.10.4-1-gebfb617b,3,1,1,5742
social.metakaos.space,akkoma,3.3.1-0-gaf90a4e51,3,null,null,323
soc.haj.gay,akkoma,3.9.2-0-g39a878f,3,2,3,357
transient.garden,akkoma,3.3.1-0-gc0eecb55b-develop,3,null,null,3
fedi.quiet.horse,akkoma,3.10.4-1-gebfb617b,3,2,4,2705
outmo.de,akkoma,3.10.4,3,2,2,355
ambrosia.cafe,akkoma,3.9.3-0-g9d7c877,3,2,2,732
social.matchu.dev,akkoma,3.9.3-0-g9d7c877,3,1,1,1001
akkoma.chez.chat,akkoma,3.5.0-26-g54fdf3a5,3,null,null,468
social.notandy.de,akkoma,3.10.4-0-gebfb617,3,2,2,0
a.soopy.moe,akkoma,3.10.4,3,1,1,62
social.brokaw.org,akkoma,3.9.3-0-g9d7c877,3,0,1,9
pouet.quebec,akkoma,3.8.0,3,1,1,6
akm.worldc.one,akkoma,3.10.4-1-gebfb617b,3,2,2,187
ak.gensokyo.shop,akkoma,3.10.4-1-gebfb617b,3,3,4,1129
fedi.timstrutzi.at,akkoma,3.9.3-28-g9d7c877d,3,3,3,0
stoner.cafe,akkoma,3.10.4-0-g0af8e93,3,3,4,28
fedi.splatoon3.ink,akkoma,3.7.1,3,null,null,8804
demons.social,akkoma,3.10.4-0-gebfb617,3,2,3,17
yap.nishy.fr,akkoma,3.10.4-1-gebfb617b,3,0,2,2
rebel.iero.org,akkoma,3.10.4-0-gebfb617,3,2,3,91
soc.kouett.net.eu.org,akkoma,3.9.3-0-g9d7c877,3,3,3,15480
fedi.system64.dev,akkoma,3.10.4-0-gebfb617,3,3,3,537
bemrose.social,akkoma,3.10.4-1-gebfb617b,3,2,2,20
ple.rorea.moe,akkoma,3.3.1,3,null,null,0
fedi.aria.dog,akkoma,3.10.3-0-g43c5fd5,3,2,3,5396
social.blipdrifter.com,akkoma,3.9.3-28-g9d7c877d,3,2,2,312
lotor.network,akkoma,3.8.0,3,2,2,5311
akko.erincandescent.net,akkoma,3.10.4-0-gebfb617,3,3,3,266
ak.kabukimono.top,akkoma,3.10.4-1-gebfb617b,2,1,2,318
fedi.dav1d.xyz,akkoma,3.10.4-0-gebfb617,2,3,3,1374
social.thetransagenda.gay,akkoma,3.10.4-0-gebfb617,2,2,2,1985
akko.spla.tech,akkoma,3.10.4,2,1,1,2
tuxz.one,akkoma,3.10.3,2,0,1,981
fedi.nlpagan.net,akkoma,3.10.4-1-gebfb617b,2,1,2,3309
fedi.itepechi.me,akkoma,3.10.3+bnakkoma,2,2,3,61
opayq.social,akkoma,3.8.0,2,1,2,49
agora.echelon.pl,akkoma,3.10.3,2,1,1,10424
avery.garden,akkoma,3.10.4,2,1,2,1796
akkoma.becutewith.me,akkoma,3.10.4-1-gebfb617b,2,2,2,55
dlx.pink,akkoma,3.10.4-1-gebfb617b,2,2,2,51
fedi.triodug.com,akkoma,3.9.3-0-g9d7c877,2,1,1,3267
pleroma.frickalou.com,akkoma,3.10.4-1-gebfb617b,2,1,1,21
cantina.tatooine.space,akkoma,3.9.0-0-g9a8373a,2,1,2,659
elezen.club,akkoma,3.9.3-0-g9d7c877,2,1,1,53
rapidsloth.xyz,akkoma,3.10.3-162-ge7788f3c-develop,2,1,2,1
nocte.0am.jp,akkoma,3.10.4-0-gebfb617,2,1,2,676
akm.hora.win,akkoma,3.10.4-1-gebfb617b,2,2,2,967
toepi.moe,akkoma,3.10.2,2,1,1,1352
social.khromatic-myst.com,akkoma,3.9.3-28-g9d7c877d,2,1,1,404
kyou.social,akkoma,3.5.0-0-gd9508474b,2,null,null,12715
ak.suzu-ya.info,akkoma,3.10.2-0-gba1ed37,2,1,2,9760
masktodon.social,akkoma,3.10.3-0-g43c5fd5,2,1,1,11
social.shadowfacts.net,akkoma,3.10.2,2,2,2,16729
hollypop.xyz,akkoma,3.10.4-1-gebfb617b,2,1,4,336
omemoji.net,akkoma,3.10.4-0-gebfb617,2,1,2,161
bunnyanarchy.org,akkoma,3.10.4,2,2,2,2993
soc.feditime.com,akkoma,3.10.4,2,1,2,457
soc.7thmagic.net,akkoma,3.10.3-221-g6fb91d79-develop,2,2,2,2027
fedi.konsolenknecht.de,akkoma,3.10.4-0-gebfb617,2,2,2,4
microbe.vital.org.nz,akkoma,3.10.3-0-gc887dd4,2,1,1,2602
void.0x0a.de,akkoma,3.10.4-1-gebfb617b,2,1,1,268
enby.army,akkoma,3.10.4-1-gebfb617b,2,1,3,10
tyt.maanebedotten.no,akkoma,3.9.3-0-g9d7c877,2,1,1,474
micro.shitpost.blog,akkoma,3.4.0-0-gf91b89673,2,null,null,302
fedi.lamer-ethos.site,akkoma,3.9.3-0-g9d7c877,2,1,2,1262
thepage.house,akkoma,3.10.4-0-gebfb617,2,1,2,1645
meta.jorun.dev,akkoma,3.10.4-1-gebfb617b,2,2,2,739
lug.sh,akkoma,3.10.4,2,2,2,3
fedi.circuitlocution.com,akkoma,3.10.4,2,1,1,681
isnot.online,akkoma,3.9.2,2,1,1,178
teslam.in,akkoma,3.10.4-1-gebfb617b,2,1,1,2002
social.tnhh.org,akkoma,3.10.4,2,2,2,860
pleroma.oook.fr,akkoma,3.10.4-1-gebfb617b,2,1,1,1289
akkoma.riley-tech.net,akkoma,3.9.3-0-g9d7c877,2,1,2,126
pavlik.top,akkoma,3.10.4,2,1,2,594
akkoma.simulacrum-emporium.eu,akkoma,3.10.4,2,1,2,399
poly.cybre.city,akkoma,3.10.3-221-g6fb91d79-develop,2,1,1,8514
pars.ee,akkoma,3.10.3-212-g6cc523bd-develop,2,2,2,5316
stroud.social,akkoma,3.10.4-1-gebfb617b,2,3,3,30
bunny.family,akkoma,3.5.0-0-gd9508474b,2,null,null,70
f.aznas.eu.org,akkoma,3.10.4-1-gebfb617b,2,2,2,115
fediverse.omaramin.me,akkoma,3.10.4,2,1,1,767
fedi.owo.justdied.com,akkoma,3.10.3-0-g755c75d,2,2,2,6006
pleroma.stuebinm.eu,akkoma,3.10.4,2,2,2,1625
social.sqrts.net,akkoma,3.10.4-0-gebfb617,2,1,2,135
pl.fanyx.xyz,akkoma,3.9.3-heads-v3-9-3,2,1,1,525
awawa.cat,akkoma,3.10.4,2,2,2,815
social.gerwitz.com,akkoma,3.10.4,2,1,2,997
a.sinigr.space,akkoma,3.9.3-0-g9d7c877,2,1,2,1075
akkoma.dogphilosophy.net,akkoma,3.9.3-0-g9d7c877,2,1,2,225
fennec.town,akkoma,3.10.4-0-gebfb617,2,1,1,332
social.ratliff.space,akkoma,3.9.3-0-g9d7c877,2,1,1,1
social.tenak.net,akkoma,3.10.3-0-gc887dd4,2,1,1,214
psysocial.net,akkoma,3.10.4-1-gebfb617b,2,1,1,0
social.alster.space,akkoma,3.10.3-0-g43c5fd5,2,2,2,4703
fedi.inclementaviary.uk,akkoma,3.10.4-0-gebfb617,2,1,2,138
social.subluminal.industries,akkoma,3.10.4-1-gebfb617b,2,1,1,0
cb.janusworx.com,akkoma,3.10.4-0-g0af8e93,2,0,1,400
madr.it,akkoma,3.8.0,2,1,1,35
solitary.social,akkoma,3.10.4,2,2,2,589
micro.mitrich.me,akkoma,3.9.3-28-g9d7c877d,2,1,1,105
fedi.tasossah.com,akkoma,3.10.4,2,1,1,89
p.changeme.fr.eu.org,akkoma,3.10.4-1-gebfb617b,2,1,1,147
loves.reisen,akkoma,3.10.3-212-g6cc523bd-develop,2,1,1,114
ap.nil.im,akkoma,3.10.4,2,2,2,1013
social.polynom.me,akkoma,3.10.4,2,1,2,43
akkoma.cormont.cyou,akkoma,3.10.4,2,1,2,2
activitypub.chariz.com,akkoma,3.4.0,2,null,null,21
naked.dequbed.space,akkoma,3.10.4-1-gebfb617b,2,1,2,76
social.witch.gay,akkoma,3.10.4-1-gebfb617b,2,2,2,26
