domain,application,version,users,MAU,HYAU,posts
socialclub.nyc,mastodon,4.2.8,104,11,19,4576
mastodon.scop.coop,mastodon,4.2.7,104,22,34,625
social.y-gallery.net,mastodon,4.1.6,104,13,34,706
mastodon.chotto.moe,mastodon,4.3.0-alpha.3,103,2,6,697102
infosec.space,mastodon,4.3.0-alpha.3+glitch,103,61,111,36058
krigskunst.social,mastodon,4.2.8,103,25,55,16260
narikiri.hostdon.ne.jp,mastodon,4.2.8,103,24,52,9294
gdcm.space,mastodon,4.2.8,103,68,106,187233
pao.moe,mastodon,4.2.8,102,6,7,31749
enshittification.social,mastodon,4.2.5,102,32,105,504
thelife.boats,mastodon,4.1.4,102,21,36,8108
blooming-land.icu,mastodon,3.5.5,102,41,62,36162
weatherishappening.network,mastodon,4.1.4,101,23,33,89096
wptoots.social,mastodon,4.2.7,101,27,50,9645
xn--j5r817a.com,mastodon,4.2.7,101,23,50,2984
fedisabled.social,mastodon,4.2.8,101,30,47,51054
m6n.io,mastodon,4.2.8,101,15,21,12019
teal.social,mastodon,4.2.8,101,37,55,6578
itabashi.0j0.jp,mastodon,3.1.4,100,31,123,143434
gervtuber.de,mastodon,4.1.4,100,15,44,3393
social.masto.host,mastodon,4.2.8,100,6,9,40651
nso.group,mastodon,4.2.8,100,33,69,3375
masto.hitorino.tv,mastodon,4.2.8,100,5,13,385
eliitin-some.fi,mastodon,4.2.8,99,58,78,176603
mastodon.fedi.bzh,mastodon,4.2.8,99,31,47,19942
frontrange.co,mastodon,4.2.8,99,33,46,76652
magpie-1.explainablereasoning.net,mastodon,4.0.2,99,1,3,1694
noods.fun,mastodon,4.2.7,98,29,54,11488
links.potsda.mn,mastodon,4.2.8,98,30,47,9238
aachen.social,mastodon,4.2.7,98,0,8,7641
squawk.social,mastodon,4.2.7,97,43,62,27966
mastodon.adtension.com,mastodon,4.2.8,97,97,97,97013498
mastodon.boston,mastodon,4.2.7,97,18,29,8572
insoumis.social,mastodon,4.2.7,97,8,9,4754
md.ilyamikcoder.com,mastodon,4.3.0-alpha.3+chuckya,97,27,54,42316
rheinhessen.social,mastodon,4.2.8,96,44,75,25078
camp.smolnet.org,mastodon,4.2.8,96,30,42,38044
mastodon.tn,mastodon,4.2.8,96,39,67,10379
swingset.social,mastodon,4.2.8,96,15,26,18535
vacatureforum.nl,mastodon,4.2.8,96,72,95,1186
subculture.chat,mastodon,4.3.0-alpha.0,96,14,22,1833
leipzig.town,mastodon,4.2.8,96,44,55,5165
rhabarberbarbara.bar,mastodon,3.5.19,96,40,53,115166
msdyn365bc.social,mastodon,4.2.8,96,18,32,626
transportation.social,mastodon,3.5.3,95,22,47,8024
press.coop,mastodon,4.0.2,95,1,1,27719
gayfr.social,mastodon,4.2.8,95,43,73,42752
skyhook.monster,mastodon,4.2.8,95,45,104,133304
vapers.jp,mastodon,4.2.7,94,29,30,301457
social.apreslanu.it,mastodon,4.2.7,94,9,11,15783
social.moment.at,mastodon,4.2.8,94,15,35,1525
theexpan.se,mastodon,4.2.8,94,5,15,757
nutmeg.social,mastodon,4.1.4,93,12,27,30598
supernatural.fans,mastodon,4.2.7,93,17,29,17805
don.linxx.net,mastodon,4.2.8,93,43,68,50110
0x3c.pl,mastodon,4.0.15,93,9,12,2492
mstdn.penguinhub.org,mastodon,4.2.8,93,24,75,3171
mastodon.mx,mastodon,4.2.8,93,16,33,1782
tweetrex.co.uk,mastodon,3.3.0,93,4,12,1659
homeless.group,mastodon,3.0.1,93,8,103,225
mstdn.nijist.info,mastodon,4.1.5,92,31,71,4873
linke.social,mastodon,4.2.8,92,44,61,2325
meow.lgbt,mastodon,4.1.4+glitch+cat+1.0.0,92,24,51,6588
pgh.social,mastodon,4.2.8,92,27,44,13217
trekkies.social,mastodon,4.2.8,92,25,37,11030
blacksun.social,mastodon,4.2.1,92,8,27,19149
wokka.be,mastodon,4.2.8,92,7,17,7609
social.kharkiv.dcomm.net.ua,mastodon,4.2.8,92,15,35,6200
ostheater.city,mastodon,4.2.8,92,78,95,259439
ellis.social,mastodon,4.1.5,91,17,22,1301
eattherich.club,mastodon,4.2.8,91,23,23,17668
syndicat.solidaires.org,mastodon,4.1.13,91,33,46,17492
squeak.social,mastodon,4.2.8,91,18,47,1350
toot.shoes,mastodon,4.2.7,91,2,8,361
airpollution.science,mastodon,4.2.8,91,8,17,1608
furries.init.engineer,mastodon,4.2.7,91,12,21,890
restraint.social,mastodon,4.2.8,91,16,34,1672
iaccessibility.social,mastodon,4.2.8,90,25,53,14187
a11y.social,mastodon,4.1.4,90,19,32,2217
netzkms.de,mastodon,4.1.13,90,27,42,13967
mastodon.medica.im,mastodon,4.1.15,90,14,28,2676
recsys.social,mastodon,4.2.8,90,12,21,10976
wspanialy.eu,mastodon,4.2.8,89,46,79,17722
samenet.social,mastodon,4.1.0,88,14,42,12122
drizzle-damp.net,mastodon,4.2.8,88,59,68,341483
social.circl.lu,mastodon,4.2.8,88,10,32,8261
burnthis.town,mastodon,4.2.8,88,39,59,22954
river.group.lt,mastodon,4.2.8,87,33,50,29728
systerserver.town,mastodon,4.2.7,87,36,42,20188
roleplayers.bub.org,mastodon,4.2.7,87,5,9,24072
waag.social,mastodon,4.2.8,87,29,38,14427
mastodon.thirring.org,mastodon,4.2.7,87,41,59,69389
gorone.xyz,mastodon,4.2.8,87,35,45,414187
liberal.lgbt,mastodon,4.2.8,87,5,17,5697
mas.whippy.kr,mastodon,4.2.1+whippyEdition,87,27,145,29
retrochat.online,mastodon,4.2.8,86,26,45,17448
cutie.city,mastodon,4.1.3+glitch+cutiecity,86,43,74,94675
krpgpub.net,mastodon,4.3.0-alpha.0+glitch,86,24,39,21514
mastodon.quebec,mastodon,4.2.8,86,24,51,15182
soc.gsg.live,mastodon,4.2.7,86,18,34,14458
screencastsonline.social,mastodon,4.2.8,86,22,44,964
alpaca.gold,mastodon,4.2.8,85,10,40,7899
kamu.social,mastodon,4.2.8,85,24,45,17829
social.ds106.us,mastodon,4.2.7,85,51,68,22927
blueplanet.social,mastodon,4.2.8,85,35,53,7686
appellate.social,mastodon,4.2.8,85,7,22,1781
mastodon.earth,mastodon,4.2.8,85,10,16,5582
mastodon.babb.no,mastodon,4.2.8,85,22,36,6742
modalnode.club,mastodon,3.5.3,85,2,3,694
mstdn.hokkaidosm.net,mastodon,4.1.4,85,73,75,442101
mastodon-elestio-u1962.vm.elestio.app,mastodon,4.2.8,85,10,39,7919
handmade.social,mastodon,4.2.8,84,38,50,3809
geekspot.com,mastodon,4.0.2,84,18,50,632
persia.social,mastodon,4.2.8,84,10,23,82
muskless.social,mastodon,4.2.1,84,6,6,18558
ailbhean.co-shaoghal.net,mastodon,4.3.0-alpha.3,84,20,57,8240
blobfox.coffee,mastodon,4.3.0-alpha.3+glitch+blobfox,84,42,61,19738
libraryland.social,mastodon,4.0.2,84,61,119,1903
social.tulsa.ok.us,mastodon,4.2.8,83,14,26,49875
mstdn.starnix.network,mastodon,4.3.0-alpha.3+chuckya,83,23,38,90162
subversive.zone,mastodon,4.2.7,83,37,48,45809
corneill.es,mastodon,4.3.0-alpha.3+glitch,83,45,62,22072
mastodon.cloudsecurityofficehours.com,mastodon,4.2.8,83,17,56,92
maho.app,mastodon,4.2.7,82,38,47,1341598
imd.social,mastodon,4.2.7,82,4,12,16433
laserdisc.party,mastodon,4.2.8,82,24,32,255816
craba.cab,mastodon,4.2.8,82,37,74,10110
retro.social,mastodon,4.1.15,82,22,36,260039
classicalmusic.social,mastodon,4.2.1,82,11,28,3600
higheredweb.social,mastodon,4.2.7,82,13,23,4526
recordplug.club,mastodon,4.2.1,82,6,12,1298
social.garudalinux.org,mastodon,4.2.8,82,12,61,903
mastodon.pub.solar,mastodon,4.2.8,82,21,38,25514
crypto-don.net,mastodon,3.4.6,82,3,7,120016
glauca.space,mastodon,4.3.0-nightly.2024-02-17-security+glitch,81,19,41,15359
gladtech.social,mastodon,4.2.7,81,19,38,8662
social.boom.army,mastodon,4.2.8,81,5,54,801
niedersachsen.social,mastodon,4.2.7,81,17,45,16833
journodon.com,mastodon,4.2.8,81,11,24,600
sandiegourbanists.com,mastodon,4.2.8,81,17,29,2699
mstdn.isometry.group,mastodon,4.2.7,81,47,67,39479
mastodon.ngo,mastodon,4.2.8,80,17,33,2506
mastodon.frl,mastodon,4.2.8,80,18,91,4459
technodon.org,mastodon,4.0.2,80,21,36,2632
fluffy.family,mastodon,4.2.8,80,30,44,39738
mastodon.thefediverse.net,mastodon,3.1.3,80,471,580,562
lipsia.casa,mastodon,4.2.5,79,18,36,9075
neurodiversity-in.au,mastodon,4.2.7,79,14,88,10570
xreality.social,mastodon,4.2.7,79,18,74,1043
satanodon.com,mastodon,4.2.8,79,13,13,5351
sardegna.social,mastodon,4.1.9,79,8,21,2210
grafana.social,mastodon,4.3.0-alpha.3+glitch,79,16,25,1182
tum.social,mastodon,4.2.7,79,20,40,5810
social.pawsitiv.space,mastodon,4.3.0-alpha.3+glitch,79,12,34,2959
pokemon.men,mastodon,4.2.8,78,1,6,109310
mastodon.motcha.tech,mastodon,4.2.8,78,6,6,300688
toot.works,mastodon,4.2.8,78,21,41,11878
bears.town,mastodon,4.3.0-alpha.3+glitch,78,35,46,16904
mastodon.bofhers.es,mastodon,4.2.7,78,32,44,10072
nashtodon.com,mastodon,4.2.8,78,19,36,1885
ozhika.me,mastodon,4.2.8,78,8,17,15685
thewizardingworld.com,mastodon,4.2.8,78,6,43,75
patesadon.com,mastodon,4.0.2,78,12,22,35047
social.makerforums.info,mastodon,4.3.0-alpha.3+glitch,77,15,26,14052
futen.work,mastodon,4.2.8,77,34,43,155806
fem.social,mastodon,4.2.8,77,28,28,68124
kangaroo.to,mastodon,4.2.5,77,17,36,6099
worm.horse,mastodon,4.2.8,77,17,26,17162
coef.social,mastodon,4.2.8,77,26,55,12
furs.social,mastodon,4.2.8,76,28,53,7960
schach.social,mastodon,4.2.8,76,30,41,2878
aircrew.rocks,mastodon,4.2.8,76,19,35,4079
hub.raf.rs,mastodon,4.2.7,76,4,81,56
hexadon.net,mastodon,4.1.4,75,46,52,1084655
savageworlds.social,mastodon,4.2.7,75,9,18,1100
mastodon.cl,mastodon,4.2.8,74,16,33,5060
mastodon.no2nd.earth,mastodon,4.2.8,74,18,28,11622
hostsharing.coop,mastodon,4.2.8,74,26,36,28431
social.sigsoft.org,mastodon,4.2.8,74,10,24,535
mhz.social,mastodon,4.3.0-alpha.3+glitch,74,5,9,3033
speedlines.stctp.zone,mastodon,4.3.0-alpha.3+glitch,74,39,49,21494
ecologie.social,mastodon,4.1.15,74,12,69,174
kuicker.koogle.sk,mastodon,4.2.1,74,0,3,91
sdu.closed.social,mastodon,4.1.1+glitch,74,15,37,562
twitchfr.social,mastodon,4.0.2,73,7,22,1160
mapsupport.de,mastodon,4.2.8,73,30,30,19621
the.voiceover.bar,mastodon,4.2.7,73,4,9,4342
social.furry.nz,mastodon,4.1.15,73,6,19,23131
erotica.social,mastodon,4.2.8,73,11,27,547
social.restless.systems,mastodon,4.3.0-alpha.3+glitch.th,73,35,47,21829
splat00n.ink,mastodon,4.3.0-alpha.3+glitch,73,28,38,32752
eunomia-dev.consert.eee.uniwa.gr,mastodon,3.4.1,73,2,4,478
mastodon.bits-und-baeume.org,mastodon,4.2.7,72,20,20,7070
devianze.city,mastodon,4.2.8,72,31,71,6297
comm.cx,mastodon,4.3.0-alpha.3,72,2,8,13440
plushies.social,mastodon,4.2.8,72,59,66,47836
cheeseburger.social,mastodon,4.3.0-alpha.3+glitch,72,10,22,10905
vivere.uno,mastodon,4.2.8,72,34,57,104300
ljs.social,mastodon,4.2.8,71,16,32,1845
illo.social,mastodon,4.2.8,71,35,52,3041
standup-comics.net,mastodon,4.2.8,71,7,16,2116
mastodon.bv.linksjugend-solid.de,mastodon,4.2.8,71,16,32,1846
mastodon-qu.net,mastodon,4.1.5,71,22,43,3165
sakamichi.fun,mastodon,4.1.9,71,8,24,13804
regenerate.social,mastodon,4.2.8,70,32,43,18349
allpro.social,mastodon,4.2.8,70,33,38,74176
social.esmarconf.org,mastodon,4.2.7,70,6,24,4398
metasocial.com,mastodon,4.2.7,70,24,31,15000
hpi.social,mastodon,4.1.16,70,10,25,205
minions.social,mastodon,3.5.9,70,2,13,62
mastodon.eco,mastodon,4.2.7,69,14,20,1411
staging.moth.social,mastodon,4.2.8,69,3,5,526
alpaka.social,mastodon,4.2.7,69,29,45,10538
mastodon.akhepcat.com,mastodon,4.1.6,69,7,19,11880
social.globalpirates.net,mastodon,4.2.8,69,16,28,4530
social.ferrocarril.net,mastodon,4.2.7,69,15,24,3023
entrepreneurlibre.org,mastodon,4.2.7,69,0,3,162
denton.social,mastodon,4.2.7,68,24,35,9236
fanglitch.space,mastodon,4.3.0-alpha.3+glitch.0217_d7d4770,68,25,40,14509
space-pirates.org,mastodon,4.1.3,68,13,29,5958
yakumo.foundation,mastodon,4.3.0-alpha.3+glitch.0417_c8e5e13,68,25,32,451211
mastodon.conquestuniverse.com,mastodon,4.0.2,68,32,152,166
mastocomm.org,mastodon,4.3.0-alpha.3+glitch,68,4,11,4966
riin.fr,mastodon,4.2.8,68,18,68,1089
justsave.space,mastodon,4.2.8,68,64,74,398439
acillba-lux.com,mastodon,4.2.1+whippyEdition,68,47,63,134101
nfld.me,mastodon,4.2.8,67,13,29,12228
gamedev.social,mastodon,4.2.7,67,3,3,1101
yukari.cafe,mastodon,4.2.8,67,9,18,15533
discordian.social,mastodon,4.2.7,67,19,32,135351
publicgood.social,mastodon,4.2.7,67,16,36,3224
tsukihi.me,mastodon,4.3.0-alpha.3+glitch,67,25,45,39766
deliverabilit.ie,mastodon,4.2.7,67,9,18,1134
mastodns.net,mastodon,4.2.8,67,23,40,1727
mindplex.sotatek.works,mastodon,4.1.1,67,7,10,878
t-mobile.community,mastodon,4.0.2,67,6,30,29
laterracita.online,mastodon,4.3.0-alpha.3+glitch,66,27,38,28501
glitch.lgbt,mastodon,4.2.8,66,15,23,7359
angrytoday.com,mastodon,3.3.0,66,5,7,11992
k18plus.social,mastodon,4.1.6,66,34,72,11117
privacyofficers.social,mastodon,4.2.8,66,13,33,1288
gamingjp.org,mastodon,4.2.8,66,35,43,130828
borahae.love,mastodon,4.3.0-alpha.3+glitch,66,6,12,7005
gs.leftic.club,mastodon,4.2.7,66,9,11,81455
newsmast.community,mastodon,4.2.8,66,63,66,1504669
rls.social,mastodon,4.2.8,66,15,26,9137
social.heise.de,mastodon,4.2.8,66,38,49,46711
chaotic.social,mastodon,4.2.8,66,16,38,12739
nafo.army,mastodon,4.2.8,66,12,27,3970
lviv.social,mastodon,4.2.8,66,11,11,9808
m.webtoo.ls,mastodon,4.2.8,66,41,53,6750
ivory.rosebloom.one,mastodon,4.1.4,66,38,49,36180
sicem.social,mastodon,4.2.8,66,6,14,460
social.azureheads.gr,mastodon,4.1.5,66,3,7,57
ipv6.social,mastodon,4.2.8,65,21,21,12293
ukrainian.network,mastodon,4.2.7,65,8,19,2297
packmates.org,mastodon,4.2.8,65,32,54,26902
makerspace.social,mastodon,4.2.8,65,8,17,1389
postpandemicparty.org,mastodon,4.2.8,65,5,18,4562
reseau.dupeuple.fr,mastodon,3.5.3,65,1,6,294
musain.cafe,mastodon,3.5.19,65,35,53,35198
masto.measure.chat,mastodon,4.0.2,65,13,25,929
saronno.one,mastodon,4.2.8,65,3,33,12682
social.uibk.ac.at,mastodon,4.2.8,64,52,70,626
queer.garden,mastodon,4.2.8,64,24,28,66358
taruntarun.net,mastodon,4.3.0-alpha.3,64,18,25,241811
bolha.one,mastodon,4.3.0-alpha.3,64,57,70,27645
franken.social,mastodon,4.2.8,64,34,48,11466
anvil.social,mastodon,4.1.4,64,15,39,1439
kishkush.net,mastodon,4.2.8,64,7,27,3021
social.hetnieuweinstituut.nl,mastodon,3.1.3,64,0,39,148
yamabi.co,mastodon,4.2.8,63,11,26,993
geno.social,mastodon,4.2.8,63,12,14,7240
lipn.info,mastodon,4.2.7,63,24,37,5950
paxation.info,mastodon,3.3.0,63,1,5,1256
devschile.social,mastodon,4.2.7,63,3,9,478
atx.pub,mastodon,4.1.5+glitch,62,21,32,5162
kzoo.to,mastodon,4.2.8,62,17,28,14521
darkwitch.net,mastodon,4.2.6,62,43,68,14816
social.in-athens.gr,mastodon,3.4.0,62,0,19,55
integrity.hostdon.ne.jp,mastodon,4.2.8,62,42,59,35687
snf-19213.ok-kno.grnetcloud.net,mastodon,3.1.4,62,0,5,56
childcare.hostdon.ne.jp,mastodon,4.2.8,61,24,35,10171
assortedflotsam.com,mastodon,4.2.8,61,10,17,292711
social.sp-codes.de,mastodon,4.2.8,61,28,49,17852
curling.social,mastodon,4.2.8,61,15,24,4380
someone.elses.computer,mastodon,4.2.7,61,25,43,13718
monocles.social,mastodon,4.1.3,61,6,25,248
poyoro.id,mastodon,4.2.8,61,9,34,1102
plutus.social,mastodon,4.2.6,61,4,14,1372
snailedit.social,mastodon,4.1.16+snailedit.1,61,27,38,2576
nitech.online,mastodon,3.5.1,61,17,24,3126
wetshaving.social,mastodon,4.2.8,61,13,31,3745
lediver.se,mastodon,4.1.7,61,15,29,5821
nuernberg.social,mastodon,4.2.7,61,16,32,1293
plantex.top,mastodon,4.0.15,61,34,48,19076
zh.pp.social,mastodon,4.2.5,61,28,61,153
triggeron.net,mastodon,4.2.8,61,61,70,622621
mastodon.modern-industry.com,mastodon,4.2.8,60,2,9,3268
suma-ev.social,mastodon,4.2.8,60,23,23,7901
oyasumi.space,mastodon,4.2.8,60,27,40,6740
akiba.party,mastodon,4.2.8,60,12,33,3016
mastodon.economiasocial.org,mastodon,4.1.5,60,34,44,4615
techforgood.social,mastodon,4.2.8,60,2,8,3173
social.goonj.xyz,mastodon,4.0.2,60,1,6,377
zone.liolok.com,mastodon,4.2.7,59,11,21,2820
mstdn.yakitamago.info,mastodon,4.2.7,59,9,14,548059
privex.social,mastodon,4.2.7,59,12,18,597
gnulinux.social,mastodon,4.2.7,59,22,40,2962
mastodon.fooddrinklife.com,mastodon,4.2.8,59,61,61,227
radicalsocial.work,mastodon,4.2.8,58,8,10,1295
micc.masto.host,mastodon,4.2.8,58,16,87,723
blockriot.com,mastodon,4.2.8,58,1,14,10201
thinktanki.social,mastodon,4.0.0,58,5,18,1841
vandrare.page,mastodon,4.2.8,58,19,28,35037
recht.social,mastodon,4.2.8,58,23,36,3859
reliverse.social,mastodon,4.2.8,58,25,36,2597
newwest.social,mastodon,4.2.8,58,5,16,3406
philately.social,mastodon,4.2.8,58,13,24,1813
hsjz.engenderchina.com,mastodon,4.0.2,58,14,25,6825
suomi.social,mastodon,4.2.7,57,18,36,10999
tukkers.online,mastodon,4.2.8,57,7,19,2402
wxcloud.social,mastodon,4.2.8,57,10,26,78588
sanjuans.life,mastodon,4.2.7,57,12,18,16929
eu.mastodon.green,mastodon,4.2.7,57,15,32,6380
mastoart.social,mastodon,4.2.8,57,53,62,20175
paravielfalt.zone,mastodon,4.2.7+pvz2402182317,57,23,53,10879
mstdon.com,mastodon,4.3.0-alpha.0+bar,57,4,6,1617
dreamin.online,mastodon,4.2.7,57,10,18,1658
starbase80.wtf,mastodon,4.2.8,57,9,22,21724
ocf.masto.host,mastodon,4.2.8,57,6,8,5336
deception.codes,mastodon,4.2.8,57,44,59,289318
techeasy.org,mastodon,4.2.7,56,19,41,6437
chaosphere.hostdon.jp,mastodon,4.2.7,56,52,53,1894426
dosgame.club,mastodon,4.2.8,56,31,38,41438
lepoulsdumonde.com,mastodon,4.3.0-alpha.3,56,51,51,9532
krefeld.life,mastodon,4.2.8,56,21,30,32277
onlycasino.legal,mastodon,3.5.7-casino,56,19,24,76370
russiaukraine.world,mastodon,4.2.8,56,3,7,1631
rheinland.social,mastodon,4.2.8,56,20,30,475
spd.social,mastodon,4.2.8,56,16,32,2760
port87.social,mastodon,4.2.8,56,8,13,7593
slonik.0chan.ru,mastodon,3.5.3,56,6,22,766
mastodon.nogods.be,mastodon,4.2.8,56,1,1,461
torlaz.online,mastodon,3.1.4,56,42,247,11016
app.bikers.social,mastodon,4.2.7,56,22,36,8803
hub.vahfoom3iquahfah.infinitedisk.com,mastodon,4.3.0-alpha.3+glitch,56,1,5,52124
social.testvivaldi.tech,mastodon,4.2.8,56,8,26,353
mastonederland.nl,mastodon,4.2.8,55,14,29,31988
drk.network,mastodon,4.2.7,55,14,25,2577
crazylab.online,mastodon,3.4.0rc2,55,2,4,1855
pinkorange.red,mastodon,4.2.8,55,24,36,92983
hameln.social,mastodon,4.2.8,55,18,35,7025
toot.whatever.cz,mastodon,4.2.8,55,4,10,1383
hofra.rocks,mastodon,4.2.8,55,8,13,3059
HoFra.rocks,mastodon,4.2.8,55,8,13,3057
theplant.social,mastodon,4.2.8,55,16,55,77
wayland.social,mastodon,4.2.7,54,8,16,263
nitiasa.com,mastodon,4.3.0-alpha.3,54,1,5,12955
workaholic.cloud,mastodon,4.2.8,54,20,34,147672
potate.space,mastodon,4.2.8,54,19,23,20841
greennuclear.online,mastodon,4.2.8,54,11,21,10607
mastodon.derveni.org,mastodon,3.3.0,54,1,5,41004
raccoon.place,mastodon,4.3.0-alpha.3+glitch,54,10,28,17245
s-t.club,mastodon,4.2.8,54,23,36,29257
gidam666.com,mastodon,4.3.0-alpha.0,54,20,61,35861
sizecraft.social,mastodon,4.2.8,53,16,37,3184
this.mouse.rocks,mastodon,4.2.8,53,14,22,284127
mastodon.opportunis.me,mastodon,4.3.0-alpha.3+glitch,53,28,33,262407
social.sdfeu.org,mastodon,4.2.8,53,20,35,2841
social.stlouist.com,mastodon,4.2.7,53,19,23,11272
kosmos.social,mastodon,4.2.7,53,31,34,36099
twoot.site,mastodon,4.3.0-alpha.3+glitch,53,45,53,20555
trans.house,mastodon,4.2.7,53,7,18,1872
mastodon.vanlife.is,mastodon,4.2.8,53,9,51,651
mastodon.galileivr.org,mastodon,4.3.0-alpha.3+glitch,53,47,55,119
bms.social,mastodon,4.2.5,53,11,23,891
mastodon.xxx,mastodon,4.2.1,53,3,5,3
ms.twtcomm.shop,mastodon,4.2.7,53,49,53,154736
karlsruhe-social.de,mastodon,4.2.7,52,24,37,10439
mstdn.gunma.jp,mastodon,4.2.7,52,11,14,2151
mastodon.macsnet.cz,mastodon,4.2.8,52,3,3,32538
mstdn.homes,mastodon,3.5.3~ Female Friendly Instance,52,10,15,5014
namknat.win,mastodon,3.1.3,52,1,3,355
orc.forest.hostdon.ne.jp,mastodon,4.2.8,52,40,49,44172
maskodon.org,mastodon,4.2.1,52,2,34,39
emeraldsocial.org,mastodon,4.3.0-alpha.3+chuckya,51,19,20,12380
pool.social,mastodon,4.2.8,51,14,65,64
raspidon.mamemo.online,mastodon,4.2.7,51,6,8,135364
anti-social.online,mastodon,4.2.7,51,12,18,4792
social.servus.at,mastodon,3.3.0,51,21,36,5303
karlsruhe.social,mastodon,4.2.7,51,10,29,2370
cybre.town,mastodon,4.1.11,51,10,12,16428
dewp.space,mastodon,4.2.8,51,25,32,3688
social.cybre.town,mastodon,4.1.11,51,10,12,16428
social.jwunited.org,mastodon,4.2.8,51,16,23,1080
boing.world,mastodon,4.3.0-alpha.3+glitch,50,5,9,15708
amicale.net,mastodon,4.2.7,50,29,35,543160
society.oftrolls.com,mastodon,4.2.7,50,18,20,45880
social.timespiral.co.jp,mastodon,4.2.8,50,10,18,223826
oomfie.city,mastodon,4.3.0-alpha.3+chuckya+oomfcity,50,42,47,22833
hackaday.social,mastodon,4.2.7,50,24,30,6076
toot.gnous.eu,mastodon,4.2.8,50,12,16,4839
mstdn.online,mastodon,4.2.8,50,6,11,339
social.dino.icu,mastodon,4.1.4+glitch,50,13,20,809
tombraidersocial.com,mastodon,4.2.8,50,9,26,435
uestc.social,mastodon,4.3.0-alpha.3+glitch.cs.usocial,50,6,13,426
social.gnuweeb.org,mastodon,4.2.8,50,14,26,869
cryptodon.chat,mastodon,4.2.7,49,6,15,18739
shotgunlife.social,mastodon,4.2.3,49,2,23,2696
veronaxxx.masto.host,mastodon,4.2.8,49,6,10,11262
hulvr.com,mastodon,4.2.8,49,19,24,53220
techfieldday.net,mastodon,4.2.8,49,16,24,8665
mastodon.libre-entreprise.com,mastodon,4.1.16,49,21,23,14806
weserbergland.social,mastodon,4.2.7,49,15,36,1728
wig.gl,mastodon,4.2.7,49,6,12,2121
mastodon.obspm.fr,mastodon,4.2.7,49,5,8,2075
mastodon.co.il,mastodon,4.2.8,49,49,49,682
wakuwakuwayama.net,mastodon,4.1.4,49,29,51,4847
geeknews.chat,mastodon,4.2.8,48,4,9,14326
mastodooooooon.xyz,mastodon,4.1.16,48,7,11,247115
rockcd.jp,mastodon,4.2.8,48,16,35,15453
know.me.uk,mastodon,4.1.15,48,14,18,3545
bunt.social,mastodon,4.2.7,48,22,27,43621
haunted.computer,mastodon,4.3.0-alpha.3+glitch,48,33,41,18186
mascodon.jp,mastodon,4.2.8+mscdn,48,30,48,15674
xeno.glyphpress.com,mastodon,4.2.8,48,15,22,29770
attractive.space,mastodon,4.1.0,48,8,21,13173
libera.tokyo,mastodon,4.3.0-alpha.3+glitch,48,25,29,35151
coolmathgam.es,mastodon,4.3.0-nightly.2024-04-03+chuckya,48,13,16,5039
toots.dgplug.org,mastodon,4.2.8,48,8,8,13777
lux-nightclub.com,mastodon,3.5.19,48,7,13,1634
mastodon.louisematic.site,mastodon,4.2.5,48,2,3,346
fediunam.site,mastodon,4.2.8,48,5,7,4936
miltodon.social,mastodon,4.2.8,48,4,22,229
mastodom.social,mastodon,4.2.8,48,3,18,40
liveplatform.ca,mastodon,3.4.1,48,2,5,591
r3o3n3.today,mastodon,4.2.1+whippyEdition,48,46,49,121295
socialconde.condenastdigital.com,mastodon,4.2.0,48,6,66,309
whistlergw.life,mastodon,4.2.1+whippyEdition,48,48,50,34730
thoughtful.social,mastodon,4.2.8,47,2,23,9702
opencollective.com,mastodon,4.2.7,47,1,14,258
tux.social,mastodon,4.2.7,47,22,26,3819
neos.social,mastodon,4.2.8,47,18,26,4469
social.audiovalentine.com,mastodon,4.2.8,47,14,20,9240
baka.social,mastodon,4.2.8,47,20,34,1922
cackl.io,mastodon,4.2.8,47,17,27,2507
barcamp.social,mastodon,4.2.7,47,8,22,13214
social.anartist.org,mastodon,4.2.7,47,27,31,11439
mastodon.sl,mastodon,4.1.6,47,5,21,533
mastodon.opencollective.com,mastodon,4.2.7,47,1,14,258
sharlayan.in,mastodon,4.3.0-sharlayan-64cee,47,26,34,314674
laburo.social,mastodon,4.2.8,47,4,24,177
shadowland.social,mastodon,4.2.7,47,8,17,1917
rosaryfaith.com,mastodon,4.2.8,47,0,6,75
nwpu.closed.social,mastodon,4.3.0-alpha.3+glitch.closedsocial,47,5,5,53
town.voyager.blue,mastodon,4.2.8,47,47,47,793
santogoyunwol.today,mastodon,4.2.1+whippyEdition,47,41,44,127146
mast.linuxgamecast.com,mastodon,4.2.8,46,17,23,22670
skeptics.social,mastodon,4.2.7,46,18,31,19465
mastadano.com,mastodon,4.2.8,46,10,23,24315
moessingen.social,mastodon,4.2.8,46,15,25,6205
gochisou.dev,mastodon,4.2.8,46,2,8,3878
epistolary.org,mastodon,4.2.8,46,14,25,9943
arthropod.social,mastodon,4.2.8,46,7,15,1712
social.mochi.academy,mastodon,4.3.0-alpha.3+glitch,46,27,29,521513
leds.social,mastodon,4.2.8,46,26,31,5059
montereybay.social,mastodon,4.2.8,46,15,19,16848
techlover.eu,mastodon,3.3.0,46,5,15,4685
thoughtbot.social,mastodon,4.2.7,46,12,20,839
bcom.moe,mastodon,4.2.5,46,7,14,802
schuppentier.social,mastodon,4.2.7,46,1,2,830
mastodon.gastrokon.com,mastodon,4.1.4,46,2,8,208
