domain,application,version,users,MAU,HYAU,posts
relay-new.activitypub.ca,activityrelay,0.0.1,1,null,null,0
relay.intahnet.co.uk,activity-relay,2.0.5,997,997,997,null
relay.toot.io,activity-relay,2.0.5,854,854,854,null
relay.toot.yukimochi.jp,activity-relay,2.0.5,418,418,418,null
relay.nya.one,activity-relay,2.0.5,227,227,227,null
relay.wig.gl,activity-relay,v2.0.4,182,182,182,null
relay.acg.mn,activity-relay,2.0.5,164,164,164,null
relay.dragon-fly.club,activity-relay,2.0.5,107,107,107,null
relay.pourparlers.social,activity-relay,2.0.2,104,104,104,null
activityrelay.beep.computer,activity-relay,2.0.2,99,99,99,null
relay.otaku-social.com,activity-relay,2.0.4,69,69,69,null
relay.mstdn.one,activity-relay,2.0.0,67,67,67,null
rele.suomi.social,activity-relay,v1.2.4,38,38,38,null
relay.virtualkemomimi.net,activity-relay,2.0.4,38,38,38,null
relay.ie9.org,activity-relay,2.0.3,35,35,35,null
r.chomechome.jp,activity-relay,2.0.4,34,34,34,null
relay.isle.moe,activity-relay,2.0.5,34,34,34,null
relay.sueden.social,activity-relay,2.0.5,18,18,18,null
relay.ratingen.social,activity-relay,v1.1.2,15,15,15,null
relay.simpreative.network,activity-relay,2.0.3,15,15,15,null
relay.social.seattle.wa.us,activity-relay,v1.2.4,11,11,11,null
relay.tkngh.jp,activity-relay,2.0.0,11,11,11,null
relay.expressional.social,activity-relay,2.0.3-14-g6df6d64,9,9,9,null
relay.flashfire.site,activity-relay,2.0.4,8,8,8,null
relay.gearheads.social,activity-relay,v1.0.0,8,8,8,null
pub-relay.moe.gift,activity-relay,2.0.5,6,6,6,null
relay.jiong.us,activity-relay,2.0.4,6,6,6,null
relay.unstable.systems,activity-relay,2.0.2,5,5,5,null
r0.soda.jp.eu.org,activity-relay,2.0.4,5,5,5,null
relay.lile.cl,activity-relay,2.0.0-2-gc4522d5,4,4,4,null
relay.pepabo.com,activity-relay,,3,3,3,null
activityrelay.krbonne.net,activity-relay,2.0.2,3,3,3,null
relay.mastodon.keks.club,activity-relay,2.0.2,3,3,3,null
relay.khiar.net,activity-relay,2.0.5,3,3,3,null
actpub-relay.chatagiriii.com,activity-relay,2.0.2,2,2,2,null
relay.mtg.li,activity-relay,v1.2.5,2,2,2,null
activitypub-relay.uec-tech.net,activity-relay,2.0.4,2,2,2,null
r4100.neodb.prvcy.page,activity-relay,2.0.3,2,2,2,null
relay.fediverse.jp,activity-relay,2.0.5,1,1,1,null
relay.guild.pmdcollab.org,activity-relay,v1.2.4,1,1,1,null
relay.91hl.tv,activity-relay,2.0.4,1,1,1,null
relay.udon.icu,activity-relay,2.0.3,0,0,0,null
blob.cat,akkoma,3.10.4-0-gf5134be53-blob,1854,135,269,602217
fe.disroot.org,akkoma,3.11.0-0-ga03f3a9,1714,293,812,32083
pleroma.noellabo.jp,akkoma,3.10.4-607-g88021a96-noeroma,1578,33,83,23885
fedi.absturztau.be,akkoma,3.12.0-339-g2d439034-develop,1365,98,198,866693
cdrom.tokyo,akkoma,3.9.3-28-g9d7c877d,1102,146,417,122529
genserver.social,akkoma,3.12.0-0-gd71d523,993,115,280,6388
outerheaven.club,akkoma,3.12.0-0-gd71d523,804,98,163,478076
miraiverse.xyz,akkoma,3.12.0-0-gd71d523,737,117,270,49492
akkoma.mercurywork.shop,akkoma,3.10.4-0-gebfb617,408,17,123,2764
pl.nudie.social,akkoma,3.10.3-194-g43c5fd5d,335,37,80,1551
nixnet.social,akkoma,3.12.0-0-gd71d523,325,33,105,28411
detroitriotcity.com,akkoma,3.12.2-0-g26a91d5,258,85,128,85550
pleroma.envs.net,akkoma,3.12.2-0-g26a91d5,244,57,94,25596
oddballs.online,akkoma,3.10.4-0-gebfb617,224,134,192,18987
seafoam.space,akkoma,3.12.2-0-g26a91d5,206,42,83,42825
freespeech.group,akkoma,3.11.0-0-ga03f3a9,202,5,7,36222
mycrowd.ca,akkoma,3.12.2,133,39,67,5013
headpat.cafe,akkoma,3.10.4-0-g0af8e93,130,20,45,920
ak.vern.cc,akkoma,3.9.3,114,8,18,7298
froth.zone,akkoma,3.10.2-2212-g0d59cb6c-froth-akkoma,113,7,12,114230
akko.wtf,akkoma,3.12.2-358-g9486abca-akko-wtf,113,58,82,148581
bdx.town,akkoma,3.12.0-0-ga57c57f,101,40,84,22704
landofkittens.social,akkoma,3.10.3-200-g5c164028-develop,99,9,17,62271
labyrinth.zone,akkoma,3.12.2,94,77,91,56404
decept.org,akkoma,3.12.2-0-g26a91d5,92,21,29,13634
donotsta.re,akkoma,3.10.4-0-gebfb617,83,29,45,14916
triangle.social,akkoma,3.8.0,82,2,2,12848
bunbers.org,akkoma,3.9.3-28-g9d7c877d-akkoma,72,7,20,664
social.kernel.org,akkoma,3.12.2,72,40,55,13149
ihatebeinga.live,akkoma,3.12.2-406-gd2cee15c-failed-fetch-processing,69,13,19,290365
moth.zone,akkoma,3.12.0-0-gd71d523,69,35,47,46920
kowelenz.social,akkoma,3.12.0-0-gd71d523,67,8,11,9217
brain.worm.pink,akkoma,3.10.4-3-g8660dcae,66,31,45,25327
shota.house,akkoma,3.12.0,64,28,37,166237
cooltrans.men,akkoma,3.12.0,61,45,61,7319
norwoodzero.net,akkoma,3.10.2-0-gba1ed37,60,41,50,31752
crimew.gay,akkoma,3.10.3-200-g5c164028-develop,57,29,47,79921
social.translunar.academy,akkoma,3.9.3-0-g9d7c877,53,47,55,124646
akko.unix.dog,akkoma,3.12.0,49,16,29,12147
awoo.fai.st,akkoma,3.10.4-0-gebfb617,48,15,20,17423
void.lgbt,akkoma,3.12.0-0-gd71d523,44,36,45,24536
pl.m0e.space,akkoma,3.12.0-339-g2d439034-develop,43,13,18,5368
foxy.social,akkoma,3.9.3-0-g30b9e626f-main,43,6,17,239
ak.kawen.space,akkoma,3.10.3-0-g98f0820-develop,41,22,24,59632
woem.space,akkoma,3.12.0-0-g11c305b,39,29,37,95462
gosuslugi.social,akkoma,3.8.0,36,5,8,207
suya.place,akkoma,3.12.0-190-g0c2260e1-suyaplace,36,22,31,30494
uchu-teien.com,akkoma,3.12.0-339-g2d439034-develop,34,16,27,9519
akkomane.social,akkoma,3.11.0-0-ga03f3a9,34,26,26,130
nya.house,akkoma,3.10.4-2-g47aab34e-nya,33,2,5,853
iscute.moe,akkoma,3.10.4,31,6,10,140872
breastmilk.club,akkoma,3.7.1-205-g82c1b7d4-akroma,28,16,21,90385
pr.shc.kanagawa.jp,akkoma,3.12.2-10-g37fa0a93-heads-v3-12-2,26,2,5,2439
aa.nikola.love,akkoma,3.10.4-1-gebfb617b,25,5,16,2235
chai.kibbutz.gay,akkoma,3.12.2-0-g26a91d5,24,19,34,7596
netzsphaere.xyz,akkoma,3.12.0-0-g11c305b,24,7,11,113237
pleroma.chillout.chat,akkoma,3.7.1,24,null,null,394
infinitychuu.xyz,akkoma,3.12.2-0-g26a91d5,23,13,21,1797
akko.elysium.gay,akkoma,3.12.0-0-gd71d523,23,17,24,1324
fedi.nano.lgbt,akkoma,3.12.0,23,16,27,19036
tailswish.industries,akkoma,3.11.0-1-g5c1a444e-tailswish,22,11,12,14106
blobfox.es,akkoma,3.10.4-1658-gfddc90ec-fox,22,4,11,1184
pleroma.viridianpatriots.com,akkoma,3.12.0-0-g087d88f-develop,22,5,8,13274
ng.cathoderay.tube,akkoma,3.10.4-0-gebfb617,22,12,14,4907
xyzzy.link,akkoma,3.12.2-349-gb8393ad9-develop,21,9,14,28924
myfriendsare.gay,akkoma,3.12.0,21,4,6,6378
sweet.succubi.services,akkoma,3.10.4,21,2,4,972
social.milhousfamily.com,akkoma,3.8.0,21,9,11,95
akkoma.cryptoschizo.club,akkoma,3.10.4-0-gebfb617,20,7,12,2500
akko.constellatory.net,akkoma,3.12.0,20,22,22,1835
kongwoo.icu,akkoma,3.9.3-0-g9d7c877,20,2,6,7255
midnight.delivery,akkoma,3.7.1-0-gfef4bae,19,null,null,982
is.badat.dev,akkoma,3.11.0-294-g889b57df-develop,19,6,7,41695
junimo.party,akkoma,3.12.0,17,15,17,1627
novo-atlantis.null.media,akkoma,3.9.3,17,6,11,1253
spectreofcommunism.boo,akkoma,3.11.0,17,10,15,216
wenxi.link,akkoma,3.10.4-0-gebfb617,17,8,15,44
larkspur.one,akkoma,3.12.2-349-gb8393ad9-develop,16,7,8,3484
toot.hackrc.dev,akkoma,3.12.0-339-g2d439034-develop,16,2,3,1043
ilja.space,akkoma,3.12.0-2-gd71d5230,15,6,8,16413
akko.gay-garden.no,akkoma,3.11.0,15,14,16,523
allies.rocks,akkoma,3.12.2-0-g26a91d5,15,10,13,730
shrine.moe,akkoma,3.12.0,15,10,14,12517
social.qunn.eu,akkoma,3.12.2-0-g26a91d5,15,5,10,718
fedi.seriousbusiness.international,akkoma,3.9.3-0-g9d7c877,15,10,11,5961
fedi.getimiskon.xyz,akkoma,3.12.0,14,11,11,19897
cockandballtortu.re,akkoma,3.9.3+dev,14,2,5,487
buff.tomboyfan.club,akkoma,3.12.0,13,6,8,6758
fedi.astrid.tech,akkoma,3.10.4,13,8,9,57101
akko.chir.rs,akkoma,3.11.0,13,6,7,10960
social.owotel.com,akkoma,3.9.3,13,2,5,146
mar.archipielago.uno,akkoma,3.11.0,13,10,12,1371
bv.umbrellix.org,akkoma,3.12.0,12,5,7,15488
fedi.reimu.info,akkoma,3.12.2-365-g4887df12-develop,12,6,8,10384
soc.noob.quest,akkoma,3.12.0,12,4,8,8285
strelizia.net,akkoma,3.12.2-1645-gb681dce0-akkoma,12,7,9,123334
s.awoo.dev,akkoma,3.12.2-0-g26a91d5,12,4,8,1028
chirpr.terrenly.com,akkoma,3.10.4-1-gebfb617b,12,3,11,65
ak.ari.lt,akkoma,3.12.2-0-g26a91d5,12,11,11,445
nyan.network,akkoma,3.12.2,11,6,7,4811
fedi.skladka.net,akkoma,3.5.0-0-gd9508474b,11,null,null,1852
fedi.bapril.pl,akkoma,3.12.2,11,7,10,2575
pl.comofas.org,akkoma,3.9.3-2-gfb8081e1-develop,11,2,3,69
transwo.men,akkoma,3.11.0,11,5,9,131
breakdown.moe,akkoma,3.9.3-0-g9d7c877,11,1,3,50
agda.club,akkoma,3.10.4-0-gebfb617,11,3,7,178
a.jerl.zone,akkoma,3.7.1-0-gfef4bae,11,null,null,134
akkoma.kikuri.moe,akkoma,3.11.0,11,8,8,54
meow.church,akkoma,3.10.3-0-g43c5fd5,10,6,10,302
pl.catboyindustries.co,akkoma,3.12.0-339-g2d439034-develop,10,3,3,528
antani.pm,akkoma,3.12.2-377-gc1f0b6b8-develop,10,3,6,6011
3v.is,akkoma,3.10.2,10,4,8,348
social.rjp.is,akkoma,3.10.3-229-ge97d08ee-develop,10,7,8,33838
is.slonk.ing,akkoma,3.12.2,10,4,11,63
idealists.su,akkoma,3.10.4-1-gebfb617b,10,4,9,118
fedi.worf.win,akkoma,3.11.0,9,5,6,413
cofe.rocks,akkoma,3.12.0-338-g087d88f7-sn0w+PX,9,8,8,4250
fyrfli.social,akkoma,3.10.4-1-gebfb617b,9,6,7,805
satania.social,akkoma,3.12.0-340-g620a4f8b-develop,9,6,7,573
local.abtmtr.link,akkoma,3.10.4-0-gebfb617,9,6,12,2188
snack.social,akkoma,3.3.1,9,null,null,12760
ikbenpiraat.nl,akkoma,3.10.4-0-gebfb617,9,6,8,87
blimey.social,akkoma,3.12.2-0-g26a91d5,9,3,3,1665
akkoma.meows.gay,akkoma,3.10.4,9,6,8,6410
mastodon.nove.team,akkoma,3.12.0,9,4,9,1217
p.girlc.at,akkoma,3.10.4-1-gebfb617b,9,7,7,9848
ak.zweitekassabitte.jetzt,akkoma,3.12.2-3-ge26f6879-zkb,9,4,6,4533
um.lugarzinho.top,akkoma,3.10.4,9,3,3,1052
free.gaycatgirl.sex,akkoma,3.9.3-28-g9d7c877d,8,3,7,4071
social.nauk.io,akkoma,3.12.0-0-gd71d523,8,1,3,1171
trans.enby.town,akkoma,3.10.2-158-g59af68c6-develop,8,4,5,34162
turtleisland.rocks,akkoma,3.12.2-0-g26a91d5,8,4,7,20
fedi.kemonomimi.gay,akkoma,3.12.0,8,5,8,2497
femdom.solutions,akkoma,3.10.4,8,6,6,4381
raccoon.cafe,akkoma,3.11.0-0-ga03f3a9,8,4,4,1123
nerdfight.online,akkoma,3.12.2,8,6,6,6597
miku.place,akkoma,3.12.0-0-gd71d523,8,6,8,1431
club.ctrlist.org,akkoma,3.10.4,8,5,7,359
hasthebig.gay,akkoma,3.11.0,8,3,5,90
telex.disinfo.zone,akkoma,3.10.4,8,1,4,402
kitsunes.church,akkoma,3.12.0,8,2,7,51
ack.nerdfight.online,akkoma,3.12.2,8,6,6,6586
zy.gy,akkoma,3.10.4-3-g06971423-yf,7,3,5,5551
introvert.social,akkoma,3.12.0-0-gd71d523,7,1,2,966
inoot.net,akkoma,3.10.4-1-gebfb617b,7,3,6,215
amble.quest,akkoma,3.10.4,7,3,6,1207
idiomdrottning.org,akkoma,3.12.2-57-g64278c28,7,4,4,16543
fops.cloud,akkoma,3.12.0-0-gd71d523,7,7,7,7413
social.wedistribute.org,akkoma,3.11.0-0-ga03f3a9,7,7,7,1048
brotka.st,akkoma,3.12.0,7,7,7,52829
wiir.libtar.de,akkoma,3.11.0,7,3,4,6899
bcn.fedi.cat,akkoma,3.12.2-0-g26a91d5,7,6,6,2578
neuro.cooking,akkoma,3.5.0-0-g63f2d1cbe,7,null,null,439
akko.cuddlegirls.cafe,akkoma,3.12.2-4-g7097ea30,7,5,8,7381
otlab.dev,akkoma,3.12.0,7,5,6,415
fedi.joeydrew.studio,akkoma,3.10.4-0-gebfb617,7,1,3,769
curiouscabbit.social,akkoma,3.11.0,7,3,5,146
fedi.tilde.green,akkoma,3.12.2,7,2,4,136
social.goatzone.net,akkoma,3.12.2,7,6,7,133
people.unfoo.net,akkoma,3.12.2,6,2,2,60
akkoma.nl,akkoma,3.12.2-0-g26a91d5,6,2,4,70
our-town.social,akkoma,3.10.4,6,1,3,302
snake.cool,akkoma,3.9.3-28-g9d7c877d,6,1,4,57
akkoma.flyerdonut.net,akkoma,3.12.0-193-g1669ebec,6,4,6,29327
life.starly.blue,akkoma,3.12.0-0-gd71d523,6,3,5,804
a.lufimianet.jp,akkoma,3.5.0-0-g20a652841-hostdon-akkoma-latest,6,null,null,2306
kayii.goe.land,akkoma,3.10.3,6,1,1,858
phantomthieves.net,akkoma,3.9.3-28-g9d7c877d,6,4,4,1442
snipetteville.in,akkoma,3.7.1-0-gfef4bae,6,null,null,452
ak.kyaruc.moe,akkoma,3.4.0-0-gf91b89673,6,null,null,71820
social.raccoon.college,akkoma,3.9.3-0-g9d7c877,6,3,3,106
soc.hyena.network,akkoma,3.12.2,6,1,1,182
pl.salushnes.solutions,akkoma,3.9.3,6,5,9,2873
akko.lea.moe,akkoma,3.12.2-0-g26a91d5,6,2,2,11
oopsall.gay,akkoma,3.12.0,6,4,5,1292
a.tela.moe,akkoma,3.9.3-28-g9d7c877d,6,3,5,17298
bart.tobskep.com,akkoma,3.10.4-1-gebfb617b,6,3,6,3928
rail.siberia.work,akkoma,3.5.0-0-g20a652841-hostdon-akkoma-latest,6,null,null,5582
santadog.social,akkoma,3.9.3-0-g9d7c877,6,3,4,168
brettvormkopf.de,akkoma,3.10.4-1-gebfb617b,6,2,2,285
pouet.quebec,akkoma,3.10.4,6,2,2,819
akko.eepy.zone,akkoma,3.12.2,6,5,7,1116
social.fossee.net,akkoma,3.11.0,6,6,6,230
psysocial.net,akkoma,3.11.0,6,1,1,0
social.busterboys.net,akkoma,3.10.2,6,5,5,26
awawa.club,akkoma,3.10.4-1-gebfb617b,5,3,4,2416
nerdcore.social,akkoma,3.12.0,5,1,1,9
pleroma.neuromante.net,akkoma,3.12.2,5,1,2,7055
social.baradoz.cloud,akkoma,3.10.4,5,1,3,1251
akkoma.ascyltos.social,akkoma,3.12.2,5,4,4,80
social.anthropi.st,akkoma,3.11.0,5,3,4,1478
social.techn1k.de,akkoma,3.12.0-0-g11c305b,5,3,5,151
meowing.online,akkoma,3.3.1-0-gc6043c9ee-main,5,null,null,430
pleroma.elinvention.ovh,akkoma,3.12.2,5,5,6,1851
typhy.club,akkoma,3.10.2-0-gba1ed37,5,2,4,311
yourwalls.today,akkoma,3.12.0,5,5,5,4637
sns.minovsky.space,akkoma,3.10.2-158-g59af68c6-develop,5,3,4,12728
final.town,akkoma,3.10.4-0-g0af8e93,5,5,5,4133
p.umbriel.fr,akkoma,3.12.2,5,1,1,70674
pythonplayer123.xyz,akkoma,3.9.3-28-g9d7c877d,5,1,2,48
kitty.haus,akkoma,3.11.0,5,4,5,9316
fedi.fourhappylions.com,akkoma,3.10.4,5,3,3,742
tirnanog.space,akkoma,3.12.0,5,5,5,7136
vyos.social,akkoma,3.10.4,5,3,4,1191
beep.flawbee.net,akkoma,3.10.3-197-g98f0820c-develop,5,4,4,602
oma.xy-space.de,akkoma,3.11.0,5,0,4,0
akkoma-test.hiwaga.tech,akkoma,3.5.0-0-gd9508474b,5,null,null,69
cocaine.moe,akkoma,2.5.2-0-gf91903566-develop,5,null,null,5510
social.alemi.dev,akkoma,3.12.0,5,3,4,558
social.harpia.red,akkoma,3.12.0,5,5,5,1807
fedi.on-a-ps4.lol,akkoma,3.12.2-0-g26a91d5,5,5,5,136
social.unitoo.it,akkoma,3.11.0,4,1,2,749
ostfrie.se,akkoma,3.12.2-0-g26a91d5,4,3,4,945
akkoma.sandhill.social,akkoma,3.7.1-0-gfef4bae,4,null,null,603
muuzikku.produkti.se,akkoma,3.10.4,4,1,3,1379
social.vlhl.dev,akkoma,3.11.0-0-ga03f3a9,4,3,4,6206
pl.inu.is,akkoma,3.9.3-28-g9d7c877d,4,2,3,76
social.nihil.gay,akkoma,3.12.0,4,4,4,1739
pleroma.chaoswit.ch,akkoma,3.11.0,4,4,4,3043
spooky.social,akkoma,3.5.0-14-gd9508474,4,null,null,128
universe.feliver.se,akkoma,3.12.0,4,3,3,4475
hi.nighten.fr,akkoma,3.11.0-0-ga03f3a9,4,3,4,382
hazymaze.club,akkoma,3.11.0,4,2,3,32
gay.lesaoras.xyz,akkoma,3.12.0,4,3,3,5289
social.rhumbs.fr,akkoma,3.8.0,4,4,4,898
ak.angelstrapped.com,akkoma,3.12.0,4,4,4,9681
galaxians.garden,akkoma,3.12.0,4,2,3,871
bemrose.social,akkoma,3.10.4-1-gebfb617b,4,2,3,132
kneel.before.dog,akkoma,3.11.0,4,2,2,1122
akkoma.tbqdrn.de,akkoma,3.11.0,4,2,4,261
fediverse.lavcorps.xyz,akkoma,3.10.4,4,1,4,10
lausitz.social,akkoma,3.8.0-0-gccae7ef,4,1,2,0
fediverse.elbehnon.de,akkoma,3.10.4-1-gebfb617b,4,1,4,11
social.chaos.koeln,akkoma,3.10.4-606-g1063b7da-develop,4,1,1,120
rat.social,akkoma,3.10.4-1-gebfb617b,4,1,4,0
yearning.gay,akkoma,3.11.0,4,4,4,1530
zia.io,akkoma,3.10.3-212-g6cc523bd-develop,4,1,1,243
taffytavern.com,akkoma,3.10.4-1-gebfb617b,4,3,5,30
va-11-hall-a.cafe,akkoma,3.12.2,4,3,3,15311
ak.cute.rest,akkoma,3.10.4,4,3,4,133
social.bakdos.de,akkoma,3.12.2,4,3,4,57
social.pagenstedt.de,akkoma,3.12.2,4,2,11,19321
akkoma.bat-pike.ts.net,akkoma,3.12.2,4,4,4,39
ak.gensokyo.shop,akkoma,3.12.0,4,4,4,5
outmo.de,akkoma,3.12.0,4,3,3,871
akkoma.miaowi.ng,akkoma,3.10.2-0-gba1ed37,4,3,4,633
fedi.aria.dog,akkoma,3.12.0-0-gd71d523,4,2,3,6477
dergz.com,akkoma,3.11.0,4,1,2,23
social.ragol.org,akkoma,3.10.4-0-gebfb617,4,3,3,438
turbotime.turboteam.xyz,akkoma,3.10.3,4,1,1,402
f.openbdsm.org,akkoma,3.12.0,4,2,4,6
yap.bls.ooo,akkoma,3.9.3-0-g9d7c877,4,3,3,233
akkoma.thesandbox.net,akkoma,3.11.0-develop,3,1,3,824
ak.lavenderfield.xyz,akkoma,3.12.2,3,2,4,735
t.hermine.in,akkoma,3.11.0-0-ga03f3a9,3,1,1,538
akkos.fritu.re,akkoma,3.10.4-5-gebfb617b,3,1,1,1940
social.minbash.de,akkoma,3.12.2,3,2,2,36
fuzzyroots.net,akkoma,3.12.2-0-g26a91d5,3,3,3,731
fedi.system64.dev,akkoma,3.12.0-0-gd71d523,3,3,3,1393
stroud.social,akkoma,3.11.0,3,3,3,112
social.violetmillie.me,akkoma,3.10.4,3,3,3,751
t.joeldebruijn.nl,akkoma,3.10.3-0-g43c5fd5,3,2,2,788
social.zell-mbc.com,akkoma,3.12.2,3,1,1,167
kyou.social,akkoma,3.11.0-0-ga03f3a9,3,3,3,12152
castoranxieux.ca,akkoma,3.12.2,3,2,2,145
princess.wedding,akkoma,3.12.0,3,3,3,1882
remolino.town,akkoma,3.12.0-0-gd71d523,3,3,3,170
unstable.solutions,akkoma,3.11.0,3,3,3,2572
fedi.u2p.net,akkoma,3.10.4,3,2,3,1
social.ventora.net,akkoma,3.12.2-0-g26a91d5,3,1,4,182
sapphic.engineer,akkoma,3.11.0,3,2,5,4341
tinylad.social,akkoma,3.9.3-0-g9d7c877,3,2,3,301
hollypop.xyz,akkoma,3.10.4-1-gebfb617b,3,1,2,1211
toot.j3b.in,akkoma,3.9.3-0-g9d7c877,3,0,2,73
notes.whatthefuck.computer,akkoma,3.10.4,3,3,3,3255
iamafard.ir,akkoma,3.11.0-0-ga03f3a9,3,3,3,331
a.farook.org,akkoma,3.9.3-0-g9d7c877,3,1,2,1587
social.wuatek.is,akkoma,3.12.0,3,2,2,1120
akkoma.xn--pikabl-0xa.se,akkoma,3.12.2,3,3,3,315
distraction.party,akkoma,3.12.0-356-g71fb74d4,3,1,1,2757
social.matchu.dev,akkoma,3.9.3-0-g9d7c877,3,1,1,1136
atomicpoet.org,akkoma,3.11.0-0-ga03f3a9,3,3,5,7311
dlvn.cc,akkoma,3.12.0,3,4,5,181
soc.kouett.net.eu.org,akkoma,3.12.0-0-gd71d523,3,3,3,16393
a.soopy.moe,akkoma,3.11.0,3,1,1,62
couch.beerriot.com,akkoma,3.12.0-1-g6d275b89-no-fetch-with-local-limit-3-12-1,3,2,2,712
demons.social,akkoma,3.10.4-0-gebfb617,3,2,3,17
akkoma.yae.gay,akkoma,3.10.4-1-gebfb617b,3,2,4,96
rebel.iero.org,akkoma,3.10.4-0-gebfb617,3,2,2,446
ambrosia.cafe,akkoma,3.12.2-0-g26a91d5,3,1,2,745
nolineage.com,akkoma,3.9.3-0-g9d7c877,3,1,1,3207
akko.lightnovel-dungeon.de,akkoma,3.12.0,3,2,2,1640
transient.garden,akkoma,3.3.1-0-gc0eecb55b-develop,3,null,null,3
fedi.timstrutzi.at,akkoma,3.9.3-28-g9d7c877d,3,3,3,0
akm.worldc.one,akkoma,3.10.4-1-gebfb617b,3,1,2,189
yap.nishy.fr,akkoma,3.10.4-1-gebfb617b,3,0,2,2
silvernight.social,akkoma,3.10.4-1-gebfb617b,3,1,1,5683
akkoma.kawaiizenbo.me,akkoma,3.12.2-0-g26a91d5,3,3,3,11
ple.rorea.moe,akkoma,3.3.1,3,null,null,0
fedi.splatoon3.ink,akkoma,3.7.1,3,null,null,10052
fedi.quiet.horse,akkoma,3.10.4-1-gebfb617b,3,2,3,3348
akko.erincandescent.net,akkoma,3.12.0,3,2,3,757
akkoma.chez.chat,akkoma,3.5.0-26-g54fdf3a5,3,null,null,531
forcefemm.ing,akkoma,3.10.4-1-gebfb617b,3,2,2,26
soc.haj.gay,akkoma,3.11.0-0-ga03f3a9,3,3,3,460
social.blipdrifter.com,akkoma,3.12.2,3,1,2,323
social.sqrts.net,akkoma,3.11.0-0-ga03f3a9,3,2,3,137
fedi.laker.tech,akkoma,3.11.0-0-ga03f3a9,3,2,3,34
social.notandy.de,akkoma,3.12.2-0-g26a91d5,3,2,2,0
stoner.cafe,akkoma,3.12.0-0-gd71d523,3,2,5,0
ak.kumis.industries,akkoma,3.12.0-0-gd71d523,3,3,4,615
fedi.girlth.ing,akkoma,3.12.0,3,2,3,17
lotor.network,akkoma,3.10.4,3,2,2,5873
waow.cat,akkoma,3.12.2,3,3,3,8
ak.kazuma.family,akkoma,3.12.0,2,2,2,1086
soc.7thmagic.net,akkoma,3.12.2-349-gb8393ad9-develop,2,2,2,2048
tuxz.one,akkoma,3.10.3,2,0,0,981
fedi.nlpagan.net,akkoma,3.12.0-2-gd71d5230,2,1,2,3530
pars.ee,akkoma,3.12.2-349-gb8393ad9-develop,2,2,2,5470
opayq.social,akkoma,3.8.0,2,2,2,78
post.nuro.lol,akkoma,3.12.2,2,2,3,64
avery.garden,akkoma,3.11.0,2,2,2,1898
akkoma.becutewith.me,akkoma,3.12.2,2,2,2,64
poly.cybre.city,akkoma,3.10.3-221-g6fb91d79-develop,2,1,1,9108
pleroma.frickalou.com,akkoma,3.11.0,2,1,1,21
elezen.club,akkoma,3.9.3-0-g9d7c877,2,1,1,53
rapidsloth.xyz,akkoma,3.11.0-294-g889b57df-develop,2,1,2,1
fedi.dav1d.xyz,akkoma,3.11.0-0-ga03f3a9,2,1,3,3229
akko.bussy.pics,akkoma,3.11.0,2,2,2,63
nocte.0am.jp,akkoma,3.10.4-0-gebfb617,2,1,2,855
akm.hora.win,akkoma,3.12.2,2,2,2,1103
spacelion.me,akkoma,3.12.2,2,2,2,350
toepi.moe,akkoma,3.10.2,2,1,1,1352
social.khromatic-myst.com,akkoma,3.9.3-28-g9d7c877d,2,1,1,404
bunnyanarchy.org,akkoma,3.10.4,2,2,2,4449
awawa.cat,akkoma,3.10.4,2,1,2,834
ak.suzu-ya.info,akkoma,3.12.0-0-gd71d523,2,2,2,11390
a.doskel.net,akkoma,3.10.4-1-gebfb617b,2,0,2,285
fedi.owo.justdied.com,akkoma,3.12.2-0-gc1f0b6b,2,1,2,6711
soc.feditime.com,akkoma,3.10.4,2,1,2,612
fedi.konsolenknecht.de,akkoma,3.12.0-0-gd71d523,2,2,2,1
void.0x0a.de,akkoma,3.12.0,2,1,2,309
omemoji.net,akkoma,3.10.4-0-gebfb617,2,1,2,182
enby.army,akkoma,3.12.0,2,1,2,11
tyt.maanebedotten.no,akkoma,3.9.3-0-g9d7c877,2,2,2,474
micro.shitpost.blog,akkoma,3.4.0-0-gf91b89673,2,null,null,302
fedi.lamer-ethos.site,akkoma,3.9.3-0-g9d7c877,2,1,2,1284
thepage.house,akkoma,3.12.0-0-gd71d523,2,2,2,1940
meta.jorun.dev,akkoma,3.10.4-1-gebfb617b,2,1,2,739
lug.sh,akkoma,3.10.4,2,2,2,3
fedi.circuitlocution.com,akkoma,3.10.4,2,1,1,686
isnot.online,akkoma,3.9.2,2,1,1,186
teslam.in,akkoma,3.12.2,2,1,1,2129
social.tnhh.org,akkoma,3.12.2,2,2,2,863
pleroma.oook.fr,akkoma,3.10.4-1-gebfb617b,2,1,1,1340
akkoma.riley-tech.net,akkoma,3.9.3-0-g9d7c877,2,2,2,129
fedi.triodug.com,akkoma,3.9.3-0-g9d7c877,2,1,1,3711
social.shadowfacts.net,akkoma,3.12.0,2,2,2,17103
fedi.itepechi.me,akkoma,3.12.2+bnakkoma,2,1,2,70
akkoma.simulacrum-emporium.eu,akkoma,3.10.4,2,1,2,399
microbe.vital.org.nz,akkoma,3.12.0-0-gd71d523,2,1,1,2862
fedi.redsky.monster,akkoma,3.11.0,2,2,2,267
bunny.family,akkoma,3.5.0-0-gd9508474b,2,null,null,71
nettles.social,akkoma,3.11.0,2,2,2,88
kriwil.net,akkoma,3.11.0,2,1,2,39
