domain,application,version,users,MAU,HYAC,posts
howlr.me,mastodon,4.2.0+glitch,52,13,54,929
mastodon.macsnet.cz,mastodon,4.2.1,52,3,3,31432
potate.space,mastodon,4.2.0,52,22,30,24641
cuscuz.in,mastodon,4.1.4-donte,52,24,37,31684
barcamp.social,mastodon,4.2.1,52,11,11,13351
wayland.social,mastodon,4.1.9,52,12,49,244
scientificnetwork.de,mastodon,4.2.1,52,9,21,2985
troll.social,mastodon,4.2.0,52,12,38,140
orc.forest.hostdon.ne.jp,mastodon,4.2.1,52,44,54,40891
junia.social,mastodon,4.1.4,52,5,24,89
softer.social,mastodon,4.2.1,52,4,22,46
HoFra.rocks,mastodon,4.2.0,52,9,11,3038
social.sdfeu.org,mastodon,4.2.1,51,25,40,2209
thinktanki.social,mastodon,4.0.0,51,10,41,1238
sns.aigirl.tv,mastodon,4.1.2,51,17,51,58
russiaukraine.world,mastodon,4.2.1,51,7,23,1478
anti-social.online,mastodon,4.2.0,51,14,29,7351
greennuclear.online,mastodon,4.2.1,51,15,29,6076
mastodon.opportunis.me,mastodon,4.3.0-alpha.0+glitch,51,26,35,257090
social.cybre.town,mastodon,4.1.2,51,5,9,16410
raspidon.mamemo.online,mastodon,4.2.0,51,7,9,135360
raccoon.place,mastodon,4.1.4+glitch,51,12,24,12818
coolmathgam.es,mastodon,4.2.0-rc2+glitch,51,15,21,64778
cybre.town,mastodon,4.1.2,51,5,9,16411
dewp.space,mastodon,4.2.1,51,23,30,2944
drk.network,mastodon,4.2.1,51,20,31,2337
bms.social,mastodon,4.1.3,51,12,31,829
workaholic.cloud,mastodon,4.1.10,50,21,34,147049
mastodon.cloudsecurityofficehours.com,mastodon,4.2.1,50,20,49,65
society.oftrolls.com,mastodon,4.2.0,50,19,21,42131
kosmos.social,mastodon,4.2.1,50,24,35,33618
mastodon.gamedevalliance.fr,mastodon,4.1.10,50,16,26,2382
gnulinux.social,mastodon,4.2.1,50,25,95,2401
weserbergland.social,mastodon,4.2.1,50,17,36,1531
social.timespiral.co.jp,mastodon,4.2.1,49,11,37,181904
xeno.glyphpress.com,mastodon,4.2.1,49,15,25,18082
mastodonsuomi.fi,mastodon,4.2.1,49,23,45,20193
boing.world,mastodon,4.2.0+glitch,49,8,10,12261
app.bikers.social,mastodon,4.1.8,49,20,37,6737
wig.gl,mastodon,4.1.4,49,8,17,2048
mastodon.obspm.fr,mastodon,4.1.4,49,6,13,1600
mstdn.online,mastodon,4.2.0,49,5,14,328
mastodon.hockey,mastodon,4.1.8,49,3,8,1878
uestc.social,mastodon,4.3.0-alpha.0+glitch.cs.usocial,49,9,20,367
micc.masto.host,mastodon,4.2.1,49,58,137,529
hulvr.com,mastodon,4.1.8,48,19,25,46871
amicale.net,mastodon,4.2.1,48,31,40,389969
toots.dgplug.org,mastodon,4.1.9,48,6,11,12178
social.servus.at,mastodon,3.3.0,48,27,34,4261
mastodon.xxx,mastodon,4.2.1,48,0,12,3
mastodon.louisematic.site,mastodon,4.2.1,48,2,4,326
webassembly.social,mastodon,4.2.1,48,0,0,342
liveplatform.ca,mastodon,3.4.1,48,2,8,575
lux-nightclub.com,mastodon,3.5.5,48,9,24,1643
fediunam.site,mastodon,4.2.1,48,5,12,4605
mastodon.conquestuniverse.com,mastodon,4.0.2,48,27,161,140
www.paradiseve.com,mastodon,3.2.1,48,523,1551,253
shotgunlife.social,mastodon,4.2.0,48,5,89,1976
geeknews.chat,mastodon,4.2.1,47,6,9,12324
rockcd.jp,mastodon,4.2.1,47,10,10,9505
mastodooooooon.xyz,mastodon,4.1.9,47,9,13,221622
techfieldday.net,mastodon,4.2.0,47,21,25,6551
know.me.uk,mastodon,4.0.11,47,17,39,3216
oyasumi.space,mastodon,4.2.1,47,17,47,2949
libera.tokyo,mastodon,4.3.0-alpha.0+glitch,47,21,34,30475
monocles.social,mastodon,4.1.3,47,7,35,213
neos.social,mastodon,4.2.1,47,23,27,3704
toot.gnous.eu,mastodon,4.1.6,47,10,20,4492
weremember.social,mastodon,4.1.4,47,18,29,1859
miltodon.social,mastodon,4.2.1,47,16,47,222
woofy.social,mastodon,4.2.0,47,11,29,2710
shadowland.social,mastodon,4.1.8,47,10,17,1733
social.jwunited.org,mastodon,4.2.1,47,14,23,946
karlsruhe-social.de,mastodon,4.1.3,46,22,34,6290
hackaday.social,mastodon,4.2.0,46,21,31,5112
mastodon.libre-entreprise.com,mastodon,4.1.10,46,17,17,13386
mstdn.giratina.net,mastodon,4.0.1,46,15,44,9602
travelpandas.fr,mastodon,4.2.1,46,35,84,14091
furry.horse,mastodon,4.1.7,46,16,30,4139
devianze.city,mastodon,4.2.1,46,26,59,4412
mast.linuxgamecast.com,mastodon,4.2.1,46,18,21,19890
mstdn.books-lighthouse.com,mastodon,4.0.2,46,38,57,22790
txs.es,mastodon,4.1.2,46,7,14,856
veronaxxx.masto.host,mastodon,4.2.1,46,8,13,10368
serpent.skin,mastodon,4.3.0-alpha.0,46,47,47,1712
schuppentier.social,mastodon,4.1.10,46,1,1,707
streamerchat.social,mastodon,4.1.2,46,5,42,6173
trans.house,mastodon,4.2.0,46,9,27,1715
thoughtbot.social,mastodon,4.0.6,46,18,26,658
social.circl.lu,mastodon,4.1.9,45,10,24,4701
toolsforthought.rocks,mastodon,4.2.0,45,16,22,15221
techeasy.org,mastodon,4.2.0,45,23,37,4978
skeptics.social,mastodon,4.1.9,45,22,29,13128
arthropod.social,mastodon,4.2.0,45,11,17,1340
haunted.computer,mastodon,4.3.0-alpha.0+glitch,45,34,40,12649
bunt.social,mastodon,4.2.1,45,20,30,32679
emeraldsocial.org,mastodon,4.2.1,45,15,29,8109
gochisou.dev,mastodon,4.2.1,45,3,17,3801
montereybay.social,mastodon,4.2.0,45,14,28,12672
animal.business,mastodon,4.1.6-abiz,45,31,34,10431
freiewaehler.social,mastodon,4.1.4,45,7,49,415
social.mochi.academy,mastodon,4.3.0-alpha.0+glitch,45,28,28,510004
moessingen.social,mastodon,4.2.0,45,15,22,4864
onlycosplays.social,mastodon,4.1.10,45,2,8,117
social.pixie.town,mastodon,3.5.3+glitch-patched-2023-07-07,45,23,27,92137
social.testvivaldi.tech,mastodon,4.2.1,45,7,22,302
cryptodon.chat,mastodon,4.1.3,44,6,28,14371
mstdn.plus.st,mastodon,4.3.0-alpha.0+chuckya,44,24,24,13577
social.linksfraktion.de,mastodon,4.1.4,44,11,39,11959
muknown.jp,mastodon,4.2.1,44,8,10,283231
godforsaken.website,mastodon,4.2.1,44,32,37,461852
semiosen.de,mastodon,4.2.1,44,13,26,8901
zoo.retro-ink.com,mastodon,4.2.1,44,26,37,3615
toot.mantyke.icu,mastodon,3.5.3~hello,44,32,39,103860
minamina3710.com,mastodon,4.2.1,44,9,12,6812
epistolary.org,mastodon,4.2.0,44,17,24,7179
chillpeep.zone,mastodon,4.2.0,44,22,40,5074
baka.social,mastodon,4.2.1,44,25,44,2807
cackl.io,mastodon,4.2.1,44,17,36,2143
uwyn.net,mastodon,4.2.0,44,15,26,2540
claris.cf,mastodon,4.2.1,44,0,2,8788
sharlayan.in,mastodon,4.3.0-sharlayan.dev-988bc,44,26,43,139315
witches.pub,mastodon,4.2.1,44,0,1,196
social.dino.icu,mastodon,4.1.4+glitch,44,9,27,585
mastodon.sl,mastodon,4.1.6,44,4,11,297
sozen.network,mastodon,4.2.0,44,5,8,22230
thewizardingworld.com,mastodon,4.2.1,44,7,28,53
based.social,mastodon,4.1.3,44,5,12,1094
lgbtcz.social,mastodon,4.2.1,43,14,30,1648
rvagc.social,mastodon,4.2.1,43,10,20,902
ttrpg-hangout.social,mastodon,4.2.1,43,14,24,3772
bullcity.space,mastodon,4.2.1,43,23,33,1563
swmastodon.com,mastodon,4.0.9,43,6,20,18
tombraidersocial.com,mastodon,4.2.1,43,12,30,277
themepark.community,mastodon,4.1.10,43,9,17,458
mstdn.b-shock.org,mastodon,4.2.1,42,9,11,117899
hunterlife.net,mastodon,4.2.1,42,32,44,8266
attractive.space,mastodon,4.1.0,42,8,19,8401
az.social,mastodon,4.1.9,42,14,21,2368
bcom.moe,mastodon,4.2.0,42,8,18,778
mastodon.dias.ie,mastodon,4.2.1,42,17,23,3927
social.audiovalentine.com,mastodon,4.2.1,42,15,20,6821
darkwitch.net,mastodon,4.2.0,42,37,45,9363
iyasaretai.pw,mastodon,4.2.1,42,22,34,141064
discuss.smash.today,mastodon,4.2.0,42,12,29,2054
mastadano.com,mastodon,4.2.1,42,9,19,20687
mastodon.gastrokon.com,mastodon,4.1.4,42,1,11,208
masto.ukrainedao.love,mastodon,4.2.1,42,4,13,9981
skrt.social,mastodon,4.2.1,42,6,8,11499
dev.equel.social,mastodon,4.2.0,42,23,23,812
riin.fr,mastodon,4.2.1,42,42,42,37
noagendasocial.nl,mastodon,3.4.4,42,7,16,928
rosaryfaith.com,mastodon,4.2.1,42,0,5,72
praesentia.masto.host,mastodon,4.2.1,42,43,43,26128
mastodon.clinicians-exchange.org,mastodon,4.1.2,41,13,17,4336
cultofshiv.wtf,mastodon,4.2.1,41,23,36,33032
thecooltable.wtf,mastodon,4.2.1,41,8,14,6262
social.wikimedia.de,mastodon,4.2.0,41,17,27,790
social.antifa.gmbh,mastodon,4.2.1,41,11,17,7500
tebukuro.xyz,mastodon,3.5.5,41,12,25,91603
social.hackerspace.pl,mastodon,4.1.9,41,22,29,10041
shark.community,mastodon,4.1.6,41,20,33,17154
vtuber.house,mastodon,4.2.1,41,16,26,5679
jit.social,mastodon,4.1.9,41,22,27,2117
mastodon.finonet.de,mastodon,4.2.1,41,0,1,62
techlover.eu,mastodon,3.3.0,41,4,18,3987
mokete.de,mastodon,3.5.3,41,5,14,46
federated.glacier.dog,mastodon,4.1.4,41,0,0,3866
mastodom.social,mastodon,4.2.1,41,4,20,30
piupiupiu.com.br,mastodon,4.2.1,41,7,15,5025
social.lostcoastoutpost.com,mastodon,4.0.0rc1,41,0,11,1904
paravielfalt.zone,mastodon,4.2.1+pvz2310151239,41,31,46,6143
protogen.social,mastodon,4.2.1,41,18,41,393
cryptotooter.com,mastodon,4.2.0,41,4,16,3477
h.kokuda.org,mastodon,4.2.0,40,17,20,30488
tux.social,mastodon,4.2.1,40,15,26,2235
brighton.social,mastodon,4.1.6,40,14,32,110
mstdn.jaws-ug.okinawa,mastodon,4.2.1,40,5,5,6898
mofmof.coffee,mastodon,3.4.1,40,28,35,51339
mastodon.archive.org,mastodon,4.1.4,40,17,26,70570
wandzeitung.xyz,mastodon,4.2.1,40,21,28,34455
social.garudalinux.org,mastodon,4.1.9,40,18,36,817
leds.social,mastodon,4.2.1,40,21,31,3607
goatfan.club,mastodon,4.2.1,40,2,6,114
fruef.social,mastodon,4.2.1,40,22,29,15054
social.anartist.org,mastodon,4.2.0,40,22,29,8878
x.goonj.xyz,mastodon,4.0.2,40,1,1,250
purposefully.social,mastodon,4.1.6,40,1,8,59
lgbtqplus.social,mastodon,4.2.1,40,16,19,4635
mastodon.nycmesh.net,mastodon,4.2.1,40,11,11,814
innoq.social,mastodon,4.2.0,40,23,31,1999
neurology.social,mastodon,4.2.1,40,7,19,198
centertown.fun,mastodon,3.2.0,40,21,48,1428
fuglies.club,mastodon,4.2.1,40,39,40,1650
signs.codes,mastodon,4.0.11,39,9,14,13340
mastodon.tokyo,mastodon,4.2.1+tokyo,39,15,24,3088
social.afront.org,mastodon,4.3.0-alpha.0+glitch,39,27,30,19796
sauna.social,mastodon,4.2.0,39,25,31,5069
denizens.social,mastodon,4.2.0,39,5,15,6569
mastodon.economiasocial.org,mastodon,4.1.5,39,20,28,2886
sizecraft.social,mastodon,4.2.1,39,17,39,2119
owo.rs,mastodon,4.2.1,39,2,13,125
redd.live,mastodon,4.0.2,39,11,41,359
ms.maritime.social,mastodon,4.2.1,39,9,23,49
lyingvoid.social,mastodon,4.1.4+glitch,38,4,7,5357
closednetwork.social,mastodon,4.1.4,38,16,34,428
geeks.cafe,mastodon,4.2.1,38,2,2,548
ifwo.eu,mastodon,4.2.1,38,13,23,20691
vrc-ins.net,mastodon,4.2.1,38,14,35,10672
illo.social,mastodon,4.2.1,38,28,39,1561
ps.s10y.eu,mastodon,4.2.0,38,4,6,7851
tinnies.club,mastodon,4.1.10,38,27,32,4873
tambayan.us,mastodon,4.2.0,38,8,15,1566
futuregadgetlab.cc,mastodon,4.1.4,38,2,5,13272
owo.town,mastodon,4.1.9,38,12,60,7528
barkclub.xyz,mastodon,4.2.0,38,7,20,1466
impreg.net,mastodon,4.2.0,38,16,40,560
linuxhotel.social,mastodon,4.2.1,38,7,15,186
mastodon.vanlife.is,mastodon,4.2.1,38,14,55,583
nwpu.closed.social,mastodon,4.1.2+glitch+closedsocial,38,9,22,45
pocketpixels.club,mastodon,4.2.1,37,16,26,1435
don.mamemo.online,mastodon,4.2.0,37,11,14,293319
social.network.europa.eu,mastodon,4.2.1,37,21,28,11324
yyc.bike,mastodon,4.1.9,37,19,27,1973
subdued.social,mastodon,4.2.1,37,16,24,2560
birdbutt.com,mastodon,4.2.1,37,25,31,9157
four-nine.club,mastodon,4.2.1,37,15,27,58606
andalucia.social,mastodon,4.2.1,37,20,35,3049
lonely.town,mastodon,4.2.1,37,18,22,10826
nologo.social,mastodon,4.2.1,37,4,5,518
carhenge.club,mastodon,4.2.0,37,7,17,6986
geraffel.social,mastodon,4.2.1,37,17,24,2079
mastodon.furrycon.social,mastodon,4.0.2,37,21,28,1549
beta.tapbots.social,mastodon,4.2.1,37,6,9,110
laburo.social,mastodon,4.2.1,37,8,38,108
mastodon.gardensoul.org,mastodon,4.1.9,37,10,18,1246
taur.zone,mastodon,4.2.1,37,15,23,4812
qwwwq.cat,mastodon,4.0.2,37,12,25,2886
vidasana.social,mastodon,4.2.1,37,7,39,314
fluffcord.social,mastodon,3.5.3+glitch+puwa,37,10,22,1044
fedi.halcyon-is.land,mastodon,4.2.0,37,22,38,4368
seize-tower.xyz,mastodon,4.2.1,37,39,39,54871
whitenight.world,mastodon,4.2.0,37,37,38,126326
restof.social,mastodon,4.2.1,36,5,5,1087
social.design.systems,mastodon,4.2.1,36,13,22,1786
social.beachcom.org,mastodon,4.2.1,36,12,13,95086
socialnotwork.net,mastodon,4.0.2,36,13,27,7291
social.ordinal.garden,mastodon,4.0.2+glitch,36,11,19,4967
cuties.social,mastodon,4.1.9,36,23,29,123964
oliphaunt.social,mastodon,4.2.1,36,13,16,2619
mstdn.anqou.net,mastodon,4.2.1,36,21,31,116708
colter.social,mastodon,4.0.5,36,11,26,343
antabaka.me,mastodon,4.1.4+glitch,36,11,12,9605
x0f.org,mastodon,4.2.1,36,21,24,24857
mastodon.ameth.org,mastodon,4.1.4,36,8,14,1105
mastodon.bawue.social,mastodon,4.1.3,36,14,19,2998
mastodon.opencollective.com,mastodon,4.2.1,36,2,19,231
rodent.life,mastodon,4.2.1,36,17,26,703
mrtodon.net,mastodon,4.2.1,36,10,18,163
neuroscience-mastodon.com,mastodon,4.1.4,36,10,15,167
awaymessage.club,mastodon,4.2.0,36,24,31,8062
foodhub-muenchen.social,mastodon,4.2.0+glitch,36,10,34,468
opencollective.com,mastodon,4.2.1,36,4,19,231
locksport.space,mastodon,4.2.1,36,7,28,417
mastodon.ethibox.fr,mastodon,4.2.0,36,8,11,1114
social.gnuweeb.org,mastodon,4.1.4,36,8,37,698
qn.krig.jp,mastodon,4.2.1,36,32,36,46942
Collapsible.Systems,mastodon,4.2.1,36,17,36,273
tweet.gleamorb.co.jp,mastodon,3.3.0,36,8,15,1407
coef.social,mastodon,4.1.10,36,6,12,5
mstdn.ikebuku.ro,mastodon,4.2.1,35,4,21,25294
progressives.social,mastodon,4.2.0,35,8,14,17378
social.data.coop,mastodon,4.2.0,35,26,28,12881
barca.dix.asia,mastodon,4.2.1,35,29,35,77106
katzebot.space,mastodon,4.2.0,35,9,36,3538
srilankans.online,mastodon,4.2.1,35,4,12,29471
teh.entar.net,mastodon,4.2.1,35,23,27,24749
freifunk.social,mastodon,4.1.10,35,13,25,2584
mstdn-amadeus.tech,mastodon,4.2.0,35,11,16,155899
lesbian.solutions,mastodon,4.2.0+glitch,35,20,25,275709
gender.systems,mastodon,4.2.0-rc2+glitch,35,21,33,12768
social.zdx.fr,mastodon,4.2.1,35,15,30,26147
absolutelyhar.am,mastodon,4.1.4,35,4,16,1420
thebigeasy.space,mastodon,4.2.1,35,0,4,1459
social.nog.community,mastodon,4.1.4,35,1,10,116
ooe.social,mastodon,4.0.11,35,12,20,561
artistalley.space,mastodon,4.2.0,35,9,18,560
redpanda.pics,mastodon,3.5.3,35,5,25,1315
mastodon.ecnelises.com,mastodon,4.2.1,35,3,5,1360
pogs.cafe,mastodon,4.1.6,35,18,27,4468
patavium.social,mastodon,4.2.1,35,10,20,1026
clockwork.monster,mastodon,4.1.8,35,12,37,2593
aquatan.net,mastodon,4.1.1,35,15,26,20717
permaculture.masto.host,mastodon,4.2.1,35,1,6,1185
planet.musicspots.de,mastodon,4.2.1,35,14,20,4867
westpsyche.masto.host,mastodon,4.2.1,35,33,40,66631
theunderground.social,mastodon,4.2.1,35,36,36,1795
mdn.hinaloe.net,mastodon,3.5.14-86db5d350,34,1,1,18344
i1.no,mastodon,4.2.1,34,12,23,1018
ubuntu.social,mastodon,4.2.1,34,25,29,13198
officiell-info.se,mastodon,4.2.1,34,25,37,12254
masto.astrra.space,mastodon,4.1.6,34,13,19,2922
flokinet.social,mastodon,4.1.9,34,12,20,3720
mstdn.vodka,mastodon,4.2.1,34,5,9,16528
thegem.city,mastodon,4.2.1,34,10,16,5533
nc.social,mastodon,4.2.0,34,9,16,826
bambuswald.social,mastodon,4.2.0,34,16,30,12837
social.thisisjoes.site,mastodon,3.5.10,34,6,18,2689
dotgr.id,mastodon,4.2.1,34,13,20,2154
streamers.social,mastodon,4.1.4,34,14,27,1830
social.aviating.com,mastodon,4.2.0-rc2+glitch,34,5,13,483
social.cwts.nl,mastodon,4.2.1,34,17,28,3365
jmm.kr,mastodon,4.2.1,34,6,38,5655
mastodon.yyyyy.world,mastodon,3.5.3,34,13,18,71556
dao.chinese.org,mastodon,4.1.2,34,1,22,73
qa.social,mastodon,4.1.4,34,6,7,145
social.mapolist.com,mastodon,4.1.10,34,33,34,38
social.leinde.de,mastodon,4.1.4,34,18,33,86
biplus.social,mastodon,4.2.1,34,12,29,1948
catharsis.cafe,mastodon,4.3.0-alpha.0+glitch,34,10,18,3790
bondsdogs.com,mastodon,4.2.0,34,2,11,969
serenityos.social,mastodon,4.2.1,34,22,31,11084
lounge.fan,mastodon,4.1.9,34,5,15,2405
mastodon.linuxmuster.net,mastodon,4.2.1,33,13,19,17858
fedifeed.net,mastodon,4.2.1,33,30,30,42212
social.platypush.tech,mastodon,4.2.1,33,4,18,82390
supernets.social,mastodon,4.2.0,33,9,33,852
oisaur.com,mastodon,4.3.0-alpha.0,33,29,30,7642
liberal.city,mastodon,4.2.1,33,9,25,18247
under-bank.blue,mastodon,4.2.1,33,21,26,434508
mstdn.v-elf.com,mastodon,4.2.1,33,18,33,47488
kompost.cz,mastodon,4.2.1,33,10,10,13029
mastodon.llarian.net,mastodon,4.2.1,33,16,26,7647
mastodon.comwork.io,mastodon,4.2.0,33,7,12,1277
mastodon.retr0.party,mastodon,4.2.1,33,5,9,206
lexvox.org,mastodon,4.2.0,33,2,2,174
social.hardlimit.com,mastodon,4.2.0,33,8,43,4850
social-test.sunet.se,mastodon,4.2.1,33,3,4,60
frequency.app,mastodon,4.0.6,33,8,16,136
ecologie.social,mastodon,4.1.8,33,20,28,51
x.cosmicshowdowned.com,mastodon,4.2.1,33,35,37,46658
federation.newsmast.org,mastodon,4.0.2,33,0,8,1428
tincanphone.club,mastodon,3.2.1,33,12,50,1803
t.freesky.im,mastodon,4.0.2,33,1,4,520
turtleisland.social,mastodon,4.2.1,32,22,27,3928
amastodon.uk,mastodon,4.2.1,32,6,18,4551
catswords.social,mastodon,4.2.0,32,14,26,17762
libori.social,mastodon,4.2.1,32,18,27,7384
dindon.one,mastodon,4.1.4,32,4,14,24909
mastoart.social,mastodon,4.2.1,32,32,32,1968
jbo.social,mastodon,4.2.1,32,15,20,621
tama.social,mastodon,4.2.1,32,16,25,2212
petlover.eu.org,mastodon,3.5.3,32,9,20,275
makersocial.online,mastodon,4.1.5+nightly-2023-07-31,32,12,18,2420
sphere.fx4.net,mastodon,4.2.1,32,15,23,7956
unstraight.club,mastodon,4.2.1,32,6,17,6084
recordon.mamemo.online,mastodon,4.2.0,32,16,23,4240
mascodon.jp,mastodon,4.2.1+mscdn,32,21,40,9897
rigcz.club,mastodon,4.2.1,32,10,14,15749
retrogaming.social,mastodon,4.2.1,32,16,24,4133
sp.kub2091.ru,mastodon,3.4.4,32,7,22,1960
mastodon.land,mastodon,4.2.0,32,5,5,304
seoul.earth,mastodon,4.2.0,32,10,16,4007
selfhosted.cafe,mastodon,4.2.1,32,16,29,6388
ublog.tech,mastodon,4.2.0,32,20,28,1751
djs.social,mastodon,4.2.1,32,17,27,2938
einbeck.social,mastodon,4.2.0,32,18,25,4214
f-ckendehoelle.de,mastodon,4.2.1,32,12,20,4826
social.mykolayiv.dcomm.net.ua,mastodon,4.1.10,32,2,14,6796
mastodon.moule.world,mastodon,4.2.1,32,32,33,6755
publishing.social,mastodon,4.2.1,32,4,15,2042
m.mou.best,mastodon,4.2.1,32,4,4,8587
creatorstudio.space,mastodon,4.1.10,32,8,32,1866
linguists.social,mastodon,4.2.1,32,4,11,161
pkutalk.com,mastodon,4.2.1,32,18,28,3612
chaosfurs.social,mastodon,4.2.1,32,18,30,4280
daotodon.me,mastodon,4.2.1,32,8,18,409
enlightened.army,mastodon,4.2.1,32,7,27,216006
mas.atmx.ca,mastodon,4.2.1,32,6,13,1860
engasjert.mdg.no,mastodon,4.2.1,32,14,21,1299
orientalnews.top,mastodon,4.2.1,32,2,14,427
shekel.masto.host,mastodon,4.2.1,32,5,12,234
program-theia.monster,mastodon,4.2.1,32,34,36,64768
10211104.fedicity.net,mastodon,4.2.1,32,32,34,25544
researchbuzz.masto.host,mastodon,4.2.1,31,10,19,6946
jauntygoat.net,mastodon,4.0.10,31,5,17,8974
meow.cloud,mastodon,4.2.1,31,10,19,3230
real-escape.jp,mastodon,4.2.1,31,1,2,12183
wpmastodon.es,mastodon,4.2.1,31,7,7,753
mastodon.lescommuns.org,mastodon,4.1.8,31,11,18,356
social.tinygo.org,mastodon,4.2.1,31,8,21,1286
shadows.rest,mastodon,4.2.1,31,20,32,405
433.world,mastodon,4.2.1,31,4,9,10590
el5.net,mastodon,4.2.1,31,11,18,7902
mstdn.media,mastodon,4.2.0,31,8,9,25437
embracing.space,mastodon,4.2.0-nightly.2023-09-20+glitch,31,5,5,45173
itdev.social,mastodon,4.2.1,31,11,17,117
kibitz.cloud,mastodon,4.2.0-rc2+glitch,31,7,11,10449
dev.handon.club,mastodon,4.2.1,31,5,15,2118
everything.happens.horse,mastodon,3.2.0,31,19,22,7237
boitam.eu,mastodon,4.2.1,31,21,23,69480
wubbel.social,mastodon,4.1.4,31,7,17,780
kollegin.eu,mastodon,4.2.1,31,2,15,151347
bridport.social,mastodon,4.2.1,31,6,31,22
robotics-ai.social,mastodon,4.0.6,31,6,29,96
4four.org,mastodon,4.2.0,31,2,4,92
mastodon.hosting.medien.hs-duesseldorf.de,mastodon,4.1.4,31,9,35,579
trumbeta.me,mastodon,4.2.0,31,17,23,2084
social.helene.tk,mastodon,4.1.4,31,3,19,502
thehappyfamily.stream,mastodon,4.2.1,31,20,31,2023
trg.social,mastodon,4.2.1,31,8,30,2548
hhsocial.de,mastodon,4.1.9,31,12,24,535
ijug.social,mastodon,4.2.1,31,20,20,1038
mapsupport.de,mastodon,4.2.1,31,20,53,12574
dev.goonj.xyz,mastodon,4.0.2,31,2,5,113
maid.zip,mastodon,4.2.1,31,22,32,1400
mission-chara.grossard.fr,mastodon,4.1.4,31,2,19,129
worlddump.xyz,mastodon,4.2.1,31,31,31,31266
mstdn.plusminus.io,mastodon,4.2.1-plusminus.2,30,11,15,417718
bbbdn.jp,mastodon,3.4.10,30,24,26,235909
jabberwocky.moe,mastodon,3.3.0rc2,30,6,9,178367
clacks.link,mastodon,4.2.1-mrt,30,20,24,31141
lustigetiernamenbubble.de,mastodon,4.2.1,30,14,25,28596
meowr.me,mastodon,4.2.0,30,5,8,2392
magincia.cafe,mastodon,4.2.1+magincia,30,2,23,5768
snowdon.jp,mastodon,3.4.0,30,2,2,18257
thoughtful.social,mastodon,4.2.1,30,3,6,8301
social.logilab.org,mastodon,3.1.4,30,2,6,5059
xn--y9a6bah4ck.xn--y9a3aq,mastodon,4.2.1,30,13,27,5804
elict.net,mastodon,4.0.2,30,3,4,959
reporter.social,mastodon,4.2.1,30,24,27,8345
re.lire.im,mastodon,4.2.1,30,12,15,1373
mstdn.gamercast.net,mastodon,4.2.1,30,9,14,1774
social.vcfed.org,mastodon,4.0.2,30,8,13,1064
toot.snipesearch.co.uk,mastodon,3.5.3,30,2,23,1647
social.vates.tech,mastodon,4.1.4,30,8,9,195
social.klinikretter.de,mastodon,4.2.1,30,1,3,45
crunchy.social,mastodon,4.2.0-beta2+glitch_0830_786e586,30,6,7,278
cursoryreview.org,mastodon,4.2.1,30,2,8,869
frameperfect.space,mastodon,4.1.8,30,3,12,414
social.lviv2.dcomm.net.ua,mastodon,4.1.10,30,1,14,107
poils.pachyderme.net,mastodon,4.2.1,30,3,3,2480
courbet.social,mastodon,4.0.6,30,8,21,1650
oomfie.city,mastodon,4.3.0-alpha.0+glitch,30,24,31,9358
mastodon.testausserveri.fi,mastodon,4.2.1,30,5,16,150
deception.codes,mastodon,4.2.1,30,31,31,21220
tiz.social,mastodon,4.2.1,29,7,27,196
raildon.online,mastodon,4.2.0,29,8,16,1677
xvlt.net,mastodon,4.2.1,29,6,14,2598
cunnin.me,mastodon,4.2.0,29,7,11,1858
dpw.social,mastodon,3.5.14,29,3,7,864
biblioverse.online,mastodon,4.2.0,29,16,23,5306
r2.do,mastodon,4.2.1,29,2,5,9955
fairground.moe,mastodon,3.5.14,29,1,1,4889
csed.social,mastodon,4.2.1,29,3,3,1053
tanuki.hostdon.ne.jp,mastodon,4.2.1,29,21,27,11222
social.on2it.net,mastodon,4.3.0-nightly.2023-11-17+glitch,29,4,11,276
fireplace.cafe,mastodon,4.1.4+glitch,29,8,14,3033
the.others.social,mastodon,4.2.0,29,17,21,4038
tekkadon.manimani.cc,mastodon,4.2.1,29,9,11,39608
s.zholnay.name,mastodon,4.2.1,29,3,6,2803
turingfesten.dk,mastodon,4.2.1,29,3,11,1191
mastodon.milll.ws,mastodon,4.2.0,29,3,4,202
glod.org,mastodon,4.2.0,29,3,9,968
calamity.masto.host,mastodon,4.2.1,29,0,2,590
academe.world,mastodon,4.2.1,29,4,9,1689
social.esadhar.net,mastodon,3.5.3,29,5,5,84
zzuli.closed.social,mastodon,4.1.1+glitch+closedsocial,29,17,24,699
austintexas.social,mastodon,4.2.1,28,3,9,23495
schaumburg.social,mastodon,4.2.1,28,24,27,49448
