domain,application,version,accounts,MAU,HYAU,posts
bdx.town,akkoma,3.16.0-0-g071bb07,113,26,41,28672
cooltrans.men,akkoma,3.15.2,113,18,28,20582
pleasetf.me,akkoma,3.17.0+0-g60d98fcc,110,71,94,23624
media.pleasetf.me,akkoma,3.17.0+0-g60d98fcc,110,72,95,23674
landofkittens.social,akkoma,3.10.3-200-g5c164028-develop,100,8,9,87362
headpat.cafe,akkoma,3.15.1-0-g7eec493,96,14,25,1154
channel.coolstation.space,akkoma,3.13.2-3-gdc2f0d3b-wl-stable,91,53,80,20894
kowelenz.social,akkoma,3.17.0-0-g06589d9--stable-,84,8,12,11946
migration.kowelenz.social,akkoma,3.17.0-0-g06589d9--stable-,84,8,12,11959
media.kowelenz.social,akkoma,3.17.0-0-g06589d9--stable-,84,8,12,11959
social.kernel.org,akkoma,3.16.0,81,42,54,14060
corteximplant.net,akkoma,3.16.0-0-g6d88834,81,31,50,17641
posting.isincredibly.gay,akkoma,3.15.2+wl1,72,24,34,7260
ihatebeinga.live,akkoma,3.17.0-176-g6cec7d39-develop,70,12,16,289398
froth.zone,akkoma,3.16.0-3057-g99c2ef6f-froth-zone,70,7,12,140345
pl.m0e.space,akkoma,3.13.2-614-g3ff0f46b-develop,66,10,19,10153
foxy.social,akkoma,3.13.2,60,5,6,282
lebensraum.slavery.trade,akkoma,3.10.2,55,41,43,2037
akko.unix.dog,akkoma,3.13.3,52,0,0,13040
ak.kawen.space,akkoma,3.15.1-0-gfc2c740-develop,51,17,22,84741
suya.place,akkoma,3.17.0-1010-gf941a4f7-suyaplace,49,24,36,68623
weague.awful.cloud,akkoma,3.15.2-wl-stable+wl1,48,24,31,4024
gosuslugi.social,akkoma,3.8.0,47,5,6,293
crimew.gay,akkoma,3.15.2-945-g5beb286b-develop,44,4,14,63950
kitty.haus,akkoma,3.17.0,44,5,8,19393
uchu-teien.com,akkoma,3.17.0,43,7,13,20953
pinksheep.org,akkoma,3.17.0-0-g06589d9--stable-,42,2,5,1250
akkoma.noellabo.jp,akkoma,3.15.2-0-g5bceb1d,42,14,23,619
woem.space,akkoma,3.15.2,39,17,22,191396
rail.siberia.work,akkoma,3.15.2-0-ge924294a2,35,16,40,20783
netzsphaere.xyz,akkoma,3.15.2-0-g5bceb1d,34,10,16,175739
akkoma.mellivora.social,akkoma,3.15.1-0-g4b959437f-wl-stable,32,18,24,9461
fedi.catto.garden,akkoma,3.17.0,31,16,22,15191
iscute.moe,akkoma,3.10.4,29,5,6,140660
kill-corporations.enterprises,akkoma,3.15.2-0-g5bceb1d,29,11,16,20059
sweet.succubi.services,akkoma,3.15.2,29,6,7,3362
haxe.social,akkoma,3.16.0,28,3,6,170
tailswish.industries,akkoma,3.17.0-2-g14c4ac67-tailswish,26,7,9,14031
blobfox.es,akkoma,3.13.2-2006-gef4a28a3-fox,26,2,4,1433
florp.social,akkoma,3.15.2,26,17,22,6525
cache.blobfox.es,akkoma,3.13.2-2006-gef4a28a3-fox,26,2,4,1435
upload.blobfox.es,akkoma,3.13.2-2006-gef4a28a3-fox,26,2,4,1435
pr.shc.kanagawa.jp,akkoma,3.13.2-12-gc0823e33-v3-13-2-fix,25,1,1,2443
ng.cathoderay.tube,akkoma,3.15.2-0-g5bceb1d,25,15,18,8473
agda.club,akkoma,3.17.0-0-g06589d9--stable-,25,2,4,580
social.qunn.eu,akkoma,3.17.0-0-g06589d9--stable-,25,2,10,1467
novaparis.art.br,akkoma,3.17.0-0-g06589d9--stable-,24,13,19,1813
idealists.su,akkoma,3.10.4-1-gebfb617b,24,4,13,946
www.idealists.su,akkoma,3.10.4-1-gebfb617b,24,3,13,950
xyzzy.link,akkoma,3.15.1,23,9,15,53441
pleroma.viridianpatriots.com,akkoma,3.15.1-0-g7eec493,22,4,7,14455
bcn.fedi.cat,akkoma,3.14.1-0-g5ae392f,22,14,17,7097
akk.novalug.org,akkoma,3.15.2-0-g5bceb1d,22,7,20,169
social.duniter.org,akkoma,3.13.2-0-g050bc74,21,5,12,124
novo-atlantis.null.media,akkoma,3.15.2,21,4,8,1237
kongwoo.icu,akkoma,3.9.3-0-g9d7c877,20,1,1,7297
larkspur.one,akkoma,3.17.0-149-g4fd99f1c-lark-develop,20,3,8,5564
fff.fo.am,akkoma,3.15.2-0-g5bceb1d,20,6,9,1880
java.duke.social,akkoma,3.16.0-60-g6d88834f,20,13,16,27213
akko.ssi.fyi,akkoma,3.13.2,20,0,3,190
akkoma.questingbeast.fyi,akkoma,3.13.2-10-g8bbc4714-wl-stable,20,8,12,1173
media.larkspur.one,akkoma,3.17.0-149-g4fd99f1c-lark-develop,20,3,8,5565
media.questingbeast.fyi,akkoma,3.13.2-10-g8bbc4714-wl-stable,20,8,12,1173
fedi.seriousbusiness.international,akkoma,3.15.2-0-g5bceb1d,19,5,7,10437
akko.chir.rs,akkoma,3.17.0,19,8,10,21525
yourwalls.today,akkoma,3.17.0-337-g9fe9540e-yourwalls-today,19,11,17,45671
brainport.social,akkoma,3.17.0,19,0,3,4
mar.archipielago.uno,akkoma,3.13.2,19,11,14,2417
is.badat.dev,akkoma,3.15.2-941-ge2987402-develop,18,2,4,49741
yearning.gay,akkoma,3.16.0-0-g6d88834,17,9,15,32262
ilja.space,akkoma,3.15.2-892-g19dd0ef9-ilja-space,17,4,5,6609
eggware.social,akkoma,3.16.0-72-ga5683966-develop,17,12,15,702
junipurge.de,akkoma,3.15.2,17,9,23,4142
media.ilja.space,akkoma,3.15.2-892-g19dd0ef9-ilja-space,17,3,5,6621
evilfucking.website,akkoma,3.15.2,17,4,17,150
nyan.network,akkoma,3.15.1,16,10,12,15322
magic.win,akkoma,3.13.2-0-g050bc74,15,0,0,82
social.owotel.com,akkoma,3.15.1,15,2,3,183
ak.kumis.industries,akkoma,3.17.0-0-g06589d9--stable-,15,11,14,17691
fedi.tilde.green,akkoma,3.17.0,15,5,7,624
princess.wedding,akkoma,3.15.2,14,8,9,17157
nerdfight.online,akkoma,3.14.1-0-g5ae392f,14,9,9,9465
ack.nerdfight.online,akkoma,3.14.1-0-g5ae392f,14,9,9,9477
bv.umbrellix.org,akkoma,3.15.2,13,4,7,26418
westergaard.social,akkoma,3.17.0,13,3,3,5375
transfeminine.art,akkoma,3.17.0-0-g06589d9--stable-,13,7,8,1105
akkoma.ascyltos.social,akkoma,3.15.2,13,3,4,175
zy.gy,akkoma,3.10.4-3-g06971423-yf,13,4,7,14556
a.bloodyno.se,akkoma,3.15.2,13,9,14,29618
fedi.kemonomimi.gay,akkoma,3.16.0-60-g6d88834f,13,3,6,3801
fedi.underpowe.red,akkoma,3.16.0-0-g6d88834,13,4,8,235
social.tudbut.de,akkoma,3.16.0-60-g6d88834f,13,5,11,1695
chirpr.terrenly.com,akkoma,3.10.4-1-gebfb617b,13,0,1,74
fedi.reimu.info,akkoma,3.17.0-137-gc971f297-develop,12,6,6,23488
fops.cloud,akkoma,3.17.0-0-g06589d9--stable-,12,9,10,48461
fedi.pregnant.horse,akkoma,3.15.2,12,5,16,597
ak.zweitekassabitte.jetzt,akkoma,3.15.2,12,4,6,6366
lab-01.arewesecureyet.org,akkoma,3.5.0-12-g63f2d1cb,12,null,null,14
social.rjp.is,akkoma,3.15.2-0-g5bceb1d,11,8,8,46342
pl.catboyindustries.co,akkoma,3.17.0-137-gc971f297-develop,11,4,9,1733
pl.comofas.org,akkoma,3.13.2,11,2,3,77
akko.cuddlegirls.cafe,akkoma,3.15.2,11,4,7,9227
fedi.on-a-ps4.lol,akkoma,3.15.2-0-g5bceb1d,11,2,5,1153
awawa.club,akkoma,3.10.4-1-gebfb617b,11,6,8,7957
strelizia.net,akkoma,3.15.2-2033-gf2c562cc-akkoma,11,4,4,165422
autumnsky.jp,akkoma,3.13.2,10,3,9,2824
cofe.rocks,akkoma,3.17.0-1193-ga3bbe4ca-sn0w+PX,10,7,8,7936
social.thirdculture.top,akkoma,3.16.0,10,6,6,207
p.girlc.at,akkoma,3.14.1-2-g5ae392fb,10,7,7,11087
delijst.xyz,akkoma,3.15.2,10,3,6,4
pm.girlc.at,akkoma,3.14.1-2-g5ae392fb,10,7,7,11090
little.tinypuppy.dog,akkoma,3.17.0,10,10,10,294
cryptid.cafe,akkoma,3.13.3,9,6,8,4292
antani.pm,akkoma,3.17.0-123-gb4429265-develop,9,3,4,2729
ibbtown.com,akkoma,3.17.0-0-g06589d9--stable-,9,8,11,142
subby.solutions,akkoma,3.16.0-0-g6d88834,9,7,7,4683
zia.io,akkoma,3.17.0-178-g816d2332-develop,9,4,7,2062
akkoma-test.hiwaga.tech,akkoma,3.5.0-0-gd9508474b,9,null,null,104
waow.cat,akkoma,3.15.2,9,3,4,437
akk.1d6.cc,akkoma,3.17.0-0-g06589d9--stable-,9,3,6,275
soc.runx.zip,akkoma,3.14.1-2-g5ae392fb,9,6,8,1153
cosmidsportal.com,akkoma,3.15.2-wl-stable+wl1,9,9,9,268
fedi.waow.cat,akkoma,3.15.2,9,3,4,441
snack.social,akkoma,3.13.1,9,3,5,14451
trans.enby.town,akkoma,3.15.1-808-gfc2c7400-develop,8,6,6,34485
fedi.fourhappylions.com,akkoma,3.13.2,8,2,3,1118
awawa.cat,akkoma,3.17.0-1-g47e13a1e,8,7,7,2052
social.nauk.io,akkoma,3.16.0-0-g6d88834,8,1,3,1212
social.wedistribute.org,akkoma,3.13.2-0-g050bc74,8,5,7,4605
hasthebig.gay,akkoma,3.16.0-1025-g300302d4-develop,8,0,1,95
akkoma.meows.gay,akkoma,3.10.4,8,3,4,122414
telex.disinfo.zone,akkoma,3.15.2,8,1,1,422
nuages.cloud,akkoma,3.17.0-0-g06589d9--stable-,8,8,8,99
social.snamellit.com,akkoma,3.17.0-1-g14084e14,8,3,6,285
um.lugarzinho.top,akkoma,3.10.4,8,2,2,862
social.goatzone.net,akkoma,3.17.0,8,3,7,150
c.trans.enby.town,akkoma,3.15.1-808-gfc2c7400-develop,8,6,6,34485
introvert.social,akkoma,3.17.0-0-g06589d9--stable-,7,1,1,1195
neuro.cooking,akkoma,3.5.0-0-g63f2d1cbe,7,null,null,530
ak.kyaruc.moe,akkoma,3.4.0-0-gf91b89673,7,null,null,124629
a.lufimianet.jp,akkoma,3.15.2-0-ge924294a2,7,2,2,5798
amble.quest,akkoma,3.15.2-0-g5bceb1d,7,3,3,1459
snake.cool,akkoma,3.13.2,7,1,1,88
life.starly.blue,akkoma,3.17.0-0-g06589d9--stable-,7,5,5,1567
transfem.boywife.top,akkoma,3.15.1-0-g7eec493,7,2,3,1291
bemrose.social,akkoma,3.10.4-1-gebfb617b,7,1,2,1400
a.dissonant.dev,akkoma,3.16.0-60-g6d88834f,7,1,2,258
santadog.social,akkoma,3.9.3-0-g9d7c877,7,2,5,186
social.privacypolicyga.me,akkoma,3.13.3,7,1,2,253
social.distrust.network,akkoma,3.15.2,7,1,7,24
santacruz.nexus,akkoma,3.15.2,7,1,2,4
fedi.enbyinsi.de,akkoma,3.17.0,7,1,2,6255
oopsall.gay,akkoma,3.17.0,6,2,3,2043
akkoma.flyerdonut.net,akkoma,3.13.3-197-g2b9109a6-ioFix,6,3,4,80721
ponder.a.reallybigh.at,akkoma,3.16.0-60-g6d88834f,6,6,7,763
idiomdrottning.org,akkoma,3.16.0-60-g6d88834f,6,3,4,19901
social.nihil.gay,akkoma,3.15.2,6,4,5,2961
people.unfoo.net,akkoma,3.15.2,6,2,2,226
raki.club,akkoma,3.15.2-0-g5bceb1d,6,1,1,544
social.raccoon.college,akkoma,3.9.3-0-g9d7c877,6,3,4,451
class.lunanova.dev,akkoma,3.15.2,6,3,3,21469
snipetteville.in,akkoma,3.7.1-0-gfef4bae,6,null,null,1075
a.tela.moe,akkoma,3.13.2,6,3,3,48212
akkoma.queernerd.club,akkoma,3.16.0-0-g6d88834,6,2,4,5813
social.lavenderfield.xyz,akkoma,3.17.0,6,6,7,852
socia.low5.de,akkoma,3.14.1-2-g5ae392fb,6,1,4,451
social.techn1k.de,akkoma,3.17.0-0-g06589d9--stable-,6,5,6,476
outmo.de,akkoma,3.17.0,6,4,4,1888
brettvormkopf.de,akkoma,3.17.0,6,2,2,755
forcefemm.ing,akkoma,3.15.2,6,3,4,1987
taffytavern.com,akkoma,3.16.0-60-g6d88834f,6,1,2,58
fedi.timstrutzi.at,akkoma,3.9.3-28-g9d7c877d,6,2,7,22
akkoma.tomkrizan.com,akkoma,3.15.2,6,1,1,46
lesbian.school,akkoma,3.16.0-0-g6d88834,6,3,3,207
akko.woof.monster,akkoma,3.16.0-60-g6d88834f,6,4,6,561
turbotime.turboteam.xyz,akkoma,3.15.2,6,1,1,454
ak.auriga.dev,akkoma,3.15.2-0-gcb3242536,6,1,2,4
www.brettvormkopf.de,akkoma,3.17.0,6,2,2,756
az-social.xyz,akkoma,3.17.0,6,6,6,135
ak.hieda.moe,akkoma,3.17.0,6,6,6,208
typhy.club,akkoma,3.10.2-0-gba1ed37,6,2,4,689
social.baradoz.cloud,akkoma,3.10.4,5,1,1,1300
pleroma.neuromante.net,akkoma,3.16.0-0-g6d88834,5,1,3,8089
microbe.vital.org.nz,akkoma,3.17.0-0-g06589d9--stable-,5,1,1,6567
fedi.worf.win,akkoma,3.15.2,5,3,3,764
ak.angelstrapped.com,akkoma,3.15.1-5-g37a922a5-angelstrapped,5,4,5,16209
social.zell-mbc.com,akkoma,3.16.0,5,3,4,329
p.umbriel.fr,akkoma,3.17.0,5,1,1,73031
sns.minovsky.space,akkoma,3.15.2,5,3,5,22683
nullspace.mkultra.social,akkoma,3.17.0-0-g06589d9--stable-,5,3,5,1747
fabula.schizophreni.ca,akkoma,3.17.0-0-g06589d9--stable-,5,3,5,1752
universe.feliver.se,akkoma,3.15.1,5,3,3,1284
social.ratliff.space,akkoma,3.15.2-0-g5bceb1d,5,1,4,4
fediverse.elbehnon.de,akkoma,3.17.0,5,3,4,20
fedi.anarchy.moe,akkoma,3.13.2,5,4,4,1245
norn.moe,akkoma,3.15.2,5,2,3,254
beep.flawbee.net,akkoma,3.13.2-614-g3ff0f46b-develop,5,4,4,1314
fedi.rubikoid.ru,akkoma,3.17.0,5,1,3,12
fedi.sillyjune.xyz,akkoma,3.17.0-0-g06589d9--stable-,5,7,7,70
fedi.aria.dog,akkoma,3.15.2-0-g5bceb1d,5,1,5,17483
s.firecat53.net,akkoma,3.15.2,5,1,4,60
stoner.cafe,akkoma,3.17.0-0-g06589d9--stable-,5,5,5,0
media.norn.moe,akkoma,3.15.2,5,2,3,254
social.tut-cc.org,akkoma,3.15.2,5,2,5,24
cocaine.moe,akkoma,3.17.0-0-g06589d9--stable-,5,1,1,5513
hi.nighten.fr,akkoma,3.13.2-0-g050bc74,4,1,2,2110
social.wuatek.is,akkoma,3.16.0,4,3,3,2149
stroud.social,akkoma,3.17.0,4,3,4,1371
fedi.pavluk.org,akkoma,3.15.2,4,1,1,1323
akko.isabelroses.com,akkoma,3.17.0,4,3,4,3806
gay.lesaoras.xyz,akkoma,3.17.0-0-g06589d9--stable-,4,1,1,5503
notes.whatthefuck.computer,akkoma,3.15.2,4,4,4,5035
fedi.u2p.net,akkoma,3.10.4,4,0,0,1
ostfrie.se,akkoma,3.15.2-0-g5bceb1d,4,1,2,1221
akko.lightnovel-dungeon.de,akkoma,3.15.1,4,1,1,5375
luna.vg,akkoma,3.17.0,4,2,2,13020
social.afontaine.dev,akkoma,3.15.2,4,1,4,41
social.unitoo.it,akkoma,3.17.0,4,1,1,602
ublog.kimapr.net,akkoma,3.15.2,4,3,4,16786
soc.kouett.net.eu.org,akkoma,3.17.0-0-g06589d9--stable-,4,3,4,25599
nou.fai.st,akkoma,3.16.0-0-g6d88834,4,3,4,441
fedi.rubedo.gay,akkoma,3.15.2,4,2,2,14343
social.fringesec.ca,akkoma,3.17.0-0-g06589d9--stable-,4,1,3,86
phantomthieves.net,akkoma,3.15.2,4,2,2,4802
soc.feditime.com,akkoma,3.15.2,4,3,3,2972
social.chaos.koeln,akkoma,3.15.2-1290-g487196cc-develop,4,1,1,125
ak.cute.rest,akkoma,3.17.0,4,3,3,137
va-11-hall-a.cafe,akkoma,3.17.0,4,3,3,15813
fed.dhilton.xyz,akkoma,3.15.2,4,1,6,1
social.bakdos.de,akkoma,3.16.0,4,2,3,73
akko.innumerable-wounds.com,akkoma,3.16.0-0-g6d88834,4,3,4,65
fullyfunctional.cafe,akkoma,3.17.0,4,4,4,153
fedi.n4x.moe,akkoma,3.17.0-0-g06589d9--stable-,4,2,8,3
akkoma.prion.host,akkoma,3.16.0-60-g6d88834f,4,1,3,97
fedi.quiet.horse,akkoma,3.17.0,4,2,3,10810
portal.gb0.dev,akkoma,3.17.0,4,3,3,1448
social.emarhavil.com,akkoma,3.13.2,4,1,4,234
lotor.network,akkoma,3.15.2,4,2,2,11333
yap.bls.ooo,akkoma,3.9.3-0-g9d7c877,4,0,1,287
i.notes.whatthefuck.computer,akkoma,3.15.2,4,4,4,5038
rspamd.isabelroses.com,akkoma,3.17.0,4,3,4,3827
media.social.emarhavil.com,akkoma,3.13.2,4,1,4,236
fedinet.waltuh.cyou,akkoma,3.17.0,4,4,4,646
t.hermine.in,akkoma,3.15.2-0-g5bceb1d,3,1,1,596
akkoma.xn--pikabl-0xa.se,akkoma,3.17.0,3,2,2,1149
12xu.xyz,akkoma,3.16.0-0-g6d88834,3,2,2,1584
akkoma.thesandbox.net,akkoma,3.17.0,3,1,1,1621
fuzzyroots.net,akkoma,3.15.2-0-g5bceb1d,3,1,1,1208
atomicpoet.org,akkoma,3.11.0-0-ga03f3a9,3,2,3,19581
akkoma.alster.space,akkoma,3.17.0-0-g06589d9--stable-,3,3,3,223
remolino.town,akkoma,3.17.0-0-g06589d9--stable-,3,3,3,183
post.nuro.lol,akkoma,3.13.2,3,3,3,743
social.vlhl.dev,akkoma,3.12.2,3,1,3,31183
distraction.party,akkoma,3.17.0-1183-gc90ac7cc,3,1,1,7503
a.farook.org,akkoma,3.9.3-0-g9d7c877,3,1,2,2073
couch.beerriot.com,akkoma,3.15.2,3,2,2,1795
castoranxieux.ca,akkoma,3.16.0,3,1,1,3
akkoma.yokkin.com,akkoma,3.15.2,3,1,1,346
alceawis.com,akkoma,3.15.2-0-g5bceb1d,3,1,3,1400
harton.social,akkoma,3.13.2,3,1,1,158
tinylad.social,akkoma,3.16.0-0-g6d88834,3,1,1,1543
akkm.moongazer.net,akkoma,3.17.0-0-g06589d9--stable-,3,2,3,2153
akk.fedcast.ch,akkoma,3.17.0-0-g06589d9--stable-,3,1,1,11363
akkoma.kruhlovo.xyz,akkoma,3.16.0-0-g6d88834,3,2,3,821
arcanekittens.xyz,akkoma,3.17.0,3,3,3,1851
thegeneral.chat,akkoma,3.15.2,3,3,3,73
deep13.social,akkoma,3.16.0-0-g6d88834,3,1,1,289
ambrosia.cafe,akkoma,3.15.2-0-g5bceb1d,3,1,2,964
social.matchu.dev,akkoma,3.9.3-0-g9d7c877,3,1,1,1385
volatile.whimsicalforest.net,akkoma,3.17.0-wf-167-g146d368b-u31d277ae3-trunk,3,3,3,109
semtex.social,akkoma,3.13.2,3,1,1,9
transient.garden,akkoma,3.3.1-0-gc0eecb55b-develop,3,null,null,3
fedi.omaera.org,akkoma,3.16.0-0-g6d88834,3,3,3,22
akkoma.chez.chat,akkoma,3.16.0-23-g6d88834f,3,3,3,1552
auditory-phosphene.vip,akkoma,3.17.0,3,3,3,121
akko.staging.e2net.social,akkoma,3.13.2-0-gbee10ea-develop,3,0,1,77
meow.morecats.net,akkoma,3.17.0-0-g06589d9--stable-,3,2,4,7
bot.girldat.ing,akkoma,3.17.0-mistress,3,3,3,351
sisyphus.gay,akkoma,3.15.2,3,2,3,0
fedi.danis.one,akkoma,3.17.0,3,2,2,124
soc.haj.gay,akkoma,3.11.0-0-ga03f3a9,3,2,2,599
akko.erincandescent.net,akkoma,3.15.1,3,2,2,4646
akko.drgn.gay,akkoma,3.15.1,3,2,3,1500
fedi.shuppy.org,akkoma,3.15.2,3,2,5,432
fedi.welterde.de,akkoma,3.15.2,3,2,2,6
f.matdoes.dev,akkoma,3.16.0-51-gd4a86697-develop,3,3,3,578
social.stellers.gay,akkoma,3.17.0,3,2,2,47
ap.nil.im,akkoma,3.15.1,3,3,3,1895
home.solitude.bar,akkoma,3.15.2-0-g5bceb1d,3,2,3,170
social.sqrts.net,akkoma,3.17.0-0-g06589d9--stable-,3,1,3,215
social.asbestos.restaurant,akkoma,3.15.2,3,3,3,6
social.notandy.de,akkoma,3.17.0-0-g06589d9--stable-,3,2,2,0
1337.pk,akkoma,3.16.0-0-g6d88834,3,2,3,1
media.arcanekittens.xyz,akkoma,3.17.0,3,3,3,2060
akkoma-media.chez.chat,akkoma,3.16.0-23-g6d88834f,3,3,3,1561
pma.farook.org,akkoma,3.9.3-0-g9d7c877,3,1,2,2074
test.lmashton.com,akkoma,3.9.3-0-g9d7c877,3,1,2,2074
enby.army,akkoma,3.15.1,2,2,2,31
cuche.cc,akkoma,3.17.0-0-g06589d9--stable-,2,1,2,542
akkoma.dogphilosophy.net,akkoma,3.13.2-0-g050bc74,2,1,1,374
fedi.itepechi.me,akkoma,3.16.0-206-g8b37ceb2+bnakkoma,2,1,1,102
soc.megatokyo.moe,akkoma,3.15.2-0-g5bceb1d,2,1,2,14045
fedi.reclaim.technology,akkoma,3.15.2,2,2,2,106328
pleroma.oook.fr,akkoma,3.15.2,2,1,1,1916
avery.garden,akkoma,3.17.0,2,1,2,52
teslam.in,akkoma,3.17.0-0-g6cec7d3,2,1,2,2971
social.tnhh.org,akkoma,3.16.0,2,2,2,891
nocoolnametom.com,akkoma,3.15.2,2,0,1,57
pleroma.frickalou.com,akkoma,3.15.2,2,1,2,33
micro.shitpost.blog,akkoma,3.4.0-0-gf91b89673,2,null,null,302
void.0x0a.de,akkoma,3.17.0,2,1,2,442
pont-bl.eu.org,akkoma,3.17.0-0-g06589d9--stable-,2,2,2,1020
poly.cybre.city,akkoma,3.13.1-484-g76ded10a-develop,2,1,1,10801
social.khromatic-myst.com,akkoma,3.9.3-28-g9d7c877d,2,0,0,405
